S4_T,S4_H,S4_R,S4_P,S4_V,S7_T,S7_H,S7_R,S7_P,S7_V,S8_T,S8_H,S8_R,S8_P,S8_V,S9_T,S9_H,S9_R,S9_P,S9_V
0.645744695,-0.89322656,-0.035958873,-0.136657395,1.783823776,0.396882808,-0.770857099,-0.43498778,-0.136657395,0,-0.219228919,1.252845396,-0.843850881,-0.183401621,-1.168613036,1.009176521,-1.502044537,0.093047723,-0.136657395,0.379802798
0.320633288,-0.630799908,-0.838615581,-0.097612425,1.286183761,-0.056650764,-0.600610249,-0.894154704,-0.097612425,0,-0.578169828,1.653465824,-1.124803929,-0.146721297,-1.441302196,0.261723016,-1.29624959,-0.645698994,-0.097612425,0.320914455
-1.604062065,0.351488858,-1.22605334,-0.331882245,0.637042345,-1.926125973,1.495730352,-1.029459207,-0.331882245,0,-1.338782705,0.536278452,-1.166005226,-0.330122918,-0.869076843,-2.202816337,1.095537099,-1.071117631,-0.331882245,0.945455044
-1.53778591,0.336400672,-0.933607866,-0.370927215,0.234090705,-1.733251406,0.91331416,-0.766336164,-0.370927215,0,-1.66056617,1.272371225,-0.796653335,-0.366803243,-0.572225353,-2.026353308,0.904365363,-0.830799565,-0.370927215,0.565652246
-1.227900107,0.05960432,-0.333540637,-0.370927215,0.920581424,-1.445085671,0.57000021,-0.216080074,-0.370927215,0,-1.284532837,0.796250923,-0.036324436,-0.366803243,0.152644565,-1.71914306,0.445517529,-0.44348196,-0.370927215,1.055127829
-0.878009777,-0.212282386,0.109029862,-0.370927215,1.385080508,-0.876940727,0.065175309,0.655945073,-0.370927215,0,-0.665118247,0.255540417,0.844701877,-0.330122918,0.72793815,-1.356616682,0.381496397,0.340114808,-0.370927215,1.392790344
-0.516177798,-0.38711374,0.709940219,-0.370927215,2.075253553,-0.404414413,-0.364053112,1.02277716,-0.370927215,0,-0.10292612,-0.43474414,-0.041207844,-0.330122918,0.263484462,-1.131694893,0.238741756,0.64136226,-0.370927215,1.042701848
-0.209874489,-0.480157549,2.175905126,-0.370927215,2.527653567,-0.39753773,-0.395626164,0.105279066,-0.370927215,0,0.086948419,-0.552518983,0.256716028,-0.330122918,0.497437187,-1.029748635,0.236601774,0.501649511,-0.370927215,0.987595326
0.140612923,-0.686721992,2.617448367,-0.331882245,2.256213558,-0.490536672,-0.376434701,-0.368127505,-0.331882245,0,0.192847134,-0.561445077,0.197954756,-0.293442594,0.254663294,-0.998204726,0.208425342,0.28025328,-0.331882245,0.666680871
0.365414474,-0.822695281,2.172904112,-0.292837275,1.779615404,-0.441744974,-0.333305499,-0.405246897,-0.292837275,0,0.402786692,-0.694902571,0.209885065,-0.293442594,0.018025866,-0.369612329,-0.08386055,1.507499102,-0.292837275,1.215585056
0.302123732,-0.713425685,1.000673596,-0.292837275,1.500284698,-0.178138818,-0.50595988,-0.206066952,-0.292837275,0,0.624245058,-0.839889602,0.466496355,-0.25676227,-0.116976362,-0.104917786,-0.297947928,1.118940784,-0.292837275,1.320935761
0.070455732,-0.452256381,0.071053622,-0.253792305,1.204120502,-0.049119159,-0.474868334,-0.315399422,-0.253792305,0,1.129586296,-1.157509759,1.397492496,-0.25676227,-0.036051731,0.325725151,-0.709270326,1.360176902,-0.253792305,0.371698897
0.047766598,-0.429564229,-0.216232949,-0.253792305,1.274084691,-0.130656964,-0.363984325,-0.377133743,-0.253792305,0,0.909242653,-1.02913518,0.046657491,-0.293442594,-0.032983499,0.177605924,-0.605659525,0.321254432,-0.253792305,1.131304492
-0.229876752,-0.229466152,-0.954815251,-0.292837275,0.567078157,-0.273757449,-0.285361235,-0.733435336,-0.292837275,0,0.075429611,-0.487494872,-0.98233411,-0.293442594,-0.431470189,-0.45875816,-0.210921988,-0.897317922,-0.292837275,0.261485852
-1.993359838,1.159185764,-1.20514315,-0.253792305,-0.965821425,-1.603576825,0.719129571,-1.000784905,-0.253792305,0,-1.935902829,1.107052537,-1.190189877,-0.25676227,-1.120671904,-1.806460259,0.79576127,-1.085556766,-0.253792305,0.367376817
-1.33238954,0.465847723,-0.809823285,-0.175702365,-0.714897231,-1.433951995,0.715827814,-0.768700152,-0.175702365,0,-1.426845847,0.53937779,-0.990218915,-0.220081946,-0.110839897,-1.47547779,0.385241366,-0.434178533,-0.175702365,0.683969192
-1.111469024,0.263115201,-0.300742681,-0.175702365,-0.123094888,-1.114677458,0.36226466,-0.429563343,-0.175702365,0,-1.34249845,0.63446548,-0.923036056,-0.183401621,0.143823396,-1.117065834,0.130583493,0.223391743,-0.175702365,0.603470448
-0.771132015,0.0377504,0.089195385,-0.136657395,0.472915829,-0.624795708,0.014135648,0.475772549,-0.136657395,0,-0.872085209,0.35515314,-0.770540851,-0.146721297,0.320630292,-0.655793304,-0.127462685,0.509981111,-0.136657395,0.43490932
-0.274359397,-0.341370194,1.083629519,-0.097612425,0.854825608,-0.124762665,-0.327871357,1.015450388,-0.097612425,0,-0.07282859,-0.301286646,-0.52493032,-0.146721297,0.988737909,-0.221493103,-0.527015181,0.715136676,-0.097612425,-0.079958484
0.181811613,-0.509615435,1.555069842,-0.019522485,0.653349788,0.340559506,-0.697255431,1.407868469,-0.019522485,0,0.748350921,-0.761972245,0.656075346,-0.110040973,0.961890875,0.386070021,-0.943241705,0.787996882,-0.019522485,-0.552686005
0.39108902,-0.561825346,1.635664365,0.019522485,0.641250718,0.863842284,-0.807795506,2.308691292,0.019522485,0,1.131444168,-0.951961664,1.561734719,-0.110040973,0.862940378,0.16663413,-0.422334389,0.345845904,0.019522485,0.506763903
0.553196912,-0.767252187,0.676344362,-0.019522485,1.911127036,0.643133528,-0.793969399,0.341427172,-0.019522485,0,1.136274636,-0.856130133,0.787570589,-0.146721297,0.119661066,0.099431888,-0.246053361,0.369434818,-0.019522485,0.021070141
0.499459489,-0.676842823,0.216491379,-0.097612425,1.981091224,0.264916,-0.684254762,-0.43481267,-0.097612425,0,0.824523681,-0.683806941,-0.072956539,-0.183401621,-0.161849262,0.059201975,-0.276815605,0.025872518,-0.097612425,-0.012425981
0.299138319,-0.463512646,-0.092209321,-0.136657395,1.668619587,0.042569938,-0.445014947,-0.656506221,-0.136657395,0,0.605666336,-0.52369514,-0.323689411,-0.183401621,-0.191764528,-0.239779427,0.142264228,-0.422601104,-0.136657395,0.502441823
0.004478119,-0.304487963,-0.357710271,-0.136657395,1.800131219,-0.172899441,-0.235422159,-0.757930872,-0.136657395,0,0.459266007,-0.504975139,-0.580801479,-0.183401621,0.065966998,-0.495787967,0.424385205,-0.51196702,-0.136657395,1.240977277
-0.36451885,-0.120316303,-0.902935495,-0.097612425,1.421903765,-0.450258962,0.066894974,-0.943197512,-0.097612425,0,0.125220586,-0.366806651,-1.007189739,-0.146721297,-0.52466775,-0.80162674,0.582387219,-0.953399692,-0.097612425,1.034057688
-2.056949121,1.496933596,-1.217331339,-0.331882245,-1.039467939,-2.021744603,1.591687667,-1.011080591,-0.331882245,0,-1.628982342,1.024486173,-1.162967825,-0.366803243,0.197517464,-1.222669357,0.739675905,-1.069953742,-0.331882245,-0.413839179
-1.799606575,1.312223073,-0.781337875,-0.253792305,-1.142573059,-1.785972638,1.49800031,-0.75688419,-0.253792305,0,-1.147421869,0.738975157,-0.710411439,-0.293442594,-0.120044595,-1.114780043,0.875118941,-0.842196456,-0.253792305,0.371698897
-1.560773586,1.196846354,-0.463837645,0.019522485,-0.789069792,-1.167726151,1.157850544,-0.45097455,0.019522485,0,-0.649140546,0.462700168,-0.113329752,0.073360649,0.290715025,-1.06494981,1.001556218,-0.590527593,0.019522485,0.502441823
-1.303132498,1.050215536,-0.252225741,0.370927215,-0.554979087,-0.737114853,0.89811232,-0.325050384,0.370927215,0,-0.209939558,-0.050178282,-0.370310898,0.51352454,1.56978443,-0.766882724,0.943955032,-0.374025073,0.370927215,0.405195019
-0.929955952,0.854727738,0.403455553,0.488062126,-0.66965723,-0.476128386,0.710256099,0.36893142,0.488062126,0,0.568880467,-0.521835537,0.996303537,0.660245837,0.716048749,-0.707909328,0.938872575,0.126443264,0.488062126,1.654816456
-0.295257283,0.234136305,0.66518343,0.488062126,0.069964188,-0.023577197,0.020051296,1.233578058,0.488062126,0,0.540640809,-0.543035009,0.517209169,0.696926161,1.087688405,-0.694194585,0.856661595,0.305340269,0.488062126,0.607792528
-0.208978866,-0.331012035,0.205575956,0.449017156,2.04684704,-0.000327461,-0.357724744,0.747535691,0.449017156,0,0.598977996,-0.587479516,0.626234845,0.586885188,0.596004154,-0.342640001,0.52202189,0.932541883,0.449017156,0.991917406
-0.06508199,-0.402800663,0.210043559,0.292837275,1.40138795,-0.060580297,-0.328146503,0.175661445,0.292837275,0,0.347050526,-0.381869434,0.346005144,0.330122918,0.395418458,-0.279552182,0.46932483,1.089570838,0.292837275,0.958421284
-0.136134804,-0.36094891,0.180143246,0.136657395,0.998962357,-0.05534092,-0.370450266,0.139055444,0.136657395,0,0.516116896,-0.516690636,0.705688411,0.110040973,0.299536193,0.194520774,-0.392731303,0.6779076,0.136657395,-0.43058724
-0.452887056,-0.068765003,-0.208654499,0.019522485,0.711214906,-0.008841449,-0.293340481,0.200156981,0.019522485,0,0.528378853,-0.527662293,1.091212499,0,1.246469435,0.228807632,-0.370528988,0.058914668,0.019522485,0.569974326
-0.86427688,0.369271362,-0.792957519,-0.058567455,0.723313976,-0.470889009,0.081408948,-0.501895814,-0.058567455,0,-0.091035738,-0.193491671,-0.805785176,-0.073360649,0.724869918,-0.51681724,0.49010049,-0.650842384,-0.058567455,0.683969192
-1.144010019,0.709414143,-1.121993404,-0.019522485,0.020515815,-1.080948969,0.836410734,-0.939404784,-0.019522485,0,-0.488620388,0.220393924,-1.123442335,-0.073360649,-0.785083979,-1.067692758,1.033745116,-0.892739191,-0.019522485,1.173444774
-2.544765502,1.540761182,-1.21559986,-0.409972185,-1.142573059,-2.137338358,1.098556489,-1.039727035,-0.409972185,0,-2.423780068,1.640324631,-1.205173952,-0.366803243,-0.749032248,-1.76988761,0.691882971,-1.085526037,-0.409972185,0.101568885
-2.133674219,1.225944997,-0.948900442,-0.370927215,-1.006853055,-1.930710427,0.933881355,-0.858655081,-0.370927215,0,-1.889827599,1.307021824,-0.913478717,-0.366803243,-0.638192351,-1.646454921,0.670928979,-0.911976006,-0.370927215,-0.358732657
-1.563758998,0.744799531,-0.420405309,-0.331882245,-1.043676311,-1.777786111,0.962634156,-0.553577215,-0.331882245,0,-1.672456552,1.22885652,-0.683883276,-0.330122918,-0.515463052,-1.759830132,1.025185187,-0.697082956,-0.331882245,0.42626516
-1.236557803,0.533385314,-0.245535643,-0.331882245,-0.546562343,-1.366167555,0.743823963,-0.463423297,-0.331882245,0,-0.926706652,0.542043221,-0.314672127,-0.293442594,0.422265492,-1.56965236,1.083767198,-0.322306925,-0.331882245,0.181527368
-0.946972803,0.39717253,0.177319902,-0.331882245,-0.386118152,-0.881852643,0.542347994,0.219614117,-0.331882245,0,-0.317696146,0.122268884,0.37546597,-0.25676227,0.491300722,-1.103351091,0.856394097,0.521639205,-0.331882245,0.421943079
-0.468112659,-0.004999458,0.714091245,-0.292837275,0.554979087,-0.524592623,0.15858752,0.035175271,-0.292837275,0,-0.02006502,-0.131504911,-0.022224087,-0.25676227,0.734074615,-0.587676746,0.708467832,1.475140689,-0.292837275,0.933029063
-0.052244716,-0.450460169,1.11394655,-0.292837275,1.385080508,-0.202698398,-0.126945681,0.706472338,-0.292837275,0,-0.001486298,-0.112536962,0.03691686,-0.25676227,-0.027230563,-0.235207846,0.335665113,1.88624311,-0.292837275,0.612114608
-0.139418758,-0.470038885,1.148627811,-0.253792305,1.002644682,-0.090706714,-0.385445746,0.525093941,-0.253792305,0,0.284254446,-0.286347837,0.847218861,-0.25676227,-0.141138693,0.134633062,-0.141996731,1.975893276,-0.253792305,0.519189884
-0.064186366,-0.515902179,0.491072902,-0.214747335,1.508175396,0.232169894,-0.609965228,1.444788873,-0.214747335,0,0.300975296,-0.47683315,0.364851432,-0.25676227,-0.105086962,0.227436158,-0.279579748,0.977576312,-0.214747335,0.848208239
-0.242415484,-0.392981367,-0.503551824,-0.214747335,1.356147949,-0.117558522,-0.528109167,-0.061429868,-0.214747335,0,0.154946541,-0.322300158,0.095455564,-0.25676227,0.053694068,-0.496245125,0.099197088,-0.180539125,-0.214747335,0.190171529
-0.349890329,-0.197373821,-0.593071862,-0.214747335,1.031577241,-0.309123243,-0.27490567,-0.375299065,-0.214747335,0,0.16906637,-0.351371948,-0.077214792,-0.25676227,-0.167985727,-0.227436158,-0.164734041,-0.28243125,-0.214747335,0.20691959
-0.655298015,0.034636965,-1.082989906,-0.214747335,0.867450725,-0.656886892,0.165328607,-0.666722312,-0.214747335,0,0.044588933,-0.517372491,-0.638093147,-0.25676227,-0.428785486,-0.46607269,-0.011903651,-0.802966106,-0.214747335,-0.21124167
-2.093371152,1.379880412,-1.211009503,-0.370927215,-0.941097239,-2.008973621,1.430451863,-0.99691258,-0.370927215,0,-2.152159153,1.283838776,-1.14311998,-0.366803243,-0.563404185,-1.281642752,0.211011154,-1.01843918,-0.370927215,-0.970847265
-1.680488622,1.052251244,-0.739704856,-0.370927215,-0.965821425,-1.410702259,0.957543947,-0.555869567,-0.370927215,0,-1.753088205,1.107238497,-0.71204797,-0.366803243,-0.542310086,-0.84277097,0.207890347,-0.470616318,-0.370927215,-0.409517099
-1.152667715,0.560029134,-0.116052688,-0.370927215,-0.267231636,-0.591722141,0.135062501,0.155889907,-0.370927215,0,-0.673292884,0.284798168,0.139537155,-0.330122918,-0.18294336,-0.793397894,0.233659298,-0.18292068,-0.370927215,-0.151813067
-0.910550772,0.469500022,0.306712407,-0.370927215,-0.279330706,-0.56978225,0.197451952,0.296304445,-0.370927215,0,0.525034683,-0.588657264,1.449540719,-0.330122918,0.404239626,-0.978546928,0.42581186,-0.470316703,-0.370927215,-0.367376817
-0.168078716,-0.087685109,1.285967028,-0.370927215,-0.152027447,-0.438797824,0.055682757,-0.000296493,-0.370927215,0,0.964607245,-1.058330943,1.448742092,-0.330122918,0.712980517,-0.828599068,0.357867428,-0.16184008,-0.370927215,-0.278774173
0.125685861,-0.50123311,0.706600015,-0.331882245,1.508175396,-0.301591639,-0.147925596,-0.380659827,-0.331882245,0,1.06716179,-1.15843956,1.438232292,-0.293442594,0.958822642,-0.283666605,-0.026883525,0.391049347,-0.331882245,0.079958484
0.416166484,-0.6755256,0.97231094,-0.253792305,1.286183761,0.121160593,-0.515177285,0.393411036,-0.253792305,0,1.105805532,-1.164700223,1.059892574,-0.220081946,0.425333724,0.213721415,-0.178643925,1.861613225,-0.253792305,0.65425489
0.524238412,-0.708755532,1.029359289,-0.175702365,1.471352139,0.769533498,-0.918473155,1.880805426,-0.175702365,0,1.06716179,-1.105750815,0.969104396,-0.146721297,-0.204037458,0.966660817,-0.653541625,3.329303874,-0.175702365,1.118338252
0.485726592,-0.720071671,0.410342704,-0.136657395,0.982128868,0.775100336,-0.967724365,1.282788017,-0.136657395,0,1.539061328,-1.501164355,1.615020159,-0.073360649,0.275373863,1.165067435,-1.136553424,2.022798378,-0.136657395,1.038379768
0.450797267,-0.652234711,-0.050104667,-0.136657395,1.421903765,0.723034027,-0.913245373,0.353434163,-0.136657395,0,1.455828654,-1.523727536,0.925621775,-0.110040973,1.027474343,1.058549596,-1.277078916,0.540138507,-0.136657395,1.105912271
0.052244716,-0.424355213,-0.724111856,-0.175702365,1.594447026,0.242321187,-0.622828323,-0.365898829,-0.175702365,0,0.757640282,-1.146910023,0.041564607,-0.183401621,0.650081751,0.402070555,-0.666916513,-0.153961744,-0.175702365,1.09348629
-0.162406433,-0.316762082,-0.997533675,-0.253792305,0.936888866,-0.186980267,-0.326151692,-0.732997561,-0.253792305,0,0.070227569,-0.65702866,-0.841589195,-0.220081946,0.173738663,-0.149262122,-0.240346742,-0.898731489,-0.253792305,0.325236535
-1.86588273,0.419026449,-1.198327067,-0.449017156,-0.690173045,-2.042702111,0.662105475,-1.018427262,-0.449017156,0,-2.482117255,0.934977291,-1.128476304,-0.403483567,0.089745799,-1.859490599,0.174988122,-1.070599067,-0.449017156,0.64561073
-1.704670462,0.657264106,-0.843790635,-0.449017156,-0.665448858,-1.464078413,0.201579149,-0.774216125,-0.449017156,0,-2.079330563,0.74542178,-0.715713799,-0.403483567,-0.260799759,-1.643711973,0.290101327,-0.779888073,-0.449017156,0.498119743
-1.453597282,0.593558435,-0.421581164,-0.449017156,-0.723313976,-1.191958269,0.140427856,-0.499304978,-0.449017156,0,-0.797027172,-0.041934043,0.396390652,-0.403483567,0.317562059,-1.39090354,0.189076337,-0.509865875,-0.449017156,0.451657381
-1.078629488,0.398908869,-0.130767027,-0.449017156,-0.378227454,-0.960115837,0.093171458,-0.413489018,-0.449017156,0,0.097724078,-0.583016469,1.01420391,-0.403483567,0.77281105,-1.372160057,0.460408238,-0.354688386,-0.449017156,0.257704032
-0.585737906,0.039905855,0.047882172,-0.449017156,0.485014899,-0.777392564,0.008839079,-0.479115562,-0.449017156,0,0.164607477,-0.617543094,0.308060543,-0.366803243,0.635124118,-1.158210063,0.524786033,0.354281217,-0.449017156,-0.029714301
-0.252864428,-0.29215397,0.278853688,-0.409972185,0.846408863,-0.464012326,-0.196007434,-0.135350271,-0.409972185,0,0.653971013,-0.92487345,0.535191368,-0.366803243,0.907813278,-0.388355812,0.02634853,1.30898116,-0.409972185,0.498119743
0.049557845,-0.507879096,0.468534604,-0.409972185,0.620734903,0.171262136,-0.576328578,1.304215143,-0.409972185,0,0.919275163,-1.03161465,1.470458855,-0.366803243,0.407307858,0.42492846,-0.607799507,2.497280881,-0.409972185,0.835782259
0.252864428,-0.521530312,0.970165973,-0.409972185,1.1136405,0.667365646,-0.877338765,1.64734765,-0.409972185,0,1.242544925,-1.270573609,2.35791346,-0.366803243,0.808862781,1.160495854,-1.417069414,2.633494281,-0.409972185,0.43490932
0.510804056,-0.681812344,0.543624575,-0.409972185,0.5302549,0.777720025,-0.853744959,1.596589557,-0.409972185,0,1.012911922,-1.155588169,1.615396562,-0.366803243,1.216554169,1.075464446,-1.541634207,1.475063865,-0.409972185,0.084280564
0.684256515,-0.830478869,0.192857986,-0.409972185,1.039993986,1.055079545,-1.223954472,1.102679169,-0.409972185,0,1.165257442,-1.238278507,1.07667356,-0.366803243,0.964575578,1.193411238,-1.109446983,1.836660679,-0.409972185,0.278774173
0.22927967,-0.549670975,-0.609498297,-0.409972185,1.450836324,0.40048488,-0.857528222,-0.371860537,-0.409972185,0,0.21179743,-0.569317395,-0.784389174,-0.366803243,0.257731526,0.328010942,-0.543956707,-0.128313937,-0.409972185,0.481371682
-0.099115691,-0.256289593,-1.024361905,-0.409972185,0.957404681,0.06156268,-0.593181296,-0.719800616,-0.409972185,0,-0.214398452,-0.249527702,-1.0902404,-0.366803243,-0.146891629,-0.29692419,-0.019750252,-0.92139467,-0.409972185,-0.405195019
-1.799905116,1.805762405,-1.207611153,-0.097612425,-0.920581424,-1.878644118,1.757738534,-0.985383162,-0.097612425,0,-1.911378916,1.585404362,-1.137218651,-0.220081946,0.008821168,-1.111579937,0.317921095,-1.041559466,-0.097612425,-1.152374633
-1.733031879,1.741218501,-0.894100431,0.214747335,-0.79696049,-0.863842284,0.709980953,-0.810953459,0.214747335,0,-1.172688931,0.236572469,-0.995207061,0.25676227,0.206722162,-0.66173636,0.249530832,-0.417473079,0.214747335,-1.156696713
-1.190582452,1.139427426,-0.245412889,0.839466856,-0.485014899,-0.176501513,0.089113048,0.58741727,0.839466856,0,-0.627960803,-0.431024934,-0.933306923,1.100409728,1.390292831,-0.287781028,-0.12452021,-0.082200126,0.839466856,-0.303626134
-0.507818644,0.499257276,1.315734896,1.425141407,-0.193059076,0.367738774,-0.460216787,1.48003379,1.425141407,0,-0.256757938,-0.512475537,-0.76023398,1.834016213,0.877898011,-0.281837973,0.123628551,-0.300565636,1.425141407,-0.151813067
0.121804825,-0.004280973,1.747383511,1.698456197,-0.390326524,0.928352114,-0.981963192,2.57639904,1.698456197,0,0.075429611,-0.710585221,-0.507583095,2.054098158,0.931592079,0.178520241,-0.119883582,0.870794317,1.698456197,-0.185849449
0.699780659,-0.561166735,1.91453259,1.737501167,1.134156314,0.992534482,-1.181513136,1.366450916,1.737501167,0,0.534324044,-0.96045385,-0.091874835,2.054098158,-0.374707889,0.746310609,-0.692952962,1.79882469,1.737501167,0.012966241
1.042207457,-0.994592821,2.273992107,1.776546137,1.788032149,1.49715198,-1.334838481,2.698960293,1.776546137,0,0.920389886,-1.178213337,0.277100654,2.164139131,-0.641260583,1.176496388,-0.899728735,2.320323691,1.776546137,0.451657381
1.046088494,-1.132182702,1.326462957,1.776546137,1.323533064,1.724082497,-1.732149916,2.616757972,1.776546137,0,0.770645387,-1.079406442,-0.01990676,2.054098158,-0.404623155,1.275242539,-1.279486396,2.550558563,1.776546137,0.591044467
1.073554287,-1.089133475,1.152368581,1.659411227,1.553415397,1.590478383,-1.779543888,1.833784345,1.659411227,0,0.660287779,-0.956176763,-0.28911279,1.834016213,-0.461385455,1.302214867,-1.064150695,2.262394296,1.659411227,0.945455044
0.886368932,-0.978367035,0.460678342,1.503231347,1.853787965,1.018731367,-1.435954791,0.153076203,1.503231347,0,0.787737812,-1.138603797,-0.151179435,1.72397524,-0.218995091,0.623792237,-0.530046823,0.696737246,1.503231347,0.388446958
0.742472056,-0.984055041,-0.032250407,0.995646736,1.44241958,0.670640257,-1.229319827,-0.46569575,0.995646736,0,0.7951693,-1.066513196,-0.247338707,1.100409728,-0.46752192,0.423556986,-0.431696811,-0.118000269,0.995646736,-0.122098766
0.358548025,-0.799344518,-0.981840534,0.722331946,1.167297246,0.417512855,-1.094910799,-0.767772864,0.722331946,0,0.308406785,-0.696390253,-0.781430326,0.770286809,-1.063909604,-0.151547912,0.072358146,-0.747587278,0.722331946,0.130742926
-1.692728812,2.047113497,-1.223914835,-0.370927215,-0.875341423,-1.388107446,1.49456098,-1.034099629,-0.370927215,0,-1.41532704,0.971363519,-1.191404183,-0.330122918,-0.032983499,-1.211697562,1.097142086,-1.041578672,-0.370927215,1.52353327
-1.590627709,1.997478157,-0.942371862,-0.175702365,-0.661766532,-1.244024578,1.431621235,-0.724317664,-0.175702365,0,-1.138504082,0.955061002,-0.933810975,-0.073360649,-0.095882264,-1.152267008,1.097231252,-0.76548735,-0.175702365,2.232894683
-1.43150523,1.904853464,-0.696249907,0.019522485,-0.468707456,-0.784269246,1.148220419,-0.147094597,0.019522485,0,-0.776590578,0.794453307,-0.511612233,0.146721297,0.68306525,-1.080950343,1.097409584,-0.396031405,0.019522485,1.662920357
-1.10788653,1.601533039,-0.171831502,0.370927215,-0.226200007,-0.251817557,0.620283219,0.969603341,0.370927215,0,-0.433998945,0.619712631,0.07294672,0.476844215,0.416512556,-0.959803445,1.097320418,-0.122114213,0.370927215,1.388468264
-0.878308319,1.407901327,0.09969086,0.683286976,-0.123094888,-0.336957434,0.601504475,0.348714146,0.683286976,0,0.168694795,0.239113926,0.831393609,0.696926161,0.587182986,-0.875686353,1.097587916,0.12166479,0.683286976,0.801745877
-0.31615517,0.331850267,0.410950013,0.917556796,0.97423817,0.462702482,-0.255782994,1.746730674,0.917556796,0,0.49047826,-0.08445696,1.167883963,0.770286809,0.419197259,-0.491673544,1.068876489,1.596891907,0.917556796,1.055127829
-0.020599345,-0.164922248,0.539173124,0.995646736,1.754891217,0.352675565,-0.36267738,1.173881383,0.995646736,0,0.678123352,-0.26180108,1.360670555,0.770286809,0.419197259,-0.005714476,0.550822483,1.461780936,0.995646736,1.135626572
0.145091041,-0.317899683,0.321475201,0.800421886,1.356147949,0.553409196,-0.762946639,0.777212898,0.800421886,0,0.291685935,-0.044041593,0.462568681,0.586885188,0.401554923,-0.221950261,0.71791942,0.815142764,0.800421886,1.397112424
-0.189275144,0.170310886,-0.066023935,0.566152066,0.867450725,0.035693256,-0.310949852,-0.042613476,0.566152066,0,0.437343115,-0.192251936,0.832781387,0.366803243,0.686133483,-0.211892782,0.78898466,1.092044582,0.566152066,1.384686444
-0.471396613,0.57625492,-0.29899182,0.370927215,0.431358153,-0.016373053,-0.047841084,0.007213348,0.370927215,0,0.269763043,-0.099209809,0.264676113,0.220081946,0.428401957,-0.295552716,0.79094631,0.100188545,0.370927215,1.245299357
-0.653805308,0.851015566,-0.524229428,0.175702365,0.078380933,-0.4129284,0.497567914,-0.424727912,0.175702365,0,-0.051648847,0.021850333,-0.319290416,0.036680324,0.155712797,-0.676365419,0.929064323,-0.545715954,0.175702365,1.776915222
-0.718588757,0.677980424,-1.007609202,0.058567455,0.299846521,-0.714847501,0.785921366,-0.791914199,0.058567455,0,-0.41764967,0.436541756,-0.925867254,-0.073360649,-0.527352453,-0.938317014,1.037490084,-0.952750526,0.058567455,1.574317713
-1.802890529,2.056214307,-1.223469043,-0.409972185,-0.990545612,-1.633048321,1.344812539,-1.019975396,-0.409972185,0,-1.474407375,1.171580754,-1.20335413,-0.330122918,-0.803109845,-1.385417643,1.09705292,-1.081815421,-0.409972185,-0.261485852
