S6_T,S6_H,S6_R,S6_P,S6_V,S2_T,S2_H,S2_R,S2_P,S2_V,S3_T,S3_H,S3_R,S3_P,S3_V,S5_T,S5_H,S5_R,S5_P,S5_V
0.408814344,-0.241131502,1.836135996,2.054098158,-1.479067103,0.226508081,-0.3043022,1.296449743,1.698456197,0.081453442,0.144728607,-0.253448882,0.806350948,1.698456197,-0.331501641,0.303366485,-0.360478382,2.125302812,1.698456197,-0.457793531
1.436170497,-1.251690548,2.928084519,2.054098158,1.835895447,0.30351748,-0.368410164,1.844743335,1.737501167,1.429870811,0.469291616,-0.526729831,1.120061672,1.737501167,0.914415241,0.980774537,-0.963375427,2.606150664,1.737501167,0.795803491
1.600868241,-1.395846637,3.650618734,2.164139131,2.479412212,0.528518855,-0.630203498,2.078391847,1.776546137,1.512130722,0.475252978,-0.606058098,1.430168082,1.776546137,1.289792099,0.873815371,-0.745408604,2.513254179,1.776546137,2.151285389
1.392374468,-1.326478294,2.546823524,2.054098158,2.601986833,0.856645861,-0.958402573,1.825328699,1.776546137,1.190349304,0.90115913,-1.063146728,1.346083275,1.776546137,0.794628934,1.091835382,-1.05671237,2.200869418,1.776546137,2.463135719
1.08888649,-1.013746929,1.341083164,1.834016213,1.830447686,0.882427268,-0.86036411,1.620492087,1.659411227,1.165348743,0.525924549,-0.704760498,0.233114966,1.659411227,1.044648029,1.216778833,-1.060844121,0.600202898,1.659411227,2.258677556
1.356289007,-1.215986254,1.934197918,1.72397524,1.73987866,0.517469681,-0.654406744,0.764651665,1.503231347,0.907278433,0.340459973,-0.49833792,0.34909338,1.503231347,1.0070407,0.636233506,-0.524732436,0.145748079,1.503231347,2.758464177
1.149954193,-1.201003202,0.528378504,1.100409728,1.942126786,0.459210396,-0.66421059,0.165832523,0.995646736,0.415331905,0.112603493,-0.36624156,-0.238175643,0.995646736,1.273774163,0.533691533,-0.487140271,0.269174319,0.995646736,1.241894029
0.377355225,-0.73397828,-0.76789221,0.770286809,1.01124063,-0.394589465,0.032245463,-0.913131079,0.722331946,0.441138936,-0.287470094,0.033922345,-1.002249998,0.722331946,0.870540024,0.134566621,-0.219524696,-0.816653321,0.722331946,0.855006865
-1.287819158,1.773802096,-1.122633601,-0.330122918,-0.84031713,-1.414126947,1.256117814,-1.105440205,-0.370927215,-0.882277872,-1.514185793,1.671705851,-1.21680366,-0.370927215,-1.186023728,-1.495377487,1.714609123,-1.27088635,-0.370927215,-0.45228624
-1.244023129,1.761433108,-0.879922387,-0.073360649,-0.712975717,-1.356872133,1.257113517,-1.007687546,-0.175702365,-0.718564519,-1.418472824,1.57448293,-0.986793528,-0.175702365,-0.761200197,-1.411450826,1.588082701,-1.108808129,-0.175702365,-0.231306205
-1.128056178,1.682947418,-0.50223775,0.146721297,-0.462378712,-1.30463967,1.246773523,-0.886548927,0.019522485,0.472591255,-1.218436031,1.367778546,-0.669639494,0.019522485,0.016714368,-1.299758953,1.489530268,-0.740280205,0.019522485,0.225798914
-1.049716802,1.57596205,-0.334774022,0.476844215,0.495065278,-1.20050957,1.18871637,-0.630530374,0.370927215,0.163713353,-1.054167406,1.146983885,-0.410073985,0.370927215,0.403234139,-1.026524033,1.290054727,-0.351401352,0.370927215,-0.048877204
-0.814081827,1.39221245,0.056806888,0.696926161,0.260811556,-0.961110785,1.075129619,-0.131555103,0.683286976,0.289522629,-0.802134294,0.813819253,-0.145275817,0.683286976,0.321055161,-0.852360435,1.084076756,0.113205409,0.683286976,0.876347616
-0.375196265,0.877369276,0.552799272,0.770286809,-0.255363795,-0.426062872,0.676541991,1.186374102,0.917556796,0.692757488,-0.547451688,0.423659445,0.022150981,0.917556796,0.321055161,-0.542841432,0.752317434,0.604541249,0.917556796,0.897688367
