S4_T,S4_H,S4_P,S4_V,S7_T,S7_H,S7_P,S7_V,S8_T,S8_H,S8_P,S8_V,S9_T,S9_H,S9_P,S9_V
0.765160132,0.237544611,0.617919709,-0.278110035,0.092861223,0.586655365,0.617919709,0,-0.769245316,1.092284678,0.372134425,-0.828673127,0.840814563,-1.154356154,0.617919709,-1.603864221
0.775479217,0.067149372,0.823892945,-1.11244014,0.310280301,0.581332997,0.823892945,0,0.059285319,1.122813774,0.537527502,-1.06581896,1.220512723,-0.817845126,0.823892945,-2.162548823
0.660421422,0.178603483,1.029866181,-0.609650077,0.298889324,0.393638038,1.029866181,0,0.167609113,0.8706589,0.744268849,-0.668644266,1.20529436,-0.430416985,1.029866181,-2.211512192
0.174908486,0.328230876,1.235839418,0.032880004,-0.341481672,0.641182488,1.235839418,0,-0.834385976,0.809890541,0.909661927,-0.571022203,-0.302084508,-0.294931655,1.235839418,-1.951629692
3.524483388,-3.477427623,1.029866181,-0.887760112,2.2620994,-3.3194201,1.029866181,0,0.979305645,1.011421218,0.330786155,0.369091635,3.026171508,-2.504276308,1.029866181,-0.716246214
2.816078222,-2.532292799,1.359423359,2.719450343,2.014964731,-3.175607527,1.359423359,0,0.805109275,1.029680709,0.620224041,0.135957667,2.456243809,0.019380216,1.359423359,-0.059007138
2.505989726,-2.558994317,1.19464477,1.487820187,1.731676093,-2.673349722,1.19464477,0,0.663849193,1.196817848,0.744268849,0.195244126,2.238621216,-0.946459288,1.19464477,-1.937191775
1.993647169,-2.208314388,0.700309003,0.55622007,1.186394989,-1.972426361,0.700309003,0,0.310333029,1.274976198,0.496179233,-0.065972901,1.544663858,-2.40473247,0.700309003,-2.310066667
1.257380474,-1.561049826,0.370751825,0.16029002,0.583663742,-1.459415198,0.370751825,0,0.427439833,1.332363169,0.206741347,-0.445762844,1.04017512,-1.866667193,0.370751825,-1.848681069
1.008174578,-2.152933463,0.164778589,-0.780900098,0.24441074,-2.087128836,0.164778589,0,0.063676824,1.343859886,0.082696539,-0.78677142,0.329477562,-2.016247226,0.164778589,-1.667265507
0.768255858,-2.101211634,0,-0.823370104,-0.041849458,-2.532904362,0,0,-0.930267171,1.306857849,0,-0.748881578,-0.413939477,-1.3874473,0,-0.578772138
0.374582776,-1.848931742,-0.123583942,-0.331540042,-0.210733069,-2.595469348,-0.123583942,0,-0.819015708,1.240969104,-0.082696539,-0.64412731,-0.545578318,-2.715873033,-0.123583942,-2.246037645
-0.079972907,-1.191085467,-0.123583942,-1.102850139,-0.352872649,-2.186733163,-0.123583942,0,-1.552397065,1.009875441,-0.082696539,-0.45601539,-0.440571613,-3.324411823,-0.123583942,-1.446930344
-0.336402162,-1.347635475,-0.123583942,-0.031510004,-0.674791556,-2.522585484,-0.123583942,0,-1.207663912,0.672992665,-0.082696539,0.024516956,-0.586667899,-3.50958098,-0.123583942,-1.60825837
-0.214636962,-1.997273505,-0.164778589,0.567180071,-0.822378994,-2.218232895,-0.164778589,0,-1.503358591,0.650482287,-0.124044808,-0.292420426,-0.965605141,-3.9472215,-0.164778589,-1.323894185
-0.724915702,-1.965627262,-0.164778589,-0.138370017,-1.041283851,-1.36035397,-0.164778589,0,-1.387715622,0.620339635,-0.124044808,-0.713666313,-1.56444773,-3.486324721,-0.164778589,-1.77021413
3.278373217,-5.097319681,-0.247167884,0.749390094,1.640053019,-3.624967506,-0.247167884,0,-0.146383504,0.414364849,-0.248089616,-0.5014832,2.943992347,-7.853215995,-0.247167884,-1.358419638
2.176294969,-4.10857238,-0.288362531,1.402880177,1.234930455,-3.831345065,-0.288362531,0,-1.239868283,0.528752348,-0.248089616,-1.107274905,0.15674914,-6.25047211,-0.288362531,-1.196463877
1.392044529,-3.137329406,-0.288362531,1.231630155,0.310775561,-3.102832283,-0.288362531,0,-2.021556197,0.224813944,-0.248089616,0.146210213,-0.65210686,-4.531270745,-0.288362531,-0.838654638
0.64184707,-2.451100408,-0.329557178,-0.502790063,-0.691630391,-2.205415763,-0.329557178,0,-2.530970792,-0.371372926,-0.248089616,0.219315319,-1.512705295,-2.219210945,-0.329557178,-0.931559493
-0.531432863,-2.005185066,-0.329557178,1.027500129,-1.335963466,-1.670680646,-0.329557178,0,-2.634171163,-0.555900056,-0.248089616,0.222881422,-1.835334593,-2.794274817,-0.329557178,-1.314478152
-1.201141462,-1.977000131,-0.329557178,1.091890138,-1.748514928,-1.60344501,-0.329557178,0,-2.721269348,-0.512521689,-0.248089616,0.055720356,-1.513466213,-4.413051425,-0.329557178,-1.358419638
-1.274922918,-2.212369063,-0.329557178,0.150700019,-1.995649597,-1.57998314,-0.329557178,0,-2.812027121,-0.427793787,-0.248089616,-0.327189928,-2.435699019,-4.682084064,-0.329557178,-1.77021413
-1.461698351,-2.093102285,-0.329557178,-0.834330105,-2.152151712,-1.483637406,-0.329557178,0,-3.259960645,-0.252444708,-0.248089616,-0.212183114,-3.078674861,-4.363719966,-0.329557178,-1.77021413
-2.316118567,-1.512393727,-0.329557178,0.695960088,-2.218516533,-1.39315714,-0.329557178,0,-3.526378623,-0.205008676,-0.248089616,-0.292420426,-3.736108148,-3.970830127,-0.329557178,-1.858724837
-2.423437048,-1.319945013,-0.329557178,-0.941190119,-2.706842753,-1.455830746,-0.329557178,0,-3.519059448,-0.292828132,-0.248089616,-0.466713698,-2.931817657,-4.093454041,-0.329557178,-1.328916069
-2.865093874,-1.182283856,-0.329557178,-0.053430007,-2.679108201,-1.775172863,-0.329557178,0,-4.26561532,-0.201047622,-0.248089616,0.379789943,-3.493375256,-4.070550149,-0.329557178,-1.696769076
-2.96209327,-1.358019399,-0.329557178,-0.813780103,-3.012418085,-1.5149199,-0.329557178,0,-4.037257053,-0.376396701,-0.248089616,0.40742724,-3.232380329,-3.838163738,-0.329557178,-1.108580906
2.712887374,-2.747981724,0.700309003,2.055000259,2.160571129,-1.503514824,0.700309003,0,0.401090802,0.731249136,0.868313658,-0.741749373,1.536293758,-1.986824534,0.700309003,-0.034525453
2.141726035,-1.959100225,0.576725062,0.342500043,1.634109901,-1.194491585,0.576725062,0,-0.260562638,0.721588029,0.826965388,-0.97488334,0.944299432,-0.609595893,0.576725062,-0.691764529
1.854855479,-1.557291834,0.45314112,0.760350096,1.56675456,-2.322725112,0.45314112,0,-1.197417067,0.585269819,0.661572311,-0.912476542,1.0980049,0.290174692,0.45314112,-0.509721232
1.350768191,-0.730533739,0.288362531,0.449360057,0.997205724,-0.970409004,0.288362531,0,-0.374009854,-0.040480035,0.372134425,-0.341008576,1.30421372,0.379147503,0.288362531,0.161955761
1.130971686,-0.658044063,0.123583942,1.616600204,0.945698698,-0.718302524,0.123583942,0,-0.807305027,-0.134965655,0.124044808,-0.846057878,1.024956757,0.543526974,0.123583942,0.092904855
0.829654412,-0.354339026,-0.041194647,0.856250108,0.830798411,0.241787603,-0.041194647,0,-0.540887049,-0.597056369,-0.041348269,0.355272987,0.626996561,0.509523504,-0.041194647,-0.053985254
0.748649597,-0.608794598,-0.164778589,-0.300030038,0.713917085,0.06549772,-0.164778589,0,-0.819015708,-0.218437613,-0.124044808,-0.086923755,0.658955123,0.165965125,-0.164778589,-0.181415562
0.573741111,-0.611563644,-0.247167884,1.038460131,0.634180248,-0.017487783,-0.247167884,0,-1.298421685,-0.163369307,-0.206741347,-0.37934418,0.165880158,0.531898844,-0.247167884,-0.657239076
0.277067425,-0.23072089,-0.288362531,-0.031510004,0.465791896,0.326293782,-0.288362531,0,-1.445537107,-0.045213977,-0.206741347,-0.233133967,0.257190337,0.579292282,-0.288362531,-0.137474076
0.009287176,-0.018394379,-0.329557178,0.053430007,0.343462711,0.497044057,-0.329557178,0,-1.430166839,-0.025312098,-0.248089616,-0.403861137,0.153705468,0.579292282,-0.329557178,-0.029503569
-0.14859482,0.2125243,-0.329557178,-0.010960001,0.166654942,0.589045,-0.329557178,0,-1.782219167,0.010723828,-0.248089616,-0.762700226,-0.479378439,0.577706628,-0.329557178,-0.146890109
-0.201222152,0.342471685,-0.329557178,-0.171250022,0.109700058,0.801613885,-0.329557178,0,-1.843700239,0.091973732,-0.248089616,-0.508615405,-0.863642108,0.467767947,-0.329557178,0.303823986
1.517937363,-1.826383794,0.082389295,0.920640116,2.108073585,-1.942555925,0.082389295,0,1.173263788,1.335937779,-0.041348269,-0.929861293,1.783592159,-2.122309864,0.082389295,-1.70179096
0.85132449,-1.216501356,-0.041194647,0.674040085,0.796625481,-0.778803734,-0.041194647,0,0.854147749,1.335841168,-0.124044808,-0.351706884,0.621670134,-2.136404567,-0.041194647,-1.593820453
0.183679708,-0.425444178,-0.123583942,1.060380134,0.189436896,-0.279804521,-0.123583942,0,0.622129894,1.339898832,-0.165393078,-0.591973057,-0.644497679,-0.667207991,-0.123583942,-0.544246685
-0.094935579,-0.236061193,-0.164778589,0.878170111,-0.257782756,0.20572584,-0.164778589,0,0.816819955,0.820227925,-0.206741347,-1.135357964,-1.190075997,0.189573752,-0.164778589,-0.245444583
-0.199674289,-0.09760888,-0.205973236,0.609650077,-0.043335238,-0.035735904,-0.205973236,0,0.092221608,0.883508171,-0.206741347,-0.672210369,-1.143659989,0.558326412,-0.205973236,-0.657239076
-0.17903612,-0.123420347,-0.205973236,-0.042470005,-0.072555569,0.089719928,-0.205973236,0,-1.752942466,0.52169974,-0.206741347,0.5014832,-1.13072438,0.577354261,-0.205973236,-0.706202446
-0.220828413,-0.145572717,-0.247167884,0.321950041,-0.179036439,0.265683952,-0.247167884,0,-0.202741154,0.077482073,-0.206741347,-0.476966243,-1.183988651,0.576825709,-0.247167884,-0.382290924
-0.241982537,-0.178405694,-0.288362531,0.010960001,-0.288984127,0.060066732,-0.288362531,0,0.31618837,0.168682916,-0.248089616,-0.637440867,-1.203011605,0.444687871,-0.288362531,-0.681720761
-0.560326301,0.025712572,-0.288362531,0.620610078,-0.322166537,0.2335325,-0.288362531,0,-0.590657441,0.795012437,-0.248089616,-0.104308506,-1.107896836,0.303212293,-0.288362531,-0.735706015
-0.780638759,0.27087206,-0.288362531,0.193170024,-0.187455856,-0.333028208,-0.288362531,0,-1.592652529,0.691831822,-0.248089616,-0.240266173,-1.125397953,0.190454671,-0.288362531,-1.314478152
-0.688798905,0.070313996,-0.288362531,-0.245230031,-0.211723589,0.068539073,-0.288362531,0,-1.767580817,0.26993131,-0.248089616,0.703413768,-0.840053645,-0.206311211,-0.288362531,-1.495893714
-0.585608058,-0.035700918,-0.288362531,-0.71651009,-0.268678473,0.465761564,-0.288362531,0,-2.097675619,0.019901879,-0.248089616,0.626742559,-0.640693088,0.079106519,-0.288362531,-1.368463406
2.047822364,-2.119408224,2.430484188,1.541250194,1.977820242,-2.304368371,2.430484188,0,0.705568492,1.011324607,1.44718943,-0.45601539,1.473137551,-3.137304644,2.430484188,-1.888228406
1.100530386,-1.140550373,1.730175185,0.16029002,1.152717319,-1.724230192,1.730175185,0,0.499899668,1.170539639,0.909661927,-0.553637452,-0.095875688,-2.025056415,1.730175185,-0.931559493
0.871962659,-0.88935832,1.19464477,0.567180071,0.317709199,-0.522461082,1.19464477,0,0.57309142,1.029487487,0.578875772,-0.870574835,0.060112534,0.005285514,1.19464477,0.092904855
0.558778438,-0.692162669,0.741503651,0.749390094,0.815445356,-0.368872731,0.741503651,0,0.381329029,0.834719584,0.372134425,-1.076071506,0.598081671,-0.558854963,0.741503651,-0.313867754
0.503571335,-0.617991787,0.45314112,0.278110035,0.606940956,-0.027372181,0.45314112,0,-0.425975998,0.714632033,0.248089616,-0.839371435,0.682543586,-0.833173115,0.45314112,-0.411794493
0.147562912,-0.100279032,0.164778589,0.106860013,0.568805947,0.005105129,0.164778589,0,-1.097144366,0.567203551,0.082696539,0.160028861,-0.654389615,-0.500185763,0.164778589,-1.166960308
-0.169232989,0.350284351,-0.041194647,0.182210023,0.368720964,0.144355671,-0.041194647,0,-0.430367503,0.643429679,-0.041348269,-0.982015546,-0.232840956,0.245424011,-0.041194647,-0.122408424
-0.134664056,0.289266439,-0.164778589,-0.171250022,0.049278356,0.600884555,-0.164778589,0,-0.550401977,0.756657845,-0.124044808,-0.5014832,-0.241211056,0.470763071,-0.164778589,0.005021884
-0.271907883,0.071401836,-0.247167884,0.482240061,0.067602971,0.468259818,-0.247167884,0,-0.929535253,0.328960669,-0.165393078,-0.637440867,-0.233601874,0.284889179,-0.247167884,-0.220962899
-0.308540633,0.034613078,-0.247167884,-0.16029002,-0.007676528,0.274156294,-0.247167884,0,-0.39303971,0.623237967,-0.165393078,-1.215149513,-1.553794875,0.305326498,-0.247167884,-1.074055453
-0.498411792,0.308946446,-0.205973236,-0.502790063,-0.334548034,0.813127581,-0.205973236,0,-1.897130218,0.910559269,-0.165393078,-0.724364622,-1.28366893,0.563435742,-0.205973236,-1.431864692
-0.397284762,0.168516243,-0.164778589,-0.289070036,-1.18540447,0.703095756,-0.164778589,0,-2.763720565,0.391081583,-0.082696539,-0.365525532,-2.434177182,-0.121919179,-0.164778589,-1.064011685
2.642201644,-2.63801103,1.606591243,1.241220156,1.754458046,-2.409946785,1.606591243,0,0.887815955,1.034704484,2.15011001,-0.584840851,1.955559662,-1.72360596,1.606591243,1.206507645
1.588623094,-1.713446264,1.071060829,3.425000432,1.493951361,-1.708914805,1.071060829,0,0.606759626,1.315939289,1.44718943,-0.908910439,1.082786537,-1.509014111,1.071060829,1.687353044
0.548459353,-0.247532956,0.535530414,0.213720027,0.844170428,-0.285669989,0.535530414,0,0.412069565,1.336131001,0.951010197,-1.044868107,0.65210686,-0.48468159,0.535530414,1.269908931
0.137243827,0.251488737,0.205973236,-0.460320058,0.449943581,0.572969274,0.205973236,0,0.210792246,1.345212441,0.537527502,-1.236100367,0.58210239,-0.509171136,0.205973236,0.249838732
0.204317878,0.213018773,0.041194647,-1.230260155,0.353863168,0.465327085,0.041194647,0,-0.013906433,1.321446119,0.248089616,-0.912476542,0.366001633,-0.331401698,0.041194647,0.652217192
0.101642985,0.572895891,-0.082389295,0.204130026,0.328604916,0.566995187,-0.082389295,0,0.118570639,1.156531035,0.041348269,-1.086324051,0.164358322,0.034355838,-0.082389295,0.622713623
-0.072233593,0.499120587,-0.123583942,-0.245230031,0.131986752,0.796617376,-0.123583942,0,-0.17712404,1.026009489,-0.041348269,-0.42481199,0.435245185,-0.667031807,-0.123583942,-2.491482228
-0.244046354,0.554204829,-0.041194647,-1.283690162,-0.120595775,0.790426049,-0.041194647,0,-0.461839957,1.168317585,0,-0.811288376,-0.497640474,0.233795882,-0.041194647,-1.682331159
-0.170264898,0.515438181,0.041194647,-0.289070036,-0.224105086,1.001365638,0.041194647,0,-0.74143245,1.25787604,0.124044808,-0.327189928,-0.983867176,0.083511114,0.041194647,0.073445054
-0.180068028,0.526712155,0.082389295,-0.213720027,-0.271154772,0.790860528,0.082389295,0,-1.340872901,1.01161444,0.165393078,-0.515301848,-0.385785505,0.568897439,0.082389295,0.14249596
-0.60779409,0.601080826,0.041194647,0.310990039,-0.282545749,0.337590238,0.041194647,0,-1.30574086,0.735113578,0.165393078,-0.400295034,-0.521228937,0.557621677,0.041194647,-0.588815906
-0.609857907,0.633023753,0.041194647,-0.010960001,-0.5237373,0.511381866,0.041194647,0,-1.259630056,1.251403099,0.082696539,0.003566103,-1.635974036,0.535598704,0.041194647,-0.745749783
2.085487023,-2.103387314,0.617919709,2.557790322,1.352802301,-0.617611999,0.617919709,0,1.067135748,1.335068279,0.082696539,-1.490630951,1.313344738,-0.507761666,0.617919709,0.774625616
1.504522553,-1.434662643,0.823892945,2.333110294,0.501450606,-0.222670524,0.823892945,0,0.130281319,0.977800568,0.206741347,-0.355272987,0.862120271,-0.387780509,0.823892945,0.485239547
1.190822377,-0.950178443,0.947476887,0.39593005,0.375654602,0.068321834,0.947476887,0,0.212256081,0.930461148,0.330786155,-0.720798519,0.881904143,-1.017108986,0.947476887,0.166977645
0.860611666,-0.52067959,0.988671534,0.653490082,0.468763455,0.152719393,0.988671534,0,0.518197606,0.37262887,0.330786155,0.518867951,0.157510058,-0.336334844,0.988671534,-0.549268569
0.612953633,-0.365909684,1.029866181,-0.16029002,0.48906911,0.187260479,1.029866181,0,0.617738389,-0.09274662,0.372134425,-0.23670007,0.162075567,-0.246657298,1.029866181,-0.456363714
0.275519562,0.143397038,0.947476887,0.417850053,0.148330327,0.322274851,0.947476887,0,0.032936289,0.651545009,0.413482694,-0.505049302,-0.143813532,0.383023547,0.947476887,0.387312808
0.163557493,0.304100615,0.823892945,-1.048050132,-0.114157397,0.717324946,0.823892945,0,-0.149311175,0.254183707,0.413482694,-0.215749217,0.391872851,0.577001893,0.823892945,-0.529808768
0.241982537,0.166538353,0.617919709,0.139740018,0.260754315,0.081899305,0.617919709,0,-0.308869194,0.394076526,0.289437886,-0.438630639,0.521989855,0.578939915,0.617919709,-0.549268569
0.094935579,0.312605543,0.370751825,0.738430093,0.183989037,0.217130916,0.370751825,0,-0.267149896,0.234088606,0.165393078,0.198364466,0.506010574,0.579820834,0.370751825,-0.274948152
0.087196266,0.35463571,0.247167884,-0.994620125,0.170121761,0.357576275,0.247167884,0,-0.449397359,1.103105117,0.082696539,-0.400295034,-0.17729393,0.578763731,0.247167884,-0.431882029
0.127956651,0.240313657,0.164778589,0.204130026,0.182998517,0.433175633,0.164778589,0,-0.457448451,1.098177953,0.041348269,-0.209062774,-0.73885153,0.577882812,0.164778589,-1.284974583
-0.014962673,0.47241907,0.082389295,0.502790063,0.134958311,0.866459887,0.082389295,0,-0.485993235,0.723616862,-0.041348269,-0.73818327,-1.530206413,0.575592423,0.082389295,-1.588798569
1.78674952,-1.842206915,0.041194647,2.172820274,1.676702248,-1.456916944,0.041194647,0,1.467494632,1.333136058,-0.041348269,-0.651259515,1.255514958,-0.828063786,0.041194647,0.338349438
1.135615274,-1.172888878,0.082389295,1.091890138,0.692125651,-0.564062453,0.082389295,0,1.334285643,1.297486576,0,-0.804601934,0.159792813,-0.283303525,0.082389295,0.529808768
0.651134246,-0.506043203,0.082389295,0.898720113,0.477182873,-0.35051599,0.082389295,0,1.007118511,1.29874252,0,-1.274435971,0.392633769,-0.549164855,0.082389295,1.171982192
0.334338345,-0.371348882,0.082389295,1.220670154,0.620808232,-0.407215509,0.082389295,0,0.676291791,1.340961554,0,-1.194644422,-0.204686984,-0.641132791,0.082389295,0.622713623
0.062430463,-0.233786619,0.082389295,-0.031510004,0.324147577,-0.153045253,0.082389295,0,0.518197606,1.3387395,0.041348269,-0.793903625,-1.380305536,-0.333515903,0.082389295,-0.554290453
-0.464874767,0.365217422,0.123583942,-1.11244014,-0.673801036,0.051920249,0.123583942,0,0.340341648,1.283767805,0.041348269,-0.515301848,-1.414546853,0.164908022,0.123583942,0.485239547
-0.173360623,0.166736142,0.123583942,-0.738430093,-0.820397954,-0.047684078,0.123583942,0,-0.697517399,0.662268837,0.082696539,-0.887959585,-0.460355485,0.491552758,0.123583942,0.578772138
-0.197610472,0.079016713,0.082389295,0.106860013,-0.377140382,-0.210613729,0.082389295,0,-0.662385358,0.091490677,0.082696539,-0.180979715,-0.021305708,0.467944131,0.082389295,0.205897246
-0.119701383,0.020668952,0.082389295,-0.020550003,-0.112671618,-0.317386961,0.082389295,0,-0.131745154,0.27901275,0.041348269,-0.209062774,0.273169618,-0.294403103,0.082389295,-0.387312808
-0.366843462,0.361756114,0,0.439770055,-0.084937066,-0.085483757,0,0,-0.384988617,1.059823361,0.041348269,-0.04858815,-0.02891489,0.48327212,0,-0.30884587
-0.359620103,0.324769568,-0.041194647,0.086310011,-0.335043294,0.789013992,-0.041194647,0,0.141260082,-0.384028975,0,0.64412731,0.009891936,0.579468466,-0.041194647,0.195853478
-0.255913301,0.257323513,-0.082389295,-0.471280059,-0.224105086,0.642594545,-0.082389295,0,-0.97491414,0.661399337,-0.041348269,-0.107874608,-0.058590698,0.579292282,-0.082389295,-0.19145933
1.884264871,-2.461187647,0.865087592,2.93317037,1.709884659,-2.172069494,0.865087592,0,1.005654676,1.330430948,0.372134425,-1.264183426,1.144420907,-1.719553733,0.865087592,1.03953
1.47614507,-2.011316526,0.865087592,2.312560291,1.336458726,-1.622887949,0.865087592,0,0.622861812,0.434556561,0.330786155,0.637440867,0.661998796,-1.467787106,0.865087592,1.780257899
1.44931545,-2.233038015,0.741503651,1.167240147,1.084866718,-1.38403308,0.741503651,0,0.736309028,-0.365672873,0.289437886,1.483498745,0.334043071,-0.467591763,0.741503651,1.407383007
1.16554062,-1.891555275,0.659114356,1.380960174,1.037321772,-1.576072829,0.659114356,0,0.492580493,-0.80438371,0.248089616,1.476812303,0.652867778,-1.179550435,0.659114356,0.809151069
0.832234183,-1.656483027,0.576725062,0.55622007,0.763938331,-1.181022734,0.576725062,0,0.47867406,-0.90795077,0.206741347,1.010098605,0.252624828,-0.892899418,0.576725062,1.569338768
0.650102338,-1.46660557,0.535530414,0.878170111,0.043830497,-0.49574062,0.535530414,0,0.450129276,-0.800519268,0.206741347,0.167161067,-0.032719481,-0.328582757,0.535530414,2.143089022
0.385933769,-1.109101919,0.535530414,0.493200062,0.353863168,-0.936193777,0.535530414,0,0.366690679,-0.885923447,0.289437886,-0.229567865,-0.019022954,-0.003171308,0.535530414,1.133062591
0.163557493,-0.773256166,0.576725062,0.257560032,0.429637927,-1.085871817,0.576725062,0,-0.343269318,-0.216795225,0.413482694,0.024516956,-0.103484869,0.171074454,0.576725062,0.622713623
-0.125892834,-0.411697841,0.576725062,0.064390008,0.032439521,-0.543533317,0.576725062,0,-0.979305645,0.285968746,0.496179233,-0.337888236,-0.184142194,-0.392537471,0.576725062,-0.460757862
-0.17542444,-0.373920139,0.494335767,0.032880004,-0.248868079,0.048878895,0.494335767,0,-0.756070801,0.320458896,0.496179233,-0.414559445,-0.285344309,0.198382941,0.494335767,-0.843676522
-0.463326904,-0.052117406,0.370751825,-0.534300067,-0.374168823,0.312716311,0.370751825,0,-1.793929847,0.439290503,0.413482694,-0.459581492,-0.332521234,0.182350217,0.370751825,-1.103559022
-0.78683021,0.214403296,0.247167884,-1.476860186,-0.771367228,0.748281579,0.247167884,0,-1.042982469,0.095161897,0.289437886,0.209062774,-0.024349381,-0.279075114,0.247167884,-1.628345906
2.013769384,-2.689535069,1.071060829,3.927790495,1.493456101,-1.954612719,1.071060829,0,1.020293026,1.227250333,0.951010197,-1.396574991,1.527923658,-2.080906675,1.071060829,-0.088510707
2.03027992,-2.926189629,0.782698298,2.22625028,1.00909196,-1.360679829,0.782698298,0,0.566504162,1.04523509,0.785617119,-1.250364778,0.632322988,-1.295479365,0.782698298,-0.804129185
1.402879568,-1.987087371,0.535530414,0.835700105,0.753537874,-1.070990909,0.535530414,0,-0.057089567,0.779651278,0.744268849,-0.463147595,0.742656121,-2.187850232,0.535530414,0.274948152
0.999403356,-1.280980576,0.45314112,0.524710066,0.117128956,-0.450880656,0.45314112,0,-0.464035709,-0.124338438,0.785617119,-0.88082738,0.875816798,-1.69612129,0.45314112,0.863136322
0.761548453,-1.051347526,0.205973236,0.727470092,0.185970077,-0.511707725,0.205973236,0,0.242996617,-0.161630308,0.537527502,-0.78677142,0.794398555,-1.395023203,0.205973236,0.725662246
0.649586383,-0.919817829,0,0.685000086,0.083946546,-0.339979873,0,0,0.119302556,0.019708657,0.289437886,0.174293272,0.39643836,-0.209834887,0,1.059617536
0.391093311,-0.566171064,-0.082389295,0.706920089,0.076517648,-0.178353658,-0.082389295,0,-0.158094185,0.492136755,0.124044808,0.066418664,0.261755846,0.297926779,-0.082389295,0.034525453
0.197610472,-0.37065662,-0.205973236,-0.106860013,0.10573798,-0.127193748,-0.205973236,0,-0.431099421,0.577057879,-0.082696539,-0.435064536,0.248059319,-0.021494422,-0.205973236,0.264904384
-0.197610472,0.011669552,-0.205973236,-0.749390094,0.021048544,0.115680053,-0.205973236,0,-0.613346884,0.444700723,-0.165393078,-0.37622384,0.184903112,-0.172131557,-0.205973236,0.245444583
-0.120217337,-0.047271575,-0.205973236,-0.994620125,-0.061659852,0.269920123,-0.205973236,0,-0.677023708,0.330699669,-0.165393078,-0.006686443,0.153705468,0.059197751,-0.205973236,0.456363714
-0.185743525,0.131035225,-0.247167884,-0.513750065,-0.126538894,0.459352997,-0.247167884,0,-0.796326264,0.820614369,-0.206741347,-0.010252545,0.029675808,0.210011071,-0.247167884,-0.06842317
-0.162525584,0.189382985,-0.247167884,-0.245230031,-0.057697773,0.316409383,-0.247167884,0,-0.595048946,1.011517829,-0.206741347,-0.086923755,-0.006848263,0.393242206,-0.247167884,-0.652217192
2.139662218,-2.140077176,0.411946473,3.618170456,2.079843773,-1.953852381,0.411946473,0,0.514538018,1.34328022,0.496179233,-0.45601539,2.539183888,-2.483134254,0.411946473,-1.2994125
1.447251633,-0.984000365,0.370751825,0.39593005,1.352307042,-0.627170538,0.370751825,0,0.434027091,1.348593828,0.413482694,-0.943679941,1.678585453,-0.178121806,0.370751825,-1.530419167
1.044807328,-0.492000183,0.247167884,-0.106860013,1.007606181,0.206377559,0.247167884,0,0.420120658,1.349270105,0.289437886,-1.243232572,1.467811124,-1.336177819,0.247167884,-1.785279783
0.999403356,-0.320912682,0.205973236,-0.609650077,0.897658492,0.505950878,0.205973236,0,0.39889505,1.349270105,0.165393078,-1.243232572,0.65210686,-0.497895374,0.205973236,-0.622713623
0.841005405,-0.414664677,0.164778589,-0.930230117,0.614369854,0.54222988,0.164778589,0,0.275932906,1.349173494,0.165393078,-1.396574991,-0.024349381,-0.357829266,0.164778589,-0.456363714
0.345173384,-0.152693122,0.041194647,-0.16029002,0.400417595,0.433392873,0.041194647,0,0.330094803,1.349270105,0.041348269,-1.093456257,-0.186424948,-0.065188,0.041194647,-0.966084946
-0.190387113,0.331296605,-0.041194647,0.032880004,0.263230614,0.566777948,-0.041194647,0,-0.177855958,1.348690439,-0.041348269,-1.180380011,0.239689219,0.115224195,-0.041194647,-0.264904384
-0.282226967,0.485176462,-0.123583942,-0.502790063,0.111681098,0.538754048,-0.123583942,0,-1.414796571,1.333812335,-0.124044808,-0.856756186,-0.136965268,0.406984541,-0.123583942,-0.220962899
-0.389029494,0.57220363,-0.205973236,-0.020550003,-0.218161967,0.513988741,-0.205973236,0,-1.236940613,1.284733915,-0.165393078,-0.341008576,-1.632930364,0.030832162,-0.205973236,-1.77021413
-0.67590005,0.750213746,-0.247167884,0.150700019,-0.933317202,0.58426573,-0.247167884,0,-1.926406919,0.831724641,-0.206741347,-0.306239074,-2.420480656,0.102362779,-0.247167884,-2.27051933
-0.673320278,0.58822454,-0.288362531,0,-1.128449586,0.459787477,-0.288362531,0,-1.932262259,0.71617781,-0.206741347,-0.135957667,-2.974429074,0.29845533,-0.288362531,-1.539835199
-0.40554003,0.206986208,-0.288362531,0.064390008,-1.240873574,0.450554796,-0.288362531,0,-2.438749185,0.592998705,-0.206741347,-0.532686599,-2.679192829,0.486619612,-0.288362531,-1.868768605
1.566953016,-0.98409926,5.767250616,-1.11244014,0.364758885,0.945752317,5.767250616,0,1.174727623,1.158270034,4.341568289,-0.605791705,1.674019944,-1.826321107,5.767250616,-0.460757862
-0.225472001,1.033744303,6.055613146,0.010960001,0.230048204,0.968127989,6.055613146,0,0.990284408,1.247828489,4.713702713,-0.814854479,0.420787741,-0.146584908,6.055613146,-2.133045254
-0.156850088,1.038194556,5.808445263,0.695960088,0.191913195,0.978555487,5.808445263,0,1.024684531,1.197590737,4.837747522,-1.389442785,0.325672971,0.066245103,5.808445263,-2.334548352
-0.263652615,1.075181103,5.10813626,-1.390550175,0.024020103,1.013531052,5.10813626,0,0.042451216,1.299322186,4.713702713,0.024516956,0.331760316,0.087915708,5.10813626,-1.323894185
