Temperatura,Humedad,Radiacion,Precipitacion,V_Viento
-0.250048265,0.505319003,-0.182464286,-0.22596171,-0.636178268
0.074755537,0.097156182,0.852259114,-0.282452138,0.261879601
1.93767703,-1.948575842,2.489225075,-0.155348676,1.877894676
0.653998366,-0.881873583,-0.151019104,-0.197716496,0.312371082
-0.327393226,0.891405842,-0.182464286,-0.261268227,-0.704794896
-0.452529942,0.097884762,0.882250457,-0.310697351,0.635171316
1.252999623,-1.657945164,2.060148617,-0.24714562,1.722680125
0.243799873,-0.319943891,-0.137009741,-0.268329531,0.227067812
-0.677303179,0.517134147,-0.182464286,-0.275390834,-0.452769045
-0.395450036,-0.034850424,0.531545697,-0.134164765,0.670846208
1.662297447,-1.690913422,1.974348462,-0.091796945,2.093670233
0.197584288,-0.400306297,-0.114218213,0.056490428,0.330208528
-0.716707453,0.685193334,-0.182464286,-0.2047778,0.062934538
-0.721604841,0.80334477,0.426344992,0.127103462,0.110117459
1.04505764,-1.10966421,1.701252215,0.402494296,2.131790582
-0.293955884,0.383986099,-0.145039758,-0.02118391,0.473051947
-1.133886132,0.737954689,-0.182464286,-0.141226069,0.246056061
-0.936864761,0.438471761,0.345810668,-0.282452138,-0.057324373
0.75712498,-1.049009901,1.428897867,-0.211839103,0.918124997
0.051450724,-0.353628587,-0.143298935,-0.240084317,-0.140326037
-0.668465363,0.526957838,-0.182464286,-0.296574744,-0.07530567
-0.35413184,0.044334111,0.633854493,-0.317758655,0.074011016
1.653966257,-1.835269464,2.32254054,-0.112980855,1.889115005
0.28545582,-0.405539932,-0.129731874,-0.324819958,0.422560467
-0.657094416,0.519939181,-0.182464286,-0.381310386,0.395660447
-0.691995344,-0.117532144,0.36014407,-0.367187779,0.233828779
1.862133408,-1.956456652,2.858780072,-0.338942565,3.223183351
0.17197151,0.015591618,-0.11097467,-0.338942565,7.19252E-05
-0.427761541,0.863889793,-0.182464286,-0.374249082,0.178590236
0.032592964,0.220844829,0.982245252,0.974459875,0.088827604
2.434902677,-2.378972505,3.9671226,2.189004066,3.512178747
0.740800352,-1.119317899,-0.099112163,0.607272096,0.843898205
-0.376592276,0.974901143,-0.182464286,-0.169471283,-0.477655159
-0.266485476,0.932121337,0.454202881,0.197716496,0.376528348
0.907367848,-0.669091709,1.511653159,0.614333399,1.177918768
-0.02628828,0.286283482,-0.128436506,-0.091796945,-0.130256511
-0.524020553,1.063666508,-0.182464286,-0.035306517,-0.012155356
-0.171239717,0.745580497,0.711820946,-0.211839103,0.174130875
1.325053153,-1.176730026,1.734311284,-0.183593889,2.121721056
0.069182647,0.162594835,-0.116012648,-0.275390834,-0.34272351
-0.507245591,0.6553944,-0.182464286,-0.261268227,0.119180033
-0.437049691,0.846610297,0.251778663,0.218900407,0.317981246
1.000024184,-0.78143879,1.35130197,0.190655193,1.149580244
0.201581008,-0.009422972,-0.116038665,-0.275390834,-0.238431991
-0.422976736,0.981968372,-0.182464286,-0.360126475,-0.317981246
-0.18897164,0.447117581,0.70951956,-0.317758655,0.386597874
1.826782145,-1.495435331,3.218839387,0.105919552,2.476887623
0.439976866,-0.749114111,-0.139721104,0.240084317,0.496787258
-0.48371561,0.957524503,-0.182464286,0.077674338,-1.260920432
-0.086689403,0.639377776,0.733129464,0.804988592,0.013306159
1.583882941,-1.593441523,2.122132302,0.762620772,2.339654369
0.245544919,-0.615528915,-0.139189711,-0.112980855,0.236130385
-0.978014082,0.597812271,-0.182464286,-0.381310386,-1.018244855
-0.053702396,-0.006994371,1.72440405,0.091796945,-0.064229191
2.813014832,-2.756049234,3.625623385,2.556191845,2.018436489
0.595342289,-0.605911655,-0.113844504,1.645283702,1.404914654
-1.16940627,0.629116937,-0.182464286,0.437800813,-1.085566829
-0.611948376,0.419152241,0.775513129,-0.338942565,-0.238288141
2.394203691,-2.224039907,3.210868502,-0.324819958,2.247590131
0.688111209,-1.103908426,-0.119518733,-0.310697351,0.662071335
-1.225135172,0.569895503,-0.182464286,-0.310697351,-0.692136063
-0.098229226,-0.101345518,0.771584452,0.275390834,-0.105658098
2.871952368,-2.756498525,3.179369708,1.10862464,1.842075933
0.762022368,-0.694106299,-0.147775561,-0.134164765,0.050563406
-0.507414466,0.509399053,-0.182464286,-0.303636048,-0.556341312
0.043569869,-0.509969774,1.753018818,-0.24714562,-0.134715873
1.944713508,-1.744840507,2.008491604,2.21724928,0.713569768
0.022347853,0.632638409,-0.147588706,4.39213074,-0.909350124
-0.398489794,0.849476046,-0.182464286,1.426383295,-1.187988294
-0.335442956,0.951477286,0.138649646,0.317758655,-0.541668574
0.449208724,0.104077694,0.946252487,0.487229937,-0.534907607
-0.358578894,0.905722444,-0.173640335,0.65670122,-0.686669749
-0.775926448,0.870859877,-0.182464286,0.494291241,-0.473195797
0.000900669,0.147063931,0.675520699,-0.091796945,-0.323879112
1.058961719,-0.500486087,1.440747759,1.073318123,0.189954416
-0.065467387,0.954634468,-0.166713312,1.256912012,-1.100383417
-0.325817055,1.081917444,-0.182464286,1.899490625,-0.732701868
-0.12125258,0.685351193,0.863782602,1.376954171,0.250659272
1.611972559,-1.277067675,2.253938103,1.398138081,0.816998185
0.318105075,0.34107272,-0.143509442,0.699069041,-0.757444132
-0.399784506,0.981506937,-0.182464286,0.148287372,-0.777583184
-0.024036607,0.53500865,0.719624687,0.035306517,-0.157444232
1.541044866,-1.340429874,2.392413904,1.708835432,1.217046069
0.414026337,0.085717471,-0.083898889,1.963042356,-0.801174645
-0.485629532,0.780661637,-0.182464286,4.575724629,-0.967609524
-0.523232468,0.442175378,0.85584483,0.720252951,0.908199321
0.724588308,-0.472022884,1.900740372,-0.105919552,0.881155451
0.278644509,0.072590883,-0.130862462,-0.240084317,-0.899280598
-0.878433852,0.720153044,-0.182464286,-0.317758655,-0.816998185
-0.517828453,0.76515502,0.340972159,0.289513441,0.221457647
0.656475206,-0.640871366,1.80234685,2.923379624,0.995804197
0.080272135,0.261038175,-0.126554557,2.351414045,-0.755286376
-0.44751997,0.920063333,-0.182464286,0,-0.313521885
-0.265190764,0.668023125,0.840603173,-0.360126475,0.094437769
1.15764128,-0.766138604,1.517757075,0.254206924,0.245049108
-0.611385458,0.736776818,-0.167616048,0.692007737,-0.134715873
-1.009537501,1.020194551,-0.182464286,-0.035306517,-0.623807136
-0.100424607,0.453978379,0.878564612,-0.183593889,-0.183049598
1.862527451,-1.735429678,1.906577804,0.134164765,0.499951966
0.298740689,-0.581115639,-0.118658572,0,0.470750341
-0.614988134,0.744657628,-0.182464286,-0.296574744,-1.140661521
-0.255058237,-0.038894044,0.938704193,-0.24714562,-0.119180033
1.729847631,-1.361437272,1.903763948,1.150992461,0.250515422
0.390383772,-0.234639282,-0.112823505,0.981521178,-0.239438943
-0.671786581,0.554826034,-0.182464286,-0.098858248,-0.92718757
0.037321477,0.052445638,0.793491378,0.261268227,0.188803613
1.02000778,-0.547843806,1.069013581,2.810398769,0.147087005
-0.264233803,0.642874962,-0.165494421,2.753908342,-0.533756804
-0.806155155,0.990140614,-0.182464286,0.423678206,-1.141956175
-0.045652666,0.34155844,0.741142924,0.014122607,-0.638192174
1.654416592,-1.390021906,2.128050152,0.381310386,1.792591405
0.035351263,-0.344059899,-0.122420892,0.437800813,0.057324373
-0.44476167,0.857198997,-0.182464286,0.296574744,-0.624814089
-0.183567625,0.58232994,0.348007195,0.402494296,0.047110997
1.422944628,-1.15217687,1.625433407,1.002705088,1.451809875
0.5291994,-0.340781288,-0.102921789,0.22596171,-0.246056061
-0.240366072,0.656475127,-0.182464286,0.317758655,-0.48988244
-0.188465014,0.469691427,0.41427592,-0.007061303,0.647254747
1.692526154,-1.307607332,2.700628563,0.868540323,2.152217334
0.629004797,-0.645558566,-0.094336728,0.840295109,-0.049412603
-0.327562101,1.06052147,-0.182464286,0.063551731,-0.952073684
-0.016606087,0.417245789,0.677665979,0.105919552,-0.178590236
1.444279227,-1.244038702,2.263265064,0.536659061,2.555573776
0.250329724,-0.121794338,-0.112777777,0.218900407,-0.542675527
-0.361112026,0.781584506,-0.182464286,0.155348676,-0.241596699
-0.215034753,0.844388127,0.534986344,0.22596171,0.406736926
0.731174451,-0.840502365,1.17086273,3.0787283,1.530783729
0.077457544,-0.448708314,-0.13358092,0.910908144,0.030280503
-0.666551441,0.913493967,-0.182464286,1.412260688,-0.714864422
-0.342085391,0.614557474,0.705969323,0.579026882,0.715871374
1.16011812,-1.435412458,1.77530103,0.925030751,2.437616472
0.300373152,-0.92385195,-0.10936709,0.515475151,0.008990648
-0.536517337,0.565548307,-0.182464286,0.47310733,-0.066243096
-0.06771906,0.155770466,0.5541756,0.211839103,1.424046753
1.896077375,-1.546278092,3.542976106,0.24714562,3.391775986
0.502967412,-0.617860372,-0.091248503,-0.091796945,0.156005728
-0.356946431,0.762349986,-0.182464286,-0.056490428,0.211388121
-0.169382087,0.69099769,0.881745082,0.663762523,0.486573882
2.142241505,-1.755890641,2.860709326,0.169471283,3.002660731
0.484616279,-0.61571106,-0.093593252,-0.105919552,0.291081227
-0.344618522,0.858049007,-0.182464286,-0.134164765,-0.182042645
0.044751997,0.260673885,1.139190484,-0.24714562,0.053871964
2.360090848,-2.143993219,3.357141736,0.120042158,2.577007482
-0.053702396,-0.316774567,-0.14422217,0.310697351,-0.353943839
-0.986345271,0.39538838,-0.182464286,-0.141226069,-0.381994662
-0.078583381,-0.471306446,1.568252752,0.105919552,0.529297442
2.327272717,-2.243165139,2.42733127,1.306341136,1.252001709
0.452642525,-0.77982377,-0.084266291,2.040716694,-0.711268162
-0.581494501,0.371940238,-0.182464286,0.070613034,-0.219156041
0.246895923,-0.378813179,0.997728164,-0.091796945,-0.324886064
1.511660536,-1.60991958,1.481257359,1.045072909,0.638336024
0.778515872,-0.732721054,-0.114092066,1.461689812,-0.317981246
-0.191561064,0.443462536,-0.182464286,1.53936415,-0.785638804
0.010639154,0.502951117,0.50318401,0.2047778,-0.392208038
1.182803723,-0.71576942,1.45945687,2.047777998,-0.184344251
0.337919796,0.646894296,-0.126131178,4.964096318,-0.610141351
-0.442622581,0.890689404,-0.182464286,1.673528915,-0.955094542
-0.013397453,-0.003946477,1.018295571,0.035306517,-0.358547051
2.071144936,-1.854297552,1.635384005,2.280801011,0.116878427
0.629511424,-0.040132631,-0.144875767,1.207482888,-0.304603162
-0.173153639,0.414003607,-0.182464286,0.649639916,-0.994365694
0.327449517,-0.257200985,1.304236691,0,0.282162504
2.187274961,-1.88160717,2.679264067,-0.211839103,1.335147224
0.888904131,-0.760880683,-0.130658262,-0.218900407,0.178734087
-0.417178679,0.731106035,-0.182464286,-0.317758655,-1.0743465
-0.075937665,0.279774831,0.647700654,-0.317758655,-0.52829049
1.889040898,-1.662948082,2.036189444,-0.134164765,1.537400846
0.753916346,-0.694494875,-0.099028591,-0.155348676,-0.070846308
-0.058093158,0.600362302,-0.182464286,-0.127103462,-0.09112921
0.147203109,0.303902982,0.497524761,-0.261268227,0.276408489
2.303517569,-1.860563343,2.739363439,-0.211839103,2.689498472
1.058229925,-1.054146392,-0.105883079,-0.084735641,0.597914069
0.114216103,0.179607184,-0.182464286,-0.084735641,0.188803613
0.249823097,0.140263849,0.910933029,2.294923618,0.550587297
2.119105566,-1.857369733,2.221537362,1.143931157,2.78933063
0.7370288,-0.48360731,-0.108194715,0.240084317,-0.008846798
0.046328168,0.765701456,-0.182464286,1.546425453,-0.612586807
0.130146688,0.630537669,0.657071766,1.207482888,0.131695015
1.767619442,-1.438193206,2.286394034,1.066256819,1.162239077
0.398940129,-0.53610152,-0.110666399,1.461689812,-0.020210977
-0.318442826,0.633925567,-0.182464286,-0.155348676,-0.815991233
-0.241717075,0.656426555,0.463488844,-0.211839103,0.132558117
1.697479834,-1.467676422,2.424834356,-0.028245214,0.547278739
0.091811959,-0.186164407,-0.113424278,0.141226069,0.139175235
-0.838072617,0.684634755,-0.182464286,-0.346003869,-0.925892917
-0.335105205,0.102499104,1.090333136,-0.374249082,0.228218615
2.606986771,-2.568209092,3.71456853,-0.381310386,1.683552824
0.49795744,-1.238489349,-0.069541046,-0.381310386,0.046104044
-1.507832692,0.435812443,-0.182464286,-0.381310386,-0.923735161
-0.095470927,-0.356652195,1.676281505,-0.381310386,0.150539414
2.644758582,-2.907399646,3.194012957,-0.353065172,1.784679635
0.997322176,-1.976152606,-0.069423572,-0.346003869,0.620498578
-0.997547343,0.012398008,-0.182464286,-0.381310386,-0.116878427
-0.049593093,-0.729539587,1.488497383,0.035306517,-0.042795486
2.80766711,-2.36695093,2.144216621,0.43073951,0.700191684
0.611723209,0.509156192,-0.180142401,0.190655193,-0.585542938
0.117706196,0.803138339,-0.182464286,0.289513441,-1.331694815
0.637842613,-0.16867848,1.28269559,-0.056490428,-0.509302241
3.133934499,-2.919226933,3.78211922,-0.049429124,1.660968315
1.228456389,-1.332791924,-0.094172737,0.317758655,0.247350714
-0.463281679,0.315912414,-0.182464286,-0.176532586,-0.794557527
0.175911938,-1.146020367,1.530799052,-0.360126475,0.120186985
3.303992087,-3.892318768,3.870998927,-0.346003869,2.052097476
0.238395858,-1.551220295,-0.064443937,-0.381310386,0.359554004
-2.158003214,0.136305229,-0.182464286,-0.381310386,1.323926895
-0.937371388,-0.999430012,1.464621782,-0.063551731,0.538360016
3.045331174,-3.407169296,3.877365386,0.381310386,1.270989958
0.625627288,-0.818948532,-0.097163987,0.550781668,0.661783634
-0.430913883,0.124490086,-0.182464286,-0.310697351,-1.009038431
0.070758818,-0.196048813,1.608023606,-0.310697351,0.288923471
2.660520292,-2.423925909,3.639245635,-0.169471283,0.735003474
0.634746563,-0.485380189,-0.067315348,-0.261268227,-0.45507065
-1.379656218,-0.217590504,-0.182464286,-0.367187779,0.573171806
-0.269412651,-0.710863646,1.692798819,-0.261268227,0.47420275
2.227523612,-2.334492678,2.509662394,1.814754984,0.916974194
0.662667306,-0.63923206,-0.077700363,0.889724233,-0.290074274
-1.034193318,0.951282998,-0.182464286,-0.22596171,-0.827067711
-0.83660903,-0.006496508,0.673559909,2.033655391,-0.755286376
1.93086572,-1.991428506,1.691747072,3.135218727,0.660632831
0.695203978,-0.691859843,-0.164048466,1.271034619,-0.067393899
-0.682256859,0.699837797,-0.182464286,-0.049429124,-0.825916908
-0.391284441,0.18407581,0.640124765,-0.268329531,-0.150683264
2.053075262,-2.025101058,2.103421614,-0.120042158,1.263222038
0.68692908,-0.761026399,-0.150290608,0.098858248,-0.178734087
-0.328519062,0.587587861,-0.182464286,0.112980855,-0.938551749
0.045934125,0.328528996,0.445938705,-0.289513441,-0.556341312
2.175341095,-2.095894777,2.604593193,-0.240084317,2.034979282
0.838804411,-0.893992302,-0.064328828,-0.134164765,0.293238982
-0.5016727,0.740164716,-0.182464286,-0.077674338,-0.957396148
-0.044020203,0.168350619,0.59060909,-0.148287372,-0.609134398
1.74870539,-1.841608112,2.025398395,0.112980855,2.053248279
0.705617965,-1.251275933,-0.059368115,0.197716496,1.154327307
-0.223703693,0.027807481,-0.182464286,0.268329531,-0.782186395
-0.242617744,0.28821422,0.415770757,0.134164765,-0.668544602
1.33270884,-1.323368952,1.805629026,0.296574744,1.081107468
0.553742634,-0.852451082,-0.081132338,0.63551731,-0.019204025
-0.209461862,0.387228281,-0.182464286,-0.162409979,-0.603524234
0.16701783,-0.000667865,0.629059347,-0.218900407,-0.178590236
2.274133239,-2.146773967,2.689353426,0.45192342,1.773603156
0.300767195,0.691786985,-0.171078771,0.233023014,-1.089019238
-1.222207997,0.807254818,-0.182464286,-0.24714562,-0.210237318
-0.592921741,-0.144198182,1.36654678,0.014122607,-0.084224393
2.043224193,-1.885335073,2.115094113,2.23843319,0.575473412
0.05876866,0.690851974,-0.164199054,4.441559864,-0.26518816
-0.823155285,0.904350285,-0.182464286,2.337291439,-0.30791172
-0.515633072,0.249490177,1.562848949,-0.162409979,-0.184200401
1.886845517,-1.303430138,3.308737727,0.268329531,1.083409074
0.116974402,-0.01341802,0.008485327,1.12980855,0.649556353
-0.614368924,0.392267628,-0.182464286,0.557842972,0.26518816
0.119338659,0.095468304,0.622543089,-0.24714562,-0.547422589
2.15046011,-1.887957962,3.116505362,0.056490428,1.856604821
0.64268371,-0.943887908,-0.143199595,-0.275390834,0.866338863
-0.45618891,0.58342281,-0.182464286,-0.374249082,-1.204818787
-0.313939481,0.118309296,0.613556724,-0.211839103,-0.796859133
2.112632007,-1.89283945,3.108607799,0.381310386,1.694629302
1.078551273,-1.55200959,-0.128587094,0.43073951,0.27309993
-0.826026168,0.540594432,-0.182464286,0.056490428,-0.948621275
-0.236200477,0.011487283,0.635102555,-0.148287372,-0.505705981
1.601389697,-1.393652664,1.556999691,0.586088186,1.359745637
0.781949673,-0.46416636,-0.049874799,1.009766392,-0.24950847
