S7_T,S7_H,S7_R,S7_P,S8_T,S8_H,S8_R,S8_P,S9_T,S9_H,S9_R,S9_P,S4_T,S4_H,S4_R,S4_P
5.974,96.834,436.373,0.45,6.35354,89.52662,605.04225,0.41,5.025,99.916,336.869,0.45,12.14225,74.74180667,581.8067,0.45
5.713,98.501,465.73,0.34,6.29154,97.26057,465.47615,0.32,4.706,99.913,394.894,0.34,10.37454,68.00662,723.09302,0.34
6.513,92.309,493.308,0.08,5.80525,86.96661,500.81875,0.11,4.546,95.286,340.376,0.08,10.85855,72.0243225,774.64999,0.08
9.711,79.737,292.284,0.06,6.83688,83.66488,266.64974,0.08,8.101,81.733,346.945,0.06,11.64753,67.45436,608.54775,0.06
10.935,77.432,52.379,0.04,8.09051,80.89972,453.38412,0.05,7.935,98.237,253.155,0.04,13.41726,78.58108,563.74703,0.04
12.136,77.431,178.688,0.03,9.2041,85.629,273.52504,0.03,7.742,99.933,314.704,0.03,13.64277,70.84101,306.44151,0.03
12.337,75.375,179.263,0.03,9.09862,82.36739,214.0577,0.03,7.711,95.854,353.18,0.03,17.18757,64.56075,192.39777,0.03
12.897,68.934,34.245,0.05,10.14374,90.80901,35.00513,0.03,8.394,90.408,30.585,0.05,16.26174,80.11897,37.30813,0.05
13.518,70.69,0,0.07,9.43836,81.76878,0.01035656,0.04,8.904,98.013,0,0.07,16.26103,67.08399,1.099016214,0.07
8.603,99.738,60.464,0.26,8.14185,96.97003133,173.81511,0.39,5.381,99.917,110.527,0.26,11.50062,89.66804,108.43467,0.26
8.197,99.736,90.078,0.25,8.3422,99.4805675,286.84088,0.34,5.2,99.918,230.53,0.25,11.55697,77.9617875,329.56767,0.25
7.809,99.732,230.464,0.24,7.15042,94.0016,403.24451,0.3,5.5,99.916,464.037,0.24,11.63841,93.16952,656.34658,0.24
7.566,99.731,431.165,0.21,6.83685,98.93551697,464.20224,0.25,5.622,99.919,402.27,0.21,10.62607,82.34252,816.49655,0.21
7.596,99.731,478.047,0.17,6.99633,95.09330767,141.64745,0.21,5.475,99.92,459.666,0.17,11.062855,81.473545,560.01935,0.17
7.456,99.729,222.882,0.44,8.18193,98.47499333,409.54867,0.66,5.424,99.922,596.822,0.44,11.56877,81.31578,776.67709,0.44
8.302,99.737,1083.338,0.35,7.62927,98.16633,498.02826,0.51,6.002,99.927,1361.536,0.35,12.09594,74.60077,404.82429,0.35
8.895,99.741,386.232,0.26,7.19055,95.6743075,418.80892,0.38,7.095,99.932,193.337,0.26,11.98703,83.91516,349.93243,0.26
10.304,93.019,37.061,0.19,7.79193,91.2973,120.79406,0.26,8.268,94.898,159.311,0.19,13.43217,87.81935,301.20982,0.19
11.149,83.595,36.687,0.15,8.24292,80.37725,154.59347,0.2,8.164,99.935,105.632,0.15,13.922,78.406,140.091,0.15
12.705,75.986,3.345,0.13,7.41595,81.87327,16.78447,0.15,9.476,85.273,16.48,0.13,15.14,69.758,92.509,0.13
13.515,71.15,0,0.13,7.87351,87.55271,0.01035656,0.13,10.604,80.313,0,0.13,16.117,63.612,4.463,0.13
7.769,99.733,102.081,0.01,8.3462,96.5738851,293.8103,0.01,5.398,99.918,185.311,0.01,10.689,99.807,118.793,0.01
7.562,99.73,377.084,0.02,8.14244,96.95245167,502.51662,0.01,5.422,99.914,437.971,0.02,10.578,99.648,293.987,0.02
7.547,99.726,415.602,0.02,7.73765,96.630439,240.08164,0.01,5.561,99.916,347.563,0.02,10.7,99.837,873.441,0.02
7.82,99.732,1371.78,0.03,6.81377,96.32925,618.98929,0.01,5.437,99.916,244.41,0.03,10.751,99.837,835.283,0.03
7.682,99.728,471.818,0.03,6.5489,96.701255,493.46422,0.01,5.003,99.913,291.887,0.03,10.695,99.789,917.114,0.03
7.66,99.733,234.569,0.06,7.15615,93.21729,222.9212,0.04,5.117,99.916,50.925,0.06,10.625,99.801,1307.373,0.06
8.821,99.745,249.115,0.04,8.79611,92.37221,391.6058,0.03,7.496,95.286,452.805,0.04,11.589,99.57,598.421,0.04
11.704,84.256,44.816,0.03,9.18161,89.16408,419.31304,0.03,8.248,96.331,293.916,0.03,13.026,91.04,54.023,0.03
12.42,78.766,69.35,0.05,7.93753,86.07773,149.82936,0.05,9.189,94.039,79.891,0.05,15.175,73.567,40.452,0.05
16.768,64.372,31.535,0.11,10.64159,80.45846,75.58262,0.11,8.11,88.673,170.724,0.11,17.033,59.601,22.827,0.11
14.54,62.053,27.206,0.19,11.08103,74.62457,28.21627,0.23,9.886,76.669,24.035,0.19,17.97,56.487,27.534,0.19
13.784,63.086,0,0.29,11.64723,82.69547,0.01035656,0.32,8.514,99.936,0,0.29,19.43,50.042,5.914,0.29
6.816,99.114,58.243,0.55,6.68086,89.04262,63.26539,0.83,4.055,99.755,41.983,0.55,10.441,99.833,34.598,0.55
5.521,99.705,139.016,0.48,5.73387,90.78676,182.24486,0.82,3.293,99.9,105.198,0.48,9.836,0,69.278,0.48
5.473,96.136,143.597,0.44,6.58089,83.12008,197.49841,0.77,3.13,99.895,254.154,0.44,9.208,99.821,157.729,0.44
6.133,92.917,257.252,0.46,5.98186,94.50707,714.18602,0.71,3.044,99.899,768.84,0.46,9.265,99.824,218.084,0.46
5.129,96.719,441.435,0.63,6.56389,89.28986,750.99205,0.69,3.02,99.893,580.422,0.63,8.863,99.821,412.944,0.63
6.284,90.35,527.979,0.39,6.54322,81.573096,559.80988,0.27,3.851,99.908,1616.428,0.39,8.82,0,651.964,0.39
7.114,98.402,809.626,0.38,5.8489,86.58173333,417.33318,0.25,4.808,99.913,127.12,0.38,9.498,99.8,564.744,0.38
8.537,96.291,285.38,0.31,6.6343,94.23458,308.79365,0.2,5.172,99.915,451.995,0.31,10.292,99.838,720.351,0.31
9.244,88.849,661.52,0.25,7.65722,89.62915,563.56885,0.22,6.111,98.916,528.749,0.25,10.894,99.718,495.863,0.25
10.398,81.642,369.359,0.25,7.51794,84.50222,124.67283,0.32,8.668,77.955,138.499,0.25,10.935,99.48,432.084,0.25
9.75,93.735,55.778,0.29,8.08036,93.09986,32.6142,0.42,8.633,89.392,20.948,0.29,11.643,92.392,104.857,0.29
12.267,79.709,0,0.35,9.36991,90.44894,0.01035656,0.48,10.44,94.244,0,0.35,13.821,71.833,7.098,0.35
7.592,99.725,161.723,0.61,6.43115,90.386915,379.90136,0.61,5.533,99.921,234.234,0.61,10.767,99.818,137.506,0.61
7.082,99.722,372.868,0.51,6.94838,75.674778,438.58113,0.53,4.949,99.911,771.032,0.51,10.557,99.549,314.218,0.51
7.014,99.725,460.762,0.38,5.95861,97.281192,512.33083,0.42,4.63,99.907,597.124,0.38,10.253,0,564.448,0.38
6.459,99.713,1144.881,0.28,6.44508,86.43288,573.79589,0.3,4.472,99.91,825.645,0.28,9.59,0,778.694,0.28
5.568,99.709,368.686,0.22,5.81625,93.211325,542.50021,0.22,3.266,99.899,474.993,0.22,9.257,0,691.531,0.22
5.461,99.707,583.189,0.24,6.5754,92.2563,624.69323,0.25,4.213,99.907,204.495,0.24,8.095,0,733.572,0.24
7.33,89.789,162,0.22,7.18845,92.09899,340.48878,0.22,5.502,99.924,297.555,0.22,9.799,99.244,725.937,0.22
10.573,82.64,469.553,0.19,6.43441,88.82486,295.15395,0.22,8.976,84.713,392.465,0.19,11.188,94.706,386.681,0.19
12.135,73.463,118.007,0.19,8.55449,93.86864,125.67235,0.23,9.48,78.362,146.989,0.19,13.614,72.806,42.105,0.19
14.103,62.216,75.918,0.24,9.95046,83.41363,49.57936,0.3,11.14,76.539,19.302,0.24,15.435,62.918,74.403,0.24
14.72,62.238,53.065,0.35,10.84193,67.91778,42.95784,0.45,11.94,80.01,56.345,0.35,17.146,53.177,72.531,0.35
15.765,53.593,0,0.46,9.66446,68.1425,0.01035656,0.6,10.626,90.475,0,0.46,18.5,44.862,15.603,0.46
8.491,88.163,360.46,0.44,7.31486,90.01993,364.68445,0.16,4.803,99.913,258.976,0.44,10.551,91.102,255.264,0.44
9.276,73.024,650.942,0.43,8.38875,75.04313,685.26793,0.1,5.027,99.912,705.981,0.43,10.563,95.535,467.886,0.43
9.068,74.804,933.412,0.45,8.1852,89.11286,890.86103,0.11,5.454,99.917,1122.523,0.45,10.667,97.791,775.474,0.45
8.673,73.202,945.938,0.4,7.24991,85.1185,823.97047,0.15,5.159,99.918,894.733,0.4,10.452,99.559,919.462,0.4
6.292,89.227,1177.535,0.28,5.99707,91.58299,726.51987,0.17,4.112,99.906,270.149,0.28,9.397,99.826,1087.37,0.28
5.971,86.714,330.779,0.02,5.95742,89.10969,336.98482,0.01,4.774,99.916,190.974,0.02,8.601,99.82,1058.581,0.02
9.54,74.681,1154.312,0.01,8.16158,86.34585,645.60993,0.01,7.758,75.136,108.429,0.01,13.035,72.719,681.566,0.01
13.18,61.623,290.083,0.01,8.42273,79.60516,95.44295,0.01,9.392,71.599,165.023,0.01,14.385,63.547,292.731,0.01
15.777,59.53,314.05,0.01,10.11869,84.15234,165.51707,0.01,11.101,69.481,154.451,0.01,16.198,55.013,301.22,0.01
16.089,49.442,158.812,0.01,11.3853,67.45497,155.40518,0.01,12.019,68.434,58.599,0.01,17.725,48.346,184.174,0.01
17.136,47.967,23.019,0.02,12.17351,75.12677,17.56659,0.02,11.583,63.083,16.272,0.02,19.364,45.488,37.76,0.02
16.954,47.834,0,0.03,11.15463,72.79882,0.01035656,0.03,11.811,62.293,0,0.03,20.416,42.056,3.176,0.03
7.416,88.082,142.051,0.13,5.43288,89.81162,156.53867,0.17,5.09,99.912,180.008,0.13,11.147,85.741,94.231,0.13
7.077,88.7,267.54,0.08,6.0921,88.16164,329.87494,0.12,4.632,99.909,269.431,0.08,10.148,99.83,194.826,0.08
7.028,92.686,373.763,0.05,5.70671,88.58368,514.18117,0.08,4.429,99.907,370.556,0.05,10.218,98.903,297.369,0.05
6.673,91.413,568.737,0.03,5.99893,94.08924,395.07671,0.05,3.226,99.899,459.533,0.03,9.71,99.449,439.897,0.03
6.159,93.58,651.553,0.01,6.30895,92.67284,513.70886,0.02,4.26,99.788,566.749,0.01,9.382,99.824,511.431,0.01
5.662,96.054,434.157,0.01,6.52478,83.79832,480.81134,0.01,4.96,98.084,319.655,0.01,9.074,99.822,492.003,0.01
7.969,85.427,464.487,0.01,7.74663,96.22815,570.45276,0.01,6.86,89.464,348.986,0.01,10.236,90.378,749.124,0.01
10.267,70.346,466.89,0.01,8.05717,79.63184,454.60149,0,6.976,97.179,314.802,0.01,11.751,74.281,632.866,0.01
11.518,70.215,624.351,0.01,8.81213,75.50402,565.76318,0.01,8.344,80.516,476.906,0.01,12.556,71.92,411.953,0.01
12.582,64.383,190.578,0.01,8.80213,84.29857,137.66766,0.01,8.948,74.396,218.16,0.01,14.033,65.998,287.69,0.01
13.508,59.752,34.417,0.02,8.47418,83.09622,39.33469,0.01,10.556,70.372,28.708,0.02,15.135,59.813,104.137,0.02
13.539,61.226,0,0.03,8.17966,79.09625,0.01035656,0.02,9.864,75.97,0,0.03,16.146,53.082,5.439,0.03
7.059,95.177,338.683,0.09,5.91428,89.41412,304.52694,0.05,5.125,99.91,379.387,0.09,10.861,99.838,175.402,0.09
7.013,94.8,642.805,0.09,6.28989,96.04452,664.24723,0.05,5.196,99.916,557.305,0.09,10.833,99.839,478.698,0.09
4.914,97.257,422.847,0.09,6.67977,92.86107,506.73671,0.05,3.238,99.892,335.69,0.09,10.738,99.838,461.887,0.09
6.408,87.987,476.702,0.1,6.08835,87.87759,512.11878,0.04,5.037,99.911,640.583,0.1,10.408,98.774,689.497,0.1
6.088,89.704,737.118,0.11,6.47373,82.84574,501.29275,0.04,3.769,94.612,521.731,0.11,10.036,91.521,726.563,0.11
5.249,94.252,856.283,0.53,6.41372,83.99689,467.41665,0.35,3.52,96.178,128.903,0.53,9.519,89.779,768.12,0.53
9.309,79.696,79.154,0.47,6.10034,74.63478,152.72367,0.31,9.955,67.416,121.309,0.47,10.48,86.181,960.445,0.47
12.397,70.43,62.874,0.35,10.16215,87.44395,104.82787,0.24,8.486,89.128,202.21,0.35,13.358,70.296,434.756,0.35
12.882,65.003,75.116,0.19,11.43222,62.67351,145.55476,0.13,8.168,96.123,107.697,0.19,14.583,62.182,29.299,0.19
12.809,64.849,43.266,0.08,9.69191,73.04014,44.2404,0.08,10.148,77.525,43.136,0.08,15.769,57.121,56.723,0.08
15.715,56.079,23.678,0.05,9.20444,86.18151,21.71421,0.06,11.438,66.02,16.752,0.05,17.845,48.067,36.231,0.05
16.495,53.461,0,0.04,11.85537,66.7395,0.01035656,0.06,9.452,87.728,0,0.04,18.489,48.649,3.405,0.04
7.74,98.915,181.052,0.09,5.80769,88.23815,308.94322,0.1,5.195,99.911,172.809,0.09,10.831,99.506,115.874,0.09
7.697,96.585,243.643,0.07,6.48198,88.06363667,532.38101,0.07,5.23,99.91,348.966,0.07,10.652,99.759,265.975,0.07
7.377,99.72,346.827,0.05,6.16033,92.65580733,408.77154,0.05,4.988,99.912,351.166,0.05,10.505,99.617,742.807,0.05
7.648,97.391,1139.602,0.03,5.94187,89.17066,607.47664,0.03,5.29,99.913,1100.799,0.03,10.06,93.751,945.221,0.03
7.719,96.571,1342.662,0.02,5.65887,94.40534,869.2772,0.01,5.441,99.916,1324.202,0.02,10.299,97.519,1098.548,0.02
7.741,98.847,165.035,0,6.02979,90.59401,171.38258,0,5.88,99.921,103.953,0,10.104,97.369,1028.141,0
9.789,85.292,1279.564,0,6.66376,91.02954,760.75179,0,6.736,99.925,84.71,0,10.619,90.02,613.441,0
11.077,84.641,251.642,0,8.01979,90.98123,96.81883,0,8.031,99.927,160.994,0,11.656,79.54,279.715,0
13.446,73.251,267.971,0,9.35618,92.21268,111.2317,0,9.906,89.524,141.908,0,14.29,68.224,299.305,0
16.261,65.275,29.232,0.01,9.90018,78.56145,124.6212,0,12.235,76.022,212.051,0.01,16.149,61.992,76.05,0.01
17.196,56.825,55.84,0.01,9.74269,71.56431,39.78134,0,12.614,78.183,4.313,0.01,17.558,60.376,20.194,0.01
15.071,51.357,0,0.02,11.89674,61.12286,0.01035656,0.01,10.423,84.091,0,0.02,19.063,55.414,4.702,0.02
7.762,99.725,97.826,0.02,6.40475,90.94308333,134.08654,0.01,6.141,99.922,138.323,0.02,10.133,98.384,70.672,0.02
8.071,99.725,375.685,0.02,6.76914,97.768811,357.24045,0.01,5.721,99.915,294.557,0.02,10.329,99.782,279.829,0.02
8.098,99.726,317.537,0.02,6.47697,96.88777,310.07783,0.01,5.308,99.91,372.302,0.02,10.371,99.835,415.862,0.02
7.63,99.726,798.187,0.01,7.72384,89.99492083,663.68582,0.01,5.593,99.917,761.829,0.01,10.182,99.833,618.369,0.01
7.581,96.406,1331.586,0.01,6.47601,81.63124333,931.32381,0,5.168,99.912,1366.599,0.01,10.2,99.767,829.621,0.01
7.528,98.707,1191.5,0.38,6.25026,81.803513,671.09655,0.22,5.494,99.91,1264.178,0.38,10.325,99.834,1084.713,0.38
9.026,95.843,1269.793,0.36,7.15222,97.54935,785.51477,0.2,6.381,99.92,1261.463,0.36,11.161,99.5,1123.045,0.36
10.676,84.689,53.892,0.35,9.112,94.65713,71.09136,0.2,8.319,93.132,94.607,0.35,12.297,94.759,546.499,0.35
12.927,72.397,53.28,0.34,7.63121,89.78469,70.24285,0.18,9.128,96.157,71.141,0.34,13.977,76.956,181.882,0.34
14.961,63.276,40.272,0.38,9.93857,79.71273,62.55717,0.18,11.916,81.395,112.025,0.38,15.722,66.049,40.57,0.38
15.559,63.75,23.852,0.45,10.76268,79.29187,17.81204,0.21,12.34,78.625,17.216,0.45,17.02,63.06,35.969,0.45
18.252,49.979,0,0.5,10.781,74.21872,0.01035656,0.24,12.658,70.514,0,0.5,18.857,55.513,3.033,0.5
7.664,99.186,176.974,0.17,5.98602,81.56933,253.49324,0.1,5.044,99.905,215.269,0.17,10.475,99.834,133.676,0.17
7.685,98.1,601.703,0.11,6.66886,95.21783,636.56524,0.06,4.474,99.903,731.881,0.11,10.261,99.831,431.13,0.11
7.585,92.088,911.299,0.06,7.41148,91.83241,875.82063,0.04,4.306,99.904,942.18,0.06,9.43,99.793,775.038,0.06
5.866,98.88,1138.006,0.04,6.28739,85.39877,603.15582,0.02,3.796,99.899,1123.479,0.04,9.123,99.818,962.179,0.04
5.095,94.171,1190.91,0.04,6.09643,83.74634,556.02628,0.03,2.752,99.888,1205.682,0.04,8.562,0,795.508,0.04
5.442,91.483,1304.082,0.03,6.82288,94.4118,991.34189,0.02,4.077,99.903,1286.762,0.03,8.253,99.58,1067.406,0.03
7.498,84.754,841.928,0.04,6.88084,92.72117,830.62123,0.03,5.959,99.926,1179.551,0.04,9.624,99.056,1096.939,0.04
11.516,66.024,87.64,0.05,8.62689,85.01675,177.03501,0.03,8.355,89.801,234.332,0.05,11.385,87.79,926.626,0.05
15.184,61.636,598.218,0.07,9.05468,83.32551,168.84248,0.04,11.094,77.998,239.232,0.07,14.444,66.784,359.83,0.07
15.744,69.324,436.914,0.1,6.89346,80.35491,136.76215,0.06,12.208,77.88,331.149,0.1,16.608,58.5,547.684,0.1
16.385,62.84,37.744,0.16,10.89941,84.45293,32.10858,0.11,12.445,76.142,20.197,0.16,17.298,57.998,156.943,0.16
16.111,65.738,0,0.24,10.75494,78.11004,0.01035656,0.18,12.58,72.95,0,0.24,18.756,54.937,6.381,0.24
8.958,99.734,38.169,0.1,6.62616,89.34968,176.85948,0.05,5.413,99.905,123.9,0.1,11.209,99.84,57.555,0.1
8.726,99.735,302.448,0.08,6.51895,96.25676,284.25144,0.05,5.611,99.918,328.553,0.08,11.135,99.84,260.266,0.08
8.707,99.733,310.994,0.07,5.94707,95.40360517,558.52152,0.04,5.883,99.914,503.612,0.07,11.05,99.839,600.671,0.07
8.721,99.735,367.088,0.06,5.63214,96.65169667,405.61096,0.03,6.006,99.92,409.707,0.06,11.101,99.84,676,0.06
8.787,99.732,274.291,0.05,5.63569,96.59924333,315.51889,0.02,6.136,99.917,310.172,0.05,11.15,99.839,1065.783,0.05
9.129,99.735,1248.594,0.02,6.62726,98.1786,559.26743,0.01,6.237,99.92,649.985,0.02,11.367,99.48,1137.909,0.02
9.171,99.741,384.089,0.02,6.59813,96.27177383,636.23326,0.01,6.723,99.923,1106.805,0.02,11.398,99.837,1082.043,0.02
11.196,83.325,222.176,0.02,8.65134,85.53292,665.16107,0.01,8.691,94.809,873.056,0.02,12.529,90.468,953.876,0.02
12.952,72.583,150.751,0.03,8.34402,92.09305,361.56676,0.01,8.951,89.54,774.514,0.03,14.356,74.716,734.163,0.03
14.428,69.311,64.842,0.04,12.48798,82.58259,39.92583,0.01,10.09,91.356,20.758,0.04,16.141,65.431,114,0.04
14.094,70.248,26.407,0.06,11.22904,79.44691,32.94919,0.02,9.936,86.441,25.076,0.06,17.77,59.801,17.581,0.06
16.416,60.034,0,0.08,10.38899,76.44432,0.01035656,0.04,10.89,82.721,0,0.08,18.933,52.626,5.59,0.08
8.408,95.489,77.645,0.13,7.15282,91.19376,151.06607,0.16,6.506,99.919,88.403,0.13,11.715,99.845,77.121,0.13
7.921,99.731,330.298,0.1,7.22163,97.89134333,363.0226,0.12,6.638,99.924,357.238,0.1,11.584,99.844,294.606,0.1
8.405,96.693,298.035,0.09,6.78607,90.8218,327.93874,0.1,6.341,99.917,297.964,0.09,11.088,99.839,569.275,0.09
7.826,99.727,210.868,0.07,6.13376,91.62251333,372.73714,0.07,5.749,99.906,311.713,0.07,11.227,99.84,943.967,0.07
7.584,99.693,129.053,0.06,6.97246,93.16007,731.40944,0.06,5.21,99.913,589.111,0.06,11.397,99.217,719.936,0.06
8.221,98.098,150.252,0.06,6.89557,92.4321,291.13557,0.1,5.81,99.91,281.945,0.06,11.37,99.842,590.933,0.06
9.258,87.865,485.219,0.05,8.84678,91.49387,479.1819,0.07,6.629,99.92,308.577,0.05,11.965,97.071,825.383,0.05
11.291,77.733,934.498,0.06,8.48854,82.79553,432.94788,0.08,9.039,78.899,310.215,0.06,13.434,83.091,522.513,0.06
12.702,81.048,139.523,0.06,9.22109,90.26932,631.81036,0.09,9.284,93.87,724.219,0.06,15.168,70.7,730.423,0.06
12.837,71.749,120.23,0.07,7.38167,82.21207,129.63602,0.1,9.097,97.366,123.916,0.07,16.476,65.974,366.019,0.07
13.319,66.145,10.669,0.09,9.77923,78.31928,29.63277,0.12,10.952,83.57,25.048,0.09,16.845,64.191,75.688,0.09
13.131,69.418,0,0.11,10.39168,85.51292,0.01035656,0.16,10.934,75.807,0,0.11,17.514,61.531,3.494,0.11
8.159,99.683,247.182,0.17,6.35063,93.15222,335.11668,0.29,4.825,99.907,228.128,0.17,10.99,99.837,241.667,0.17
7.677,99.689,363.069,0.13,7.27304,93.42027,446.04133,0.23,5.61,99.908,260.545,0.13,10.919,99.836,363.728,0.13
7.831,99.722,439.717,0.09,6.82544,89.031215,515.12679,0.15,6.056,99.919,181.184,0.09,11.137,99.839,560.954,0.09
8.368,99.729,266.109,0.06,6.67701,96.52906667,306.7052,0.09,6.157,99.92,351.985,0.06,11.274,99.84,410.059,0.06
8.301,99.73,333.134,0.04,6.71943,98.03238,412.61629,0.06,6.21,99.919,309.865,0.04,11.357,99.841,480.981,0.04
8.425,99.731,163.432,0.17,6.42073,98.50954333,491.27914,0.13,6.861,99.922,635.647,0.17,11.275,99.841,545.885,0.17
11.037,82.286,521.703,0.14,6.99032,80.47261,408.73211,0.11,8.883,79.921,241.345,0.14,12.555,90.652,570.679,0.14
12.56,74.185,526.781,0.13,7.97166,82.76124,495.45088,0.11,8.645,98.117,453.515,0.13,13.668,80.784,566.588,0.13
13.611,75.849,179.746,0.15,8.56974,74.42396,340.23833,0.12,8.779,99.933,351.996,0.15,15.68,66.39,380.161,0.15
13.124,76.544,56.066,0.23,9.68603,87.54071,146.1128,0.19,8.977,99.232,124.266,0.23,15.122,70.698,126.362,0.23
13.086,81.825,11.19,0.37,8.99595,86.42402,35.56176,0.31,8.891,99.934,36.578,0.37,15.875,68.811,48.99,0.37
13.135,83.319,0,0.52,10.41567,74.39064,0.01035656,0.45,11.073,94.949,0,0.52,17.468,59.881,3.035,0.52
9.621,88.862,125.776,0.31,10.05802,87.71943,248.07492,0.24,6.113,99.916,276.954,0.31,11.025,99.837,118.139,0.31
8.931,97.947,113.265,0.28,7.66389,81.085505,213.38072,0.21,5.674,99.915,165.414,0.28,11.289,99.839,261.12,0.28
9.735,80.044,446.233,0.26,7.08947,76.90434,247.40343,0.2,5.792,99.912,1041.568,0.26,11.191,99.779,462.709,0.26
9.108,87.42,452.865,0.25,8.26779,89.4723,558.90242,0.2,5.971,99.919,575.01,0.25,10.943,99.132,630.322,0.25
8.81,97.598,434.775,0.27,7.72907,81.39225,432.84394,0.2,5.432,99.909,850.455,0.27,10.704,99.836,961.729,0.27
9.195,86.924,193.456,0.19,7.42934,81.39299,406.50099,0.14,5.795,99.907,477.281,0.19,10.667,99.836,1059.94,0.19
10.75,77.177,216.675,0.19,7.49868,88.85945,729.44972,0.13,7.16,99.926,669.869,0.19,11.336,99.84,952.753,0.19
10.943,83.692,148.963,0.2,5.75031,92.2965,245.94191,0.12,7.182,99.921,146.208,0.2,12.738,86.788,665.49,0.2
12.528,75.86,179.045,0.22,7.89832,84.61606,261.35063,0.14,8.828,99.929,140.47,0.22,14.402,73.697,300.504,0.22
13.437,73.53,99.142,0.25,9.70959,87.31366,183.25035,0.18,9.402,99.931,189.411,0.25,15.548,68.087,193.572,0.25
15.61,70.126,19.205,0.28,9.84602,89.97805,27.47704,0.22,9.307,99.936,32.819,0.28,17.214,61.63,80.089,0.28
15.001,63.266,0,0.31,11.16284,73.32457,0.01035656,0.27,9.964,93.004,0,0.31,19.302,50.034,3.805,0.31
8.915,99.735,182.818,0.07,6.71968,95.50268867,190.93718,0.06,6.222,99.916,121.674,0.07,11.144,99.837,124.009,0.07
9.283,92.077,235.5,0.06,7.58209,80.73489,418.77504,0.05,6.079,99.919,380.557,0.06,11.401,99.84,384.462,0.06
9.403,86.836,253.441,0.06,7.61281,91.543115,688.25771,0.06,5.984,99.917,577.682,0.06,11.067,99.837,712.567,0.06
9.259,88.02,517.878,0.09,8.00439,81.143495,510.04783,0.07,5.977,99.914,504.618,0.09,10.891,99.837,987.256,0.09
9.011,92.945,287.835,0.1,8.82621,85.13962,439.97203,0.08,5.961,99.916,517.652,0.1,10.602,99.834,1016.617,0.1
8.558,99.733,367.365,0.14,6.79621,97.27709667,558.77357,0.15,5.933,99.913,399.506,0.14,10.684,99.836,722.81,0.14
10.494,83.365,272.888,0.13,7.48819,86.09183,491.26528,0.17,6.122,99.915,396.359,0.13,11.056,99.739,869.923,0.13
11.431,84.303,273.126,0.16,8.53502,89.70017,481.02875,0.2,6.924,99.92,395.412,0.16,12.999,85.351,440.023,0.16
12.097,79.028,245.691,0.16,10.62503,87.14771,345.38709,0.19,8.011,99.932,133.693,0.16,15.382,69.066,372.182,0.16
14.273,62.728,66.324,0.16,9.2843,70.14365,149.63517,0.18,8.719,98.194,125.905,0.16,17.791,53.184,230.152,0.16
13.434,64.152,54.483,0.2,11.08525,81.26787,73.17903,0.22,8.842,99.935,10.812,0.2,18.605,50.32,58.589,0.2
13.659,64.954,0,0.26,11.60732,69.20821,1.117742732,0.26,7.669,99.928,0,0.26,18.117,50.379,4.046,0.26
6.849,88.762,137.741,0.07,6.57279,89.01933,247.61796,0.04,6.359,98.004,205.208,0.07,8.6,98.955,71.316,0.07
7.607,86.839,295.37,0.04,6.9669,94.73953,232.07692,0.02,6.552,99.92,204.962,0.04,9.815,99.757,238.285,0.04
7.812,92.619,307.008,0.03,6.44923,93.7958,458.44479,0.02,6.592,99.921,299.998,0.03,10.127,99.83,560.217,0.03
8.964,88.002,318.53,0.03,5.87487,93.08022,560.38454,0.02,6.807,99.923,176.749,0.03,10.379,96.007,748.064,0.03
7.96,99.644,333.417,0.03,6.89766,95.89551,585.55545,0.02,6.348,99.916,606.747,0.03,9.916,97.553,540.052,0.03
7.864,99.73,409.316,0.06,6.74039,97.78849,778.0809,0.04,6.33,99.921,727.376,0.06,10.15,98.329,775.403,0.06
9.491,96.588,667.097,0.12,6.70483,91.63465,604.27103,0.09,7.087,99.924,391.639,0.12,10.742,99.796,458.05,0.12
12.233,81.095,441.229,0.18,8.30224,81.68167,441.48763,0.18,7.327,99.925,476.645,0.18,11.884,91.617,401.188,0.18
11.702,83.043,262.816,0.24,8.00285,84.75357,487.00529,0.28,7.809,99.929,392.003,0.24,13.674,78.71,335.319,0.24
12.523,79.536,215.04,0.29,8.44219,80.24063,303.19861,0.36,7.869,99.93,202.624,0.29,15.709,68.116,203.105,0.29
13.422,77,69.116,0.36,11.58899,74.06013,111.56726,0.47,9.262,99.591,90.747,0.36,16.894,61.884,107.508,0.36
14.384,67.656,15.166,0.43,10.72784,79.23907,8.1413,0.56,10.563,93.052,6.194,0.43,18.487,53.999,6.701,0.43
10.531,76.153,65.657,0.01,8.231,99.848,232.44683,0.01,6.442,99.92,162.109,0.01,11.634,86.398,120.267,0.01
9.531,88.589,305.876,0.02,7.534,99.843,454.23277,0.01,6.384,99.92,522.002,0.02,11.311,92.527,332.168,0.02
8.668,99.731,515.541,0.02,5.911,99.827,593.81666,0.01,6.276,99.919,617.957,0.02,10.91,99.835,738.069,0.02
8.36,99.728,746.55,0.01,6.583,99.834,783.33575,0.01,6.209,99.918,1015.068,0.01,10.613,99.833,959.773,0.01
7.437,99.719,643.843,0.01,7.027,99.756,673.41437,0.01,6.04,99.917,700.633,0.01,10.489,99.833,1051.245,0.01
7.091,99.717,381.514,0.03,6.964,87.161,797.21133,0.01,6.123,99.919,850.576,0.03,10.428,99.834,889.042,0.03
