S6_T,S6_H,S6_P,S6_V,S2_T,S2-H,S2_P,S2_V,S3_T,S3_H,S3_P,S3_V,S5_T,S5_H,S5_P,S5_V
1.408257392,-0.001037411,0.330786155,-0.199188043,2.322111977,-1.173123567,0.288362531,-0.555548162,1.940792649,-0.125305144,0.288362531,-0.460540315,1.598949286,-0.616940695,0.288362531,-0.613196991
1.130356138,0.196762286,0.289437886,-0.518995513,1.573064905,-0.334275839,0.288362531,-0.390811483,1.484307905,0.22454474,0.288362531,-0.982959396,1.378250033,-0.416104781,0.288362531,-0.319928865
0.964000024,0.344865056,0.206741347,-0.267797258,1.295640064,-0.802650707,0.247167884,-0.089378411,1.320231231,0.026585127,0.247167884,-0.816596815,1.401216199,-0.104843155,0.247167884,-0.417162147
1.076987558,0.100431265,0.248089616,-0.847655785,2.182078486,-2.550310874,0.288362531,0.320710769,1.074116222,-0.096208718,0.288362531,-0.920066225,1.218607172,-0.286888997,0.288362531,-0.711998552
0.611575078,0.420447857,0.248089616,-0.959422409,2.376275875,-3.837370029,0.370751825,2.004880434,1.334880934,-0.440862811,0.370751825,-0.119699906,1.24493424,-0.762767992,0.370751825,-0.821778065
0.771680818,0.308308668,0.289437886,-1.020285422,1.84718707,-2.773809255,0.45314112,-0.718532323,1.519467192,-1.486082636,0.45314112,-0.554880072,1.801723727,-2.358698665,0.45314112,3.221244551
0.767834433,0.387942312,0.372134425,-0.73478256,1.824068333,-3.137237057,0.617919709,1.608811397,1.118651319,-0.336081039,0.617919709,-0.460540315,1.746268839,-2.343993391,0.617919709,-0.159964432
0.782258374,0.162873527,0.537527502,-0.890813194,1.845865999,-3.339843198,0.823892945,1.472115004,1.070014305,-0.305252683,0.823892945,-0.44430982,1.269580857,-0.909139929,0.823892945,-0.134871972
0.649077323,0.191229427,0.744268849,-1.097747439,1.730932851,-3.454507585,1.029866181,-0.45915968,0.990319921,-0.387519364,1.029866181,-0.785150229,1.037678596,-0.83765596,1.029866181,0.341884767
0.34425138,0.251794469,0.909661927,-0.657320543,1.069076443,-2.400178266,1.235839418,-0.485447448,-0.056254859,-0.203241999,1.235839418,-0.546764824,0.575554525,-1.41824195,1.235839418,-0.147418202
2.928059925,-3.412242372,0.330786155,1.539280935,2.51432776,-1.153931858,1.029866181,-0.555548162,2.316997021,-0.935848438,1.029866181,1.909112056,3.461449331,-4.509344939,1.029866181,7.926080798
2.593905303,-2.977912968,0.620224041,1.530428133,2.20982097,-0.38091898,1.359423359,-0.103398554,2.162296158,-0.677964044,1.359423359,0.094339756,3.044697441,-4.254862009,1.359423359,5.91711572
2.100125739,-2.283934411,0.744268849,0.993727016,2.028173752,-0.24026076,1.19464477,-0.842961092,1.914423184,-0.247752603,1.19464477,0.578211409,2.649231266,-3.959394936,1.19464477,4.005383925
1.696255405,-1.783210703,0.496179233,0.310954668,1.819444586,0.068507112,0.700309003,-0.541528019,1.573964087,0.322052405,0.700309003,0.586326657,2.346750056,-3.92685271,0.700309003,2.082674179
1.205841427,-1.382078451,0.206741347,0,1.701869296,0.039598083,0.370751825,-0.800900663,1.116307366,0.301788823,0.370751825,-0.126800748,1.904231248,-3.505982331,0.370751825,-0.490871248
0.621671836,-0.906746612,0.082696539,-0.18148244,1.130506229,-0.112235057,0.164778589,0.061338125,1.028995136,0.308889736,0.164778589,-0.404747986,1.58998688,-3.039089892,0.164778589,-0.111347791
0.350982553,-0.643046617,0,-0.87310759,1.071718584,-0.19045949,0,-0.075358268,1.336052911,0.311141245,0,-0.246500653,0.905483104,-2.112521491,0,-0.711998552
0.153855365,-0.473504019,-0.082696539,-0.838802983,0.342487572,-0.430963183,-0.123583942,-0.021030214,0.616459501,0.209303755,-0.123583942,-0.95151281,0.493772568,-1.600968591,-0.123583942,0.47675674
-0.272131678,-0.096281621,-0.082696539,-0.752488164,0.650297039,-1.677452523,-0.123583942,0.226074804,0.143567089,0.103656017,-0.123583942,-0.753703644,0.117911657,-1.531390861,-0.123583942,-0.834324295
-0.452911732,-0.182436134,-0.082696539,-0.112873225,0.466668216,-1.960712427,-0.123583942,0.143706465,-0.263694653,-0.206359473,-0.123583942,0.079123667,0.148719928,-1.872743834,-0.123583942,-0.417162147
-0.704369095,-0.091045165,-0.124044808,1.340092892,-0.000990803,-2.396777203,-0.164778589,1.156661789,-0.464688578,-0.396871786,-0.164778589,-0.626902896,-0.097186093,-1.64889689,-0.164778589,-0.061162871
-0.933228951,-0.375098176,-0.124044808,0,-0.707103078,-2.217978499,-0.164778589,0.937597056,-0.796357853,-0.920607453,-0.164778589,0.276932833,-0.7553628,-0.895523935,-0.164778589,-0.478325018
2.367449437,-3.925711415,-0.248089616,1.313534486,2.15037279,-2.075376814,-0.247167884,0.513487734,2.303519294,-2.29714551,-0.247167884,1.187869404,3.481614745,-6.590141164,-0.247167884,8.244441384
1.090930701,-3.094201801,-0.248089616,-0.994833617,1.438315696,-0.663450085,-0.288362531,-0.869248859,1.268664277,-0.61907842,-0.288362531,0.871374738,2.25264479,-5.341962981,-0.288362531,7.987243669
0.806779073,-3.269672461,-0.248089616,0.959422409,0.988491132,-1.106074053,-0.288362531,-0.280402858,0.854370677,-0.259702921,-0.288362531,0.784135823,1.747389139,-5.005511766,-0.288362531,6.640092224
-0.684175578,-1.65457174,-0.248089616,1.832529999,-0.523474255,-1.066233037,-0.329557178,0.800900663,-0.253146867,-0.737888826,-0.329557178,0.293163329,1.112738748,-4.471220156,-0.329557178,1.016244629
-1.595287821,-0.824050136,-0.248089616,2.351525512,-1.250723661,-0.89690872,-0.329557178,0.678224413,-1.09638377,-0.895494467,-0.329557178,-0.34084041,-0.325167301,-2.980268797,-0.329557178,-0.882940936
-1.845783588,-0.805080334,-0.248089616,2.351525512,-1.724988033,-1.155875323,-0.329557178,1.184702075,-1.774958011,-0.678830009,-0.329557178,-0.483871653,-1.182757547,-2.017345692,-0.329557178,-0.908033396
-2.11935766,-0.775143617,-0.248089616,2.593870965,-2.09224568,-1.390791556,-0.329557178,1.019965396,-2.228512815,-0.42354351,-0.329557178,-0.452425068,-1.703137259,-1.730320535,-0.329557178,-0.834324295
-2.406394076,-0.663893638,-0.248089616,2.014012438,-2.361083562,-1.209563521,-0.329557178,0.58183593,-2.714296966,-0.339198513,-0.329557178,-0.674579977,-2.17982524,-1.280039609,-0.329557178,-0.784139375
-2.660255429,-0.564894988,-0.248089616,2.360378314,-3.330088901,-0.224955979,-0.329557178,1.512422915,-3.425686542,-0.386133819,-0.329557178,-0.420978482,-2.547283895,-1.220537715,-0.329557178,-0.503417478
-2.832381119,-0.537823501,-0.248089616,2.80080521,-3.083709221,-0.560689417,-0.329557178,0.678224413,-3.650119991,-0.350109673,-0.329557178,-0.768919734,-2.939949318,-1.003226448,-0.329557178,-1.030359138
-2.913635984,-0.507590381,-0.248089616,2.7576478,-3.628650874,-0.398167224,-0.329557178,0.841208574,-3.904438835,-0.321013247,-0.329557178,-0.753703644,-2.968516988,-1.296378802,-0.329557178,-0.258765994
-2.89776965,-0.6037238,-0.248089616,2.89597283,-3.61213749,-1.033194146,-0.329557178,0.061338125,-4.227904276,-0.140892515,-0.329557178,-0.634003738,-3.424479405,-0.940729035,-0.329557178,-0.453232558
2.212632475,-2.356256778,0.868313658,2.558459757,1.814820838,-1.690813839,0.700309003,0.115666179,2.208003231,-2.776370573,0.700309003,3.216681366,2.580332768,-3.026563178,0.700309003,1.494569648
1.775106279,-2.1131074,0.826965388,1.970855029,1.43501302,-0.484651381,0.576725062,-0.047317982,1.674754043,-1.510156465,0.576725062,1.917227304,2.044268846,-2.339363953,0.576725062,0.392069687
1.113528208,-1.670873912,0.661572311,1.503869727,1.375564839,-0.123895842,0.45314112,0.471427305,1.254600562,-0.478965274,0.45314112,2.020696714,1.419141011,-1.433355703,0.45314112,0.183488614
0.698599519,-1.441260278,0.372134425,1.33124009,1.185330662,0.063891385,0.288362531,1.116353878,1.207721513,-0.492820715,0.288362531,1.854334133,1.188359051,-0.692917942,0.288362531,1.077407501
0.37838804,-1.202853351,0.124044808,-0.73478256,0.7691934,0.091342817,0.123583942,1.128621503,0.953988657,-0.464763447,0.123583942,2.329076133,1.185558299,-0.536878649,0.123583942,0.967627988
0.423102255,-1.164222142,-0.041348269,-0.864254788,0.591509394,-0.622637338,-0.041194647,-0.021030214,0.956918598,-1.316007099,-0.041194647,0.657335076,0.936851526,-0.455727324,-0.041194647,1.237371933
0.375022453,-1.047636906,-0.124044808,-0.777939969,0.458081256,-0.440194637,-0.164778589,-0.212054661,0.638727049,-0.884929693,-0.164778589,1.553055557,0.820900395,-0.608907258,-0.164778589,-0.834324295
0.136065839,-0.655495549,-0.206741347,-0.630762137,0.268507614,0.021135173,-0.247167884,-0.25411509,0.311745679,-0.249138147,-0.247167884,1.37046248,0.643892872,-0.427406056,-0.247167884,0.440686329
-0.154336164,-0.432205182,-0.206741347,-0.501289909,-0.017504186,0.197018682,-0.288362531,-0.746572609,0.219159556,-0.273385169,-0.288362531,0.871374738,0.340291361,-0.275315402,-0.288362531,0.672791583
-0.374541655,-0.316509155,-0.248089616,-0.147177832,-0.283039392,0.431449049,-0.329557178,-0.66420427,0.094344087,-0.188866979,-0.329557178,0.894706075,0.15152068,-0.165298169,-0.329557178,0.881372657
-0.431756619,-0.334490946,-0.248089616,-0.147177832,-0.339184896,0.516961473,-0.329557178,-1.019965396,-0.094344087,-0.015500775,-0.329557178,0.696896909,0.12183271,-0.264014126,-0.329557178,0.440686329
-0.678406002,-0.181448123,-0.248089616,-0.224639849,-0.281718321,0.525464128,-0.329557178,-0.021030214,-0.220917521,0.065380362,-0.329557178,1.251776981,0.185129704,-0.323379861,-0.329557178,0.440686329
2.731413536,-2.591205669,-0.041348269,0.838802983,0.357679885,-1.472659984,0.082389295,1.210989843,0.836791033,-2.056580417,0.082389295,3.850685104,1.487479359,-2.128043724,0.082389295,2.64568625
1.68519705,-1.483744729,-0.124044808,1.503869727,-0.267847079,-0.783458999,-0.041194647,-0.390811483,0.106063849,-0.812535014,-0.041194647,2.289514299,0.503295125,-1.120323998,-0.041194647,2.424558946
0.77120002,-0.511937627,-0.165393078,-0.371817681,-0.759945905,-0.465459672,-0.123583942,-0.828940949,-0.154114875,-0.576646132,-0.123583942,1.821873142,0.001400376,-0.559345039,-0.123583942,1.812930234
0.058657358,-0.148448574,-0.206741347,-0.190335241,-1.322061477,-0.3391345,-0.164778589,-0.047317982,-0.45472678,-0.066939099,-0.164778589,1.505378476,0.215377825,-0.875780743,-0.164778589,-0.196034844
-0.256265343,-0.391301548,-0.206741347,-0.190335241,-2.206518293,-0.268926856,-0.205973236,1.005945253,-0.508051699,-0.185576312,-0.205973236,1.394808224,0.070859024,-0.74288864,-0.205973236,1.138570372
-0.536089789,-1.073621581,-0.206741347,1.374397499,-2.340606967,-0.13337023,-0.205973236,1.554483343,-0.745376887,-0.128249425,-0.205973236,0.688781661,-0.285956774,-0.326647699,-0.205973236,0.196034844
-0.896688302,-1.505876163,-0.206741347,1.625595754,-2.316167159,-0.225441845,-0.247167884,1.403766807,-1.091109877,0.270267695,-0.247167884,0.514303832,-0.363257527,-0.381383996,-0.247167884,0.403047639
-1.140933695,-1.598057541,-0.248089616,1.711910573,-1.917864351,-0.460115145,-0.288362531,0.650184127,-0.90945356,0.233897162,-0.288362531,0.205924414,-0.52570114,-0.138066181,-0.288362531,0.280721896
-1.77751027,-0.966224843,-0.248089616,0.907412198,-1.888140261,-0.400353622,-0.288362531,1.279338039,-0.802803723,0.1239196,-0.288362531,-0.230270158,-0.81305829,0.104706995,-0.288362531,0.097233282
-1.834725234,-0.886788801,-0.248089616,1.74621518,-1.207788864,-0.859739968,-0.288362531,0.047317982,-0.799287794,-0.058799027,-0.288362531,-0.658349482,-0.966539497,0.365725603,-0.288362531,-0.588104531
-1.943866383,-0.703315256,-0.248089616,1.737362378,-0.781743571,-0.595671772,-0.288362531,-0.527507876,-0.801045758,0.063475239,-0.288362531,-1.117875391,-0.905483104,0.27817476,-0.288362531,-0.600650761
-1.702505779,-0.780380073,-0.248089616,1.365544697,-0.630480979,-0.477120457,-0.288362531,-1.048005681,-0.702599754,-0.119416582,-0.288362531,-0.793265477,-0.880276337,0.311261626,-0.288362531,-0.661813632
2.176091826,-2.640112187,1.44718943,0.362964879,1.260631691,-2.334343416,2.430484188,0.184014375,1.522397132,-2.531995234,2.430484188,2.702377534,1.896389143,-2.187273299,2.430484188,1.5792567
1.313540183,-1.903747981,0.909661927,0.016599004,0.164143031,-1.22802643,1.730175185,-0.911309288,0.778192222,-1.327784224,1.730175185,2.463992128,0.805216185,-1.018340202,1.730175185,1.138570372
1.083718731,-1.579779347,0.578875772,-0.069715815,-0.965372395,-0.253379143,1.19464477,0.595856073,0.437733125,-0.810629891,1.19464477,1.172653314,0.512817681,-0.8375198,1.19464477,1.456930958
1.096219479,-0.867324994,0.372134425,0.795645573,-0.090823609,-0.294434824,0.741503651,-0.746572609,0.25549082,-0.370892834,0.741503651,0.86325949,0.504415426,-0.810287811,0.741503651,-0.882940936
0.78321997,-0.1131766,0.248089616,-0.484690906,0.105355386,-0.259695401,0.45314112,-0.322463287,0.251974891,-0.261088465,0.45314112,0.553865666,0.392945498,-0.297917952,0.45314112,0.158396154
0.394735172,0.415013799,0.082696539,-0.959422409,0.046567741,-0.306338542,0.164778589,-0.732552466,-0.00937581,-0.023121267,0.164778589,0.800366319,0.114550755,0.066990691,0.164778589,0.109779512
-0.336077814,0.578529533,-0.041348269,-1.05459003,-0.065062731,-0.373388056,-0.041194647,-0.842961092,-0.075592467,-0.022601688,-0.041194647,0.705012157,-0.073099626,0.123088587,-0.041194647,0.868826427
-0.754372089,0.654803941,-0.124044808,-0.242345453,-0.713708432,-0.637456252,-0.164778589,-0.021030214,-0.14005116,-0.070576152,-0.164778589,0.023331338,-0.084302634,0.049289899,-0.164778589,0.722976503
-0.977943167,0.313841527,-0.165393078,1.408702107,-1.069736978,-0.602473897,-0.247167884,0.690492038,-0.110165766,-0.215711896,-0.247167884,-0.428079324,-0.156562034,0.053102377,-0.247167884,-0.01254623
-1.521725724,0.29902137,-0.165393078,-0.31980747,-0.813449268,-0.913914032,-0.247167884,0.157726608,-0.232051295,-0.136389497,-0.247167884,-0.56299532,-0.252907901,0.012118235,-0.247167884,-0.638289451
-1.983772619,0.515395664,-0.165393078,-0.501289909,-1.639778974,-0.462787409,-0.205973236,0.897289145,-0.129503374,-0.243076392,-0.205973236,-1.053967814,-0.272513164,0.048336779,-0.205973236,-0.735522733
-2.308792078,0.406418108,-0.082696539,0.691625151,-1.194578157,-0.920473224,-0.164778589,1.184702075,-0.378548325,-0.128249425,-0.164778589,-1.038751725,-0.382302641,0.13983626,-0.164778589,-0.908033396
2.343890334,-2.610471873,2.15011001,0.950569607,1.318098265,-2.376613762,1.606591243,1.512422915,1.702295485,-2.560745274,1.606591243,2.686147038,2.399404192,-2.678674527,1.606591243,1.444384728
1.933769625,-2.359122008,1.44718943,1.970855029,0.869594771,-1.657532015,1.071060829,1.785815701,0.936995002,-1.127746295,1.071060829,1.902011215,1.088092131,-0.623748692,1.071060829,1.115046191
1.39431425,-1.689152106,0.951010197,-0.41497509,0.748716804,-1.729926056,0.535530414,-0.007010071,0.816867437,-1.055524809,0.535530414,0.214039662,0.389584596,0.600737661,0.535530414,0.257197715
0.584169591,-0.617358344,0.537527502,1.33124009,0.449494297,-1.50764234,0.205973236,-0.445139537,0.639313037,-1.007030766,0.205973236,0.30026417,0.51113723,0.393774551,0.205973236,0
0.472143653,-0.255845312,0.248089616,0.371817681,-0.026091146,-1.013273638,0.041194647,-0.021030214,0.462930614,-0.975682831,0.041194647,0.9667289,0.460723695,0.083329884,0.041194647,-0.638289451
0.473586047,-0.015561165,0.041348269,0.829950181,-0.55385888,-0.602959763,-0.082389295,0.047317982,0.199821948,-0.71797163,-0.082389295,1.108745737,0.348133467,0.136432261,-0.082389295,0.980174218
0.11394913,0.069012532,-0.041348269,-0.761340966,-0.594812071,-0.919258558,-0.123583942,-0.185766893,-0.326395382,0.058452641,-0.123583942,-0.920066225,0.161603387,-0.039214063,-0.123583942,0.061162871
-0.064907732,-0.025737673,0,0.380670483,-1.049260383,-0.303423346,-0.041194647,0.212054661,-0.270726511,-0.039920989,-0.041194647,-0.111584658,-0.104468048,0.306496028,-0.041194647,-0.773161423
-0.376464847,0.075236998,0.124044808,-0.829950181,-0.786367319,-0.189244825,0.041194647,-0.404831626,-0.308815739,0.29815177,0.041194647,1.021506823,-0.133035717,0.517407777,0.041194647,-0.307382635
-0.940440922,0.193798254,0.165393078,-0.630762137,-0.545932456,-0.093529214,0.082389295,-0.473179823,-0.334599216,0.326728616,0.082389295,0.792251071,-0.163283838,0.321201302,0.082389295,0.537919611
-1.378928713,0.433983601,0.165393078,-0.648467741,-0.87686066,-0.356382745,0.041194647,-0.007010071,-0.39261204,0.151976868,0.041194647,0.459525909,-0.400787604,0.39472767,0.041194647,0.330906816
-1.382294299,0.442875695,0.082696539,-0.441533496,-1.158909249,0.01530478,0.041194647,-0.706264698,-0.868434392,0.180380522,0.041194647,-0.214039662,-0.434396627,0.303908989,0.041194647,-0.699452322
2.309272876,-3.058337021,0.082696539,1.875687408,1.094837321,-1.384475297,0.617919709,2.03292072,1.679441948,-2.664141502,0.617919709,1.909112056,1.872862827,-2.04525848,0.617919709,1.849000645
1.652502785,-2.472743213,0.206741347,2.178895874,0.761266976,-0.716409484,0.823892945,0.061338125,1.18662594,-1.533883908,0.823892945,1.869550223,1.257257549,-1.204743162,0.823892945,1.372243905
1.226515742,-1.427032928,0.330786155,-0.864254788,0.395330399,-0.591784844,0.947476887,-0.678224413,0.983874051,-1.091548956,0.947476887,1.187869404,1.12954326,-1.025012039,0.947476887,0.917443068
0.916881819,-0.590879664,0.330786155,-0.752488164,0.063081125,-0.090128151,0.988671534,-1.144394164,0.662752562,-0.50234633,0.988671534,0.601542747,1.058964311,-0.805386053,0.988671534,0.257197715
0.429833427,-0.298527365,0.372134425,-1.081148435,0.440907337,-0.330145978,1.029866181,-0.814920806,0.461172649,-0.21536551,1.029866181,1.235546485,0.585637232,-0.131802823,1.029866181,0.097233282
-0.037021447,-0.481803307,0.413482694,-0.709330754,0.46468661,-0.371930458,0.947476887,-0.390811483,0.373274432,-0.057933062,0.947476887,1.061068656,0.279234969,0.237462938,0.947476887,0.48930297
0.004327182,-0.499686297,0.413482694,-0.795645573,0.371551127,-0.247305817,0.823892945,-0.485447448,0.276000404,-0.027451092,0.823892945,-0.032460991,0.344772565,0.030363667,0.823892945,0.649267402
0.198569581,0.039569819,0.289437886,0.760234366,0.320029371,-0.028666097,0.617919709,-0.774612895,0.369172515,-0.179341364,0.617919709,-0.22215491,0.320125947,-0.035537745,0.617919709,-0.478325018
0.350501755,0.147559364,0.165393078,0.206934245,0.280397251,0.106647597,0.370751825,-0.623896359,0.404331802,-0.312873176,0.370751825,0.214039662,0.284276323,0.09190796,0.370751825,-0.722976503
0.220205492,0.240135946,0.082696539,-0.968275211,0.217646394,0.233215702,0.247167884,-0.732552466,0.175796436,0.199431753,0.247167884,-0.087238914,0.226580832,0.234467419,0.247167884,0
0.11154514,0.37164014,0.041348269,-1.020285422,0.118566093,0.173697111,0.164778589,0.021030214,0.223847461,-0.041652919,0.164778589,0.372286995,0.25234775,0.043571181,0.164778589,-0.735522733
0.043271822,0.354745161,-0.041348269,-0.709330754,0.11328181,0.032795958,0.082389295,0.021030214,0.142981101,0.056201132,0.082389295,0.927167067,0.156562034,0.289884515,0.082389295,-0.503417478
2.351102304,-2.862414544,-0.041348269,2.20434768,0.82864158,-1.511043402,0.041194647,1.074293449,1.304409552,-1.959419137,0.041194647,3.312035528,1.833652299,-1.935241247,0.041194647,2.302233204
1.762605531,-2.227716615,0,2.057169848,0.479878922,-0.818441354,0.082389295,0.294423001,0.730141196,-1.094146851,0.082389295,1.283223566,1.284704918,-1.25416922,0.082389295,1.089953731
1.771259895,-2.303892223,0,1.694204969,-0.090823609,-0.580366992,0.082389295,-0.66420427,0.336943168,-0.721955069,0.082389295,1.861434975,0.904922954,-1.008809006,0.082389295,1.886639335
1.368351157,-1.123318508,0,-0.233492651,-1.087571432,-0.350552352,0.082389295,0.417099251,-0.186344222,-0.288106575,0.082389295,0.553865666,0.641652271,-0.874555304,0.082389295,0.832756016
0.4606045,-0.204073563,0.041348269,-1.037991026,-1.650347539,-0.014818914,0.082389295,1.074293449,-0.330497299,0.036283936,0.082389295,0.736458742,-0.001400376,-0.217583586,0.082389295,-0.944103807
-0.372137665,-0.250114851,0.041348269,-1.115453043,-1.343859143,-0.235887965,0.123583942,0.718532323,-0.205095842,-0.134484374,0.123583942,0.879489986,-0.247306397,0.18653912,0.123583942,0.563012071
-0.197607985,-0.126020736,0.082696539,-0.13832503,-0.549895668,-0.561175283,0.123583942,0.033297839,-0.516841521,0.141931673,0.123583942,-0.777034982,-0.062456768,-0.217038947,0.123583942,-0.355999276
0.160586538,0.156649061,0.082696539,0.475838104,-0.349092926,-0.35443928,0.082389295,-0.706264698,-0.349248919,-0.006148352,0.082389295,-1.086428806,-0.127434214,-0.085916923,0.082389295,-0.221127304
-0.023559103,0.362550443,0.041348269,-0.838802983,-0.267847079,-0.129483301,0.082389295,-0.45915968,-0.279516333,-0.115952721,0.082389295,-0.760804486,-0.19465226,-0.016339193,0.082389295,-0.625743221
-0.06298454,0.468465166,0.041348269,-1.097747439,-0.176032667,0.001457598,0,0.089378411,-0.192790091,-0.02502639,0,0.150132085,-0.303321436,0.240594616,0,-0.073709101
-0.135104243,0.447321742,0,0.043157409,-0.15159286,-0.003158129,-0.041194647,-0.404831626,-0.242013093,0.393234733,-0.041194647,0.324609914,-0.240584592,0.164072729,-0.041194647,-0.185056892
-0.572630438,0.517174082,-0.041348269,-0.87310759,-0.290305281,0.173940044,-0.082389295,-1.102333735,-0.24611501,0.409341683,-0.082389295,-0.594441905,-0.26691166,0.242909335,-0.082389295,-0.294836405
1.766932713,-2.438854454,0.372134425,2.498703344,0.685305412,-1.794303307,0.865087592,0.814920806,1.152052641,-2.262853294,0.865087592,2.67803179,1.813486885,-2.677312928,0.865087592,2.070127949
1.487108267,-2.344005448,0.330786155,2.870521025,0.235480848,-1.278556499,0.865087592,-0.294423001,0.884256071,-2.229253849,0.865087592,2.060258548,1.370407927,-2.117559409,0.865087592,2.217546151
1.287096292,-2.360011218,0.289437886,2.515302348,-0.031375429,-0.92338842,0.741503651,-0.800900663,0.84733882,-2.375082365,0.741503651,1.536825061,1.024795137,-1.95266972,0.741503651,1.59180293
1.298635444,-2.552080454,0.248089616,1.979707831,-0.814770338,-0.281559373,0.659114356,-0.322463287,0.820969354,-2.610798054,0.659114356,0.665450324,0.820340245,-1.587897237,0.659114356,-0.796685605
1.394795048,-2.654833543,0.206741347,1.487270724,-0.411843783,-0.359297941,0.576725062,-0.348751055,0.648102859,-2.606295036,0.576725062,0.688781661,0.743039491,-1.196028925,0.576725062,-0.661813632
0.981308753,-2.006105866,0.206741347,-0.518995513,-0.226233353,-0.449426092,0.535530414,-1.088313592,0.770574376,-2.980391941,0.535530414,1.220330395,0.470806402,-1.475292965,0.535530414,0.51439543
0.460123702,-0.822666921,0.289437886,1.115453043,-0.053173095,-0.773012879,0.535530414,-0.595856073,0.421911445,-2.031987009,0.535530414,0.435180166,-0.192411659,-1.058507384,0.535530414,0.967627988
0.2182823,-0.57734392,0.413482694,0.293249064,-0.211701576,-0.433878379,0.576725062,-0.58183593,-0.188688174,-0.715720121,0.576725062,-0.7293579,-0.172806395,-1.04502755,0.576725062,0.379523457
0.11875711,-0.517075281,0.496179233,-0.31980747,-0.248031019,-0.509187616,0.576725062,-0.951617199,-0.291822083,-0.297978577,0.576725062,0.347941252,-0.216498125,-0.582628389,0.576725062,-0.381091736
0.076927683,-0.497710276,0.496179233,-1.045737228,-0.569711728,-0.109562793,0.494335767,-0.746572609,-0.522115414,0.142797638,0.494335767,-0.072022825,-0.575554525,-0.233650459,0.494335767,-0.796685605
-0.112025938,-0.316311553,0.413482694,-0.847655785,-0.835246934,0.247791683,0.370751825,-0.66420427,-0.83796301,0.365870237,0.370751825,-0.333739568,-0.69822746,0.207371591,0.370751825,-0.992720448
-0.442814974,-0.144792935,0.289437886,-0.985980815,-0.523474255,0.195561083,0.247167884,-1.144394164,-0.960434526,0.140372936,0.247167884,-0.087238914,-0.729035732,0.403578066,0.247167884,0
1.939058403,-2.669554899,0.951010197,0.665066745,1.128524623,-1.558415342,1.071060829,-0.499467591,1.576308039,-2.80321549,1.071060829,0.776020576,1.751870342,-2.522090595,1.071060829,1.812930234
0.902938676,-1.647952069,0.785617119,1.14975765,0.668792029,-0.475176993,0.782698298,-0.268135233,1.435670891,-2.852921884,0.782698298,0.482857247,1.493641013,-2.270194703,0.782698298,0.525373381
1.035158131,-1.703083054,0.744268849,1.521575331,0.524795325,-0.659320224,0.535530414,-0.746572609,0.81921139,-1.565578229,0.535530414,0.855144242,0.815298892,-1.379844846,0.535530414,0.061162871
1.095738681,-1.533342855,0.785617119,-0.761340966,0.501676588,-0.906868974,0.45314112,-0.595856073,0.763542519,-1.650615998,0.45314112,-0.475756405,0.698787611,-1.078795216,0.45314112,0.784139375
1.000540674,-1.441260278,0.537527502,-0.208040845,0.442888943,-0.760380361,0.205973236,-0.348751055,0.977428182,-2.24484122,0.205973236,0.553865666,0.676381595,-1.087781772,0.205973236,1.016244629
0.732736178,-0.982428214,0.289437886,-0.899665996,0.250012625,0.036439953,0,-0.035050357,0.683848134,-1.678500072,0,0.665450324,0.195212411,-0.548316084,0,0.048616641
0.48993318,-0.578331931,0.124044808,0.518995513,0.158198213,0.194346418,-0.082389295,-0.089378411,0.302369869,-0.660298357,-0.082389295,0.316494666,0.181208651,-0.655882438,-0.082389295,0
0.2908828,-0.203085553,-0.082696539,0.052010211,0.010238298,0.085755357,-0.205973236,-0.911309288,0.050980966,-0.263166781,-0.205973236,-0.412863234,-0.297719932,-0.003403999,-0.205973236,0.023524181
0.130777061,0.001531416,-0.165393078,-0.008852802,-0.13309787,0.28933323,-0.205973236,-0.965637342,-0.3551088,0.36084764,-0.205973236,-0.277947239,-0.425434221,0.203831432,-0.205973236,-0.52694166
0.084139653,0.016450374,-0.165393078,0.397269486,-0.088181467,0.062433787,-0.205973236,-0.78688052,-0.43597516,0.347684971,-0.205973236,-0.626902896,-0.390144746,0.328826258,-0.205973236,-0.172510662
0.136546637,-0.06693771,-0.206741347,-0.008852802,-0.057136307,-0.190702423,-0.247167884,-0.527507876,-0.172280507,0.045982745,-0.247167884,-0.66646473,-0.405268807,0.548452244,-0.247167884,-0.980174218
0.124045888,-0.007459479,-0.206741347,-1.01143262,-0.024770075,-0.464730873,-0.247167884,-1.102333735,-0.050394978,-0.083912014,-0.247167884,-1.007305139,-0.372219934,0.474789716,-0.247167884,-0.56458035
1.05006287,0.136888851,0.496179233,-0.666173345,1.404628394,-2.062501364,0.411946473,-0.089378411,1.687645782,-2.393267631,0.411946473,1.521608972,1.467313945,-1.327150949,0.411946473,1.334605216
0.930344163,0.440109265,0.413482694,-0.700477952,1.036710211,-1.504970076,0.370751825,-0.047317982,1.337810875,-1.660834385,0.370751825,1.133091481,1.25949815,-0.814781089,0.370751825,0.991152169
0.83658855,0.480024889,0.289437886,-0.691625151,0.452796974,-0.832288536,0.247167884,-0.678224413,1.019619326,-1.056910354,0.247167884,1.124976233,1.066806416,-0.449872446,0.247167884,-1.042905368
0.79283593,0.487632569,0.165393078,-0.890813194,-0.277094574,-0.23224397,0.205973236,-0.212054661,0.69146598,-0.608340453,0.205973236,0.752689238,1.050001905,-0.4636246,0.205973236,-0.956650037
