S7_T,S7_H,S7_P,S8_T,S8_H,S8_P,S9_T,S9_H,S9_P,S4_T,S4_H,S4_P
11.09,78.552,0.53,13.533,64.417,0.47,6.679,99.924,0.53,13.139,72.72,0.53
10.098,85.667,0.6,13.789,63.714,0.46,6.235,99.921,0.6,13.03,71.142,0.6
9.43,91.532,0.78,13.96,68.666,0.66,5.626,99.916,0.78,12.524,72.198,0.78
9.17,93.925,0.7,12.864,77.802,0.61,5.7,99.916,0.7,11.663,79.34,0.7
8.99,95.401,0.56,10.461,99.599,0.51,5.929,99.917,0.56,11.691,80.562,0.56
8.453,99.675,0.39,9.258,99.857,0.34,5.96,99.918,0.39,11.286,90.375,0.39
7.784,99.724,0.26,7.821,97.552,0.22,5.733,99.908,0.26,10.252,99.135,0.26
7.206,99.537,0.16,8.038,86.155,0.12,5.854,99.918,0.16,9.949,99.824,0.16
7.303,98.55,0.08,8.05,81.164,0.04,6.076,99.693,0.08,9.805,99.825,0.08
16.449,64.233,0.11,10.768,71.139,0.05,11.245,81.424,0.11,19.116,54.18,0.11
15.897,59.783,0.16,12.211,67.4,0.07,11.973,79.59,0.16,19.568,49.741,0.16
15.929,56.169,0.18,12.642,64.745,0.07,12.122,71.235,0.18,20.183,45.81,0.18
15.95,55.088,0.18,11.876,71.604,0.07,11.564,75.439,0.18,19.451,45.985,0.18
14.188,60.412,0.16,11.459,78.323,0.05,9.106,92.563,0.16,17.067,53.632,0.16
12.765,67.019,0.13,11.876,75.774,0.05,7.404,98.956,0.13,15.862,58.62,0.13
11.337,74.359,0.11,12.275,70.171,0.04,6.768,97.667,0.11,14.446,67.945,0.11
10.389,82.308,0.08,11.433,78.405,0.04,5.151,99.796,0.08,13.222,73.964,0.08
8.26,88.821,0.07,9.779,90.969,0.03,4.223,99.611,0.07,12.353,77.946,0.07
6.48,93.059,0.05,8.15,86.85,0.02,5.45,99.912,0.05,11.323,88.258,0.05
7.461,91.312,0.04,6.45,88.505,0.02,6.62,99.455,0.04,11.887,87.719,0.04
8.73,88.642,0.02,6.607,86.764,0.01,6.855,96.695,0.02,11.877,87.787,0.02
14.75,62.474,0.12,11.208,74.879,0.03,9.345,95.984,0.12,18.295,51.75,0.12
14.967,62.168,0.13,11.525,78.394,0.04,11.009,83.498,0.13,18.379,51.491,0.13
14.975,62.546,0.13,11.659,86.072,0.04,10.787,90.379,0.13,19.141,49.309,0.13
14.395,62.153,0.11,11.023,93.477,0.04,9.717,91.456,0.11,18.072,51.824,0.11
13.457,67.851,0.09,10.725,94.736,0.04,8.47,92.497,0.09,17.415,53.321,0.09
11.796,75.053,0.09,9.951,99.186,0.04,6.703,99.922,0.09,15.279,62.898,0.09
11.18,78.724,0.07,9.669,99.863,0.03,6.304,99.919,0.07,14.018,71.49,0.07
10.005,85.707,0.06,9.624,99.865,0.04,4.84,98.731,0.06,12.549,80.677,0.06
8.958,88.049,0.05,8.91,99.856,0.04,3.321,99.897,0.05,11.896,85.861,0.05
7.945,87.981,0.03,8.485,99.851,0.03,4.154,99.901,0.03,11.187,97.294,0.03
7.888,86.448,0.02,7.694,99.845,0.01,5.741,99.914,0.02,10.935,99.804,0.02
8.323,89.322,0.02,6.956,99.635,0.01,6.179,99.919,0.02,11.178,99.838,0.02
13.833,71.538,0.71,11.298,71.81,0.75,10.194,95.575,0.71,16.398,67.639,0.71
14.088,78.922,0.65,12.419,68.046,0.63,9.709,97.068,0.65,16.359,73.246,0.65
14.305,75.059,0.56,13.617,64.57,0.51,9.252,98.415,0.56,16.607,66.778,0.56
13.699,74.55,0.41,13.933,61.411,0.34,9.688,92.846,0.41,16.771,64.233,0.41
13.04,77.406,0.28,12.942,64.765,0.19,8.501,99.073,0.28,15.607,70.386,0.28
11.713,85.485,0.2,13.14,64.692,0.13,7.787,99.927,0.2,14.463,74.677,0.2
10.843,87.105,0.18,12.378,70.086,0.12,7.32,99.924,0.18,13.067,90.717,0.18
9.927,99.649,0.2,11.718,71.061,0.12,7.01,99.923,0.2,12.936,89.478,0.2
9.726,99.737,0.22,11.189,70.324,0.13,6.848,99.923,0.22,12.379,94.712,0.22
9.466,99.735,0.24,9.79,76.857,0.13,6.008,99.917,0.24,11.905,99.841,0.24
9.233,99.668,0.27,9.07,82.427,0.13,6.593,99.92,0.27,11.397,99.838,0.27
8.87,99.727,0.27,8.093,97.443,0.12,6.936,99.924,0.27,11.266,99.836,0.27
15.842,61.702,0.02,12.06,64.505,0.04,11.777,83.009,0.02,19.371,49.121,0.02
15.94,57.185,0.02,13.056,60.929,0.04,11.361,82.363,0.02,19.943,45.664,0.02
15.725,55.884,0.02,13.559,60.323,0.04,10.155,93.316,0.02,19.572,46.683,0.02
14.972,59.358,0.02,13.266,63.6,0.03,9.147,90.22,0.02,18.973,45.807,0.02
13.562,60.794,0.02,9.398,95.843,0.03,8.377,90.763,0.02,17.239,50.139,0.02
11.875,69.633,0.01,8.803,99.854,0.02,6.067,99.915,0.01,15.349,59.456,0.01
10.456,79.313,0.01,9.02,99.857,0.02,4.421,98.322,0.01,13.872,69.32,0.01
8.71,84.673,0.01,8.73,95.934,0.02,4.016,96.586,0.01,12.373,79.11,0.01
6.964,87.446,0.01,8.136,84.198,0.02,4.175,93.582,0.01,11.037,92.872,0.01
7.331,84.667,0.01,7.754,81.269,0.02,3.611,98.188,0.01,11.163,98.924,0.01
6.857,84.921,0.01,7.663,81.491,0.02,3.239,99.896,0.01,10.707,99.759,0.01
6.419,86.264,0.01,7.072,87.321,0.02,4.011,99.025,0.01,10.337,99.829,0.01
17.081,53.203,0.48,9.23,83.784,0.56,11.714,78.491,0.48,19.942,49.349,0.48
15.196,62.966,0.48,11.373,72.961,0.54,10.561,85.9,0.48,16.384,67.538,0.48
11.704,90.571,0.45,12.068,76.118,0.47,7.893,99.926,0.45,13.965,85.361,0.45
10.752,95.507,0.44,11.883,78.629,0.48,7.434,99.925,0.44,13.629,76.028,0.44
10.068,96.9,0.49,10.507,96.694,0.51,6.613,99.921,0.49,13.417,74.047,0.49
9.611,95.321,0.49,10.535,97.906,0.49,5.76,99.915,0.49,12.623,78.344,0.49
9.095,97.765,0.41,9.424,99.157,0.39,5.826,99.828,0.41,11.771,84.852,0.41
8.135,97.058,0.28,8.846,99.856,0.24,5.816,99.748,0.28,10.62,91.784,0.28
7.096,97.894,0.18,8.45,99.852,0.13,4.23,99.904,0.18,10.18,99.824,0.18
6.848,95.315,0.14,7.899,99.847,0.08,5.291,99.912,0.14,9.791,99.822,0.14
6.952,95.398,0.13,6.397,99.655,0.07,5.629,99.635,0.13,9.954,99.825,0.13
7.26,93.695,0.12,6.198,89.472,0.09,4.738,99.91,0.12,9.411,99.82,0.12
15.329,57.553,0.33,10.871,71.542,0.36,11.706,75.863,0.33,19.38,46.762,0.33
15.393,57.634,0.29,12.697,61.402,0.3,12.232,70.838,0.29,19.966,45.579,0.29
16.468,55.21,0.24,12.796,62.855,0.24,12.089,69.894,0.24,19.752,44.799,0.24
15.762,56.035,0.17,13.592,66.004,0.19,12.059,68.378,0.17,19.796,43.862,0.17
14.293,61.03,0.14,12.933,73.145,0.15,10.017,76.499,0.14,18.69,47.592,0.14
12.78,67.86,0.09,13.542,65.781,0.1,7.767,84.058,0.09,15.968,61.408,0.09
11.075,76.411,0.07,14.426,59.173,0.07,6.843,83.989,0.07,14.627,68.651,0.07
9.962,81.449,0.05,13.354,59.991,0.06,5.153,97.683,0.05,13.606,76.075,0.05
9.327,84.814,0.02,13.052,60.265,0.03,5.632,99.485,0.02,12.896,80.09,0.02
8.993,84.147,0.01,9.447,74.137,0.01,4.909,99.908,0.01,12.557,83.265,0.01
9.561,79.071,0.01,8.427,76.291,0.01,6.194,99.917,0.01,12.152,86.536,0.01
9.321,81.159,0,8.149,76.155,0.01,6.166,99.918,0,11.449,94.674,0
12.418,68.319,1.05,11.312,69.478,1.03,10.506,81.69,1.05,16.998,54.056,1.05
14.032,64.84,1.04,12.837,64.035,1.05,12.021,71.685,1.04,18.195,52.315,1.04
16.382,54.909,0.87,13.707,63.412,0.92,13.045,65.429,0.87,19.237,49.299,0.87
15.91,57.609,0.75,13.427,67.387,0.88,11.027,74.155,0.75,17.905,49.369,0.75
13.31,63.153,0.71,13.983,64.413,0.92,9.017,80.982,0.71,17.411,50.844,0.71
11.2,72.468,0.68,14.147,62.676,0.95,6.565,85.236,0.68,14.998,63.307,0.68
8.791,82.619,0.41,11.702,69.169,0.62,5.278,87.214,0.41,13.346,72.593,0.41
7.281,85.806,0.29,12.164,67.561,0.47,3.886,98.889,0.29,12.48,75.999,0.29
6.93,83.76,0.19,9.775,77.981,0.31,3.513,97.446,0.19,11.354,81.957,0.19
6.417,83.767,0.1,8.907,81.213,0.14,3.908,94.836,0.1,10.551,84.843,0.1
5.766,86.259,0.06,8.85,79.86,0.08,3.706,95.977,0.06,9.971,91,0.06
6.288,84.197,0.06,8.268,81.373,0.05,4.376,96.639,0.06,9.8,97.101,0.06
12.31,68.16,0.42,12.953,63.683,0.37,7.869,99.542,0.42,16.968,51.727,0.42
13.178,63.936,0.4,13.075,63.518,0.33,8.545,92.153,0.4,16.351,56.653,0.4
13.445,66.071,0.3,14.18,60.685,0.24,9.37,87.135,0.3,16.44,55.844,0.3
12.605,69.561,0.18,14.441,59.315,0.14,8.295,91.127,0.18,16.608,53.74,0.18
12.467,66.93,0.11,14.011,62.226,0.08,7.266,99.919,0.11,15.86,55.737,0.11
11.276,70.737,0.05,13.924,60.03,0.03,6.639,99.921,0.05,14.564,60.941,0.05
10.308,75.234,0.03,13.956,61.647,0.02,6.238,99.919,0.03,13.229,71.91,0.03
10.148,77.917,0.03,13.185,63.393,0.01,6.142,99.918,0.03,12.268,77.91,0.03
9.877,77.424,0.04,11.102,70.406,0.02,6.156,99.918,0.04,11.47,85.56,0.04
9.936,78.011,0.05,9.074,77.092,0.02,6.168,99.918,0.05,11.478,84.325,0.05
9.745,81.617,0.05,8.378,79.907,0.03,6.131,99.919,0.05,11.717,82.637,0.05
9.505,83.057,0.05,8.276,80.852,0.03,5.975,99.918,0.05,11.27,92.159,0.05
16.202,58.34,0.03,10.963,68.979,0.03,12.674,71.009,0.03,20.03,48.385,0.03
17.162,53.443,0.03,13.193,63.058,0.03,11.539,77.567,0.03,20.348,47.513,0.03
16.658,55.031,0.03,14.488,59.883,0.02,12.759,71.929,0.03,19.644,48.86,0.03
15.008,62.304,0.02,14.963,58.93,0.02,11.006,84.269,0.02,11.575,99.726,0.02
13.537,71.038,0.02,13.802,63.415,0.01,8.935,98.967,0.02,11.693,97.895,0.02
11.97,79.704,0.02,14.479,58.603,0.01,7.325,99.922,0.02,11.536,98.903,0.02
10.699,86.309,0.02,14.317,58.85,0.01,6.258,99.917,0.02,10.925,99.834,0.02
9.804,89.776,0.02,12.016,82.643,0.01,6.283,99.918,0.02,10.876,99.835,0.02
9.53,95.606,0.02,11.236,72.433,0.01,6.006,99.917,0.02,11.281,99.814,0.02
9.168,99.177,0.02,8.857,86.814,0.01,6.141,99.918,0.02,11.232,99.838,0.02
9.088,98.419,0.01,8.439,84.532,0.01,6.274,96.999,0.01,10.934,99.835,0.01
8.211,99.634,0.02,8.159,85.216,0.01,6.32,95.772,0.02,10.797,99.834,0.02
16.633,57.527,0.88,13.235,65.495,0.85,12.225,79.204,0.88,15.652,64.126,0.88
17.239,54.993,0.7,14.088,63.015,0.62,11.266,82.961,0.7,14.188,75.796,0.7
16.218,60.192,0.47,14.028,62.947,0.38,10.561,91.003,0.47,12.914,90.538,0.47
15.075,64.183,0.29,13.627,63.72,0.21,10.432,86.55,0.29,12.469,95.82,0.29
13.767,69.709,0.2,12.476,66.905,0.12,9.337,93.9,0.2,12.179,99.842,0.2
12.428,75.21,0.14,13.007,64.824,0.07,8.042,99.926,0.14,11.969,99.842,0.14
10.907,92.588,0.14,12.287,67.983,0.06,7.37,99.924,0.14,11.67,99.839,0.14
10.74,94.524,0.21,11.564,69.606,0.1,6.987,99.922,0.21,11.608,99.84,0.21
10.412,94.087,0.28,9.693,75.074,0.16,6.192,99.917,0.28,11.522,99.841,0.28
9.912,99.577,0.29,8.447,81.01,0.16,6.608,99.92,0.29,11.394,99.839,0.29
9.69,99.734,0.31,7.854,84.577,0.18,6.795,99.922,0.31,11.101,99.837,0.31
9.303,99.734,0.35,7.512,89.544,0.24,6.557,99.92,0.35,10.915,99.784,0.35
15.732,61.588,0.83,10.475,79.635,0.94,10.544,93.48,0.83,12.948,75.908,0.83
16.418,57.436,0.76,10.151,90.816,0.77,11.202,87.179,0.76,12.507,77.964,0.76
16.23,57.269,0.66,9.779,99.486,0.59,11.532,84.356,0.66,12.04,79.932,0.66
12.958,72.3,0.61,9.407,99.857,0.49,8.089,99.471,0.61,11.609,81.211,0.61
11.58,81.727,0.57,9.714,99.859,0.43,6.661,99.919,0.57,11.412,83.118,0.57
10.972,81.258,0.49,9.572,99.859,0.39,6.071,99.916,0.49,11.222,93.074,0.49
10.075,90.292,0.4,9.372,99.857,0.33,5.837,99.916,0.4,11.314,94.432,0.4
9.381,92.374,0.31,8.897,99.855,0.24,5.427,99.913,0.31,11.298,89.986,0.31
8.672,94.883,0.23,8.529,99.851,0.17,5.194,99.909,0.23,10.764,97.077,0.23
8.42,94.745,0.17,7.943,99.845,0.13,5.73,99.914,0.17,10.509,99.83,0.17
8.095,95.415,0.13,7.501,99.842,0.11,5.887,99.917,0.13,10.445,99.83,0.13
8.388,95.888,0.12,6.529,99.834,0.1,6.687,99.283,0.12,10.144,99.826,0.12
16.897,52.876,0.32,10.063,76.864,0.3,12.856,68.295,0.32,16.178,54.385,0.32
16.666,48.77,0.35,12.223,66.724,0.3,12.744,68.332,0.35,14.446,67.942,0.35
15.432,55.474,0.32,12.664,67.609,0.25,11.971,72.462,0.32,13.333,79.001,0.32
14.557,56.716,0.27,14.97,61.857,0.21,11.594,73.663,0.27,13.016,79.197,0.27
13.559,60.715,0.22,13.384,73.488,0.15,9.497,79.397,0.22,12.759,82.717,0.22
11.774,69.676,0.22,10.648,74.354,0.15,7.288,84.91,0.22,12.2,95.145,0.22
9.493,78.778,0.25,11.903,65.168,0.2,5.174,93.362,0.25,11.594,99.838,0.25
9.438,80.676,0.34,11.969,70.365,0.39,5.615,91.797,0.34,11.114,99.832,0.34
9.277,82.327,0.56,10.284,70.711,0.73,6.4,91.467,0.56,11.187,99.834,0.56
9.471,86.509,0.53,8,76.425,0.67,7.313,90.762,0.53,11.477,99.712,0.53
9.562,90.589,0.35,6.279,92.848,0.43,7.015,97.34,0.35,11.227,97.818,0.35
9.183,98.614,0.2,5.32,86.922,0.24,6.59,99.92,0.2,11.082,98.998,0.2
13.047,79.046,0.34,10.626,72.069,0.37,8.182,99.93,0.34,12.576,78.462,0.34
11.311,83.1,0.31,12.587,63.937,0.35,7.247,99.925,0.31,11.575,82.636,0.31
11.587,78.664,0.21,13.115,61.422,0.23,6.997,99.924,0.21,9.818,97.979,0.21
11.41,77.662,0.15,13.004,63.743,0.15,6.789,99.923,0.15,8.957,99.813,0.15
11.01,83.44,0.11,10.304,94.917,0.1,6.914,99.924,0.11,8.748,99.812,0.11
9.595,92.65,0.08,10.392,95.786,0.07,5.68,99.915,0.08,8.31,99.81,0.08
7.738,96.955,0.06,9.777,97.455,0.05,3.988,99.902,0.06,9.036,99.37,0.06
6.501,96.812,0.04,9.066,99.855,0.03,2.588,99.891,0.04,8.685,99.675,0.04
5.566,98.142,0.03,8.423,99.849,0.02,2.956,99.894,0.03,9.175,99.276,0.03
5.506,95.88,0.02,7.644,99.842,0.02,4.034,98.918,0.02,8.711,98.024,0.02
5.831,94.443,0.02,7.556,99.841,0.01,4.078,99.904,0.02,8.585,97.97,0.02
5.212,96.102,0.02,6.951,99.835,0.02,3.55,99.901,0.02,8.491,94.496,0.02
15.615,60.208,0.09,7.598,99.114,0.08,10.723,81.929,0.09,15.596,66.127,0.09
15.823,59.534,0.1,9.034,90.064,0.09,11.359,79.136,0.1,14.091,77.865,0.1
15.874,59.26,0.1,10.426,83.841,0.09,11.744,74.48,0.1,13.187,84.244,0.1
16.653,56.513,0.09,10.316,84.564,0.09,12.422,72.396,0.09,12.916,85.284,0.09
13.507,69.382,0.08,8.765,97.869,0.08,9.966,84.949,0.08,12.397,91.349,0.08
11.761,79.426,0.06,7.117,99.839,0.06,7.873,98.828,0.06,11.785,99.794,0.06
11.354,83.885,0.04,7.228,99.84,0.04,8.105,91.999,0.04,11.337,99.838,0.04
11.117,85.496,0.02,8.387,99.857,0.03,6.929,93.407,0.02,11.33,99.839,0.02
10.607,89.003,0.01,8.245,99.854,0.02,6.103,99.916,0.01,11.426,99.84,0.01
10.301,96.053,0.01,7.393,99.842,0.02,5.688,99.915,0.01,11.15,99.839,0.01
9.273,95.523,0.01,7.084,99.838,0.01,4.748,99.908,0.01,10.4,0,0.01
7.946,95.765,0.01,6.224,98.336,0.01,4.179,99.902,0.01,10.058,0,0.01
10.34,97.034,0.57,10.159,83.053,0.61,7.945,99.928,0.57,13.004,77.551,0.57
11.088,92.108,0.54,12.182,72.032,0.59,9.077,91.156,0.54,12.144,85.177,0.54
12.37,80.967,0.43,13.774,70.201,0.43,9.935,86.196,0.43,11.087,97.588,0.43
12.81,76.429,0.33,12.116,74.857,0.3,9.083,88.541,0.33,10.527,99.827,0.33
11.315,84.087,0.28,9.309,93.009,0.24,7.897,93.732,0.28,10.293,91.458,0.28
9.601,92.995,0.23,10.169,94.215,0.19,6.694,99.921,0.23,10.227,95.488,0.23
7.589,95.634,0.18,10.56,86.946,0.15,5.408,99.913,0.18,10.466,99.832,0.18
6.843,94.058,0.16,9.712,99.804,0.13,3.602,99.898,0.16,10.534,99.834,0.16
5.944,95.425,0.12,8.935,99.854,0.1,3.069,99.893,0.12,10.42,99.834,0.12
5.771,93.583,0.07,8.333,99.849,0.05,2.812,99.892,0.07,10.416,99.834,0.07
5.745,94.824,0.06,8.136,99.848,0.04,4.424,99.906,0.06,10.17,94.917,0.06
5.887,97.167,0.05,7.821,99.846,0.03,4.02,99.904,0.05,9.974,99.22,0.05
15.688,64.574,0.04,10.262,80.605,0,10.921,83.295,0.04,14.614,72.903,0.04
16.856,56.692,0.05,11.245,76.868,0,12.355,75.526,0.05,13.506,79.97,0.05
16.599,57.807,0.06,10.184,95.904,0,13.077,70.204,0.06,13.156,86.179,0.06
14.437,68.063,0.07,9.106,95.526,0,12.021,77.398,0.07,12.32,94.522,0.07
13.584,69.018,0.08,6.532,99.832,0,9.817,93.513,0.08,11.615,99.84,0.08
12.162,74.929,0.08,7.919,99.812,0,8.114,92.389,0.08,11.455,99.839,0.08
11.457,86.33,0.07,8.954,94.305,0.01,7.053,98.767,0.07,11.568,99.839,0.07
11.222,91.302,0.06,9.349,90.923,0,6.386,99.917,0.06,11.201,99.837,0.06
10.951,91.679,0.04,9.001,89.429,0,4.984,99.909,0.04,11.238,99.839,0.04
10.18,98.408,0.02,7.466,96.147,0,5.351,99.912,0.02,11.31,99.84,0.02
9.434,92.721,0.02,6.102,93.593,0,5.505,99.912,0.02,11.104,99.837,0.02
9.314,96.532,0.01,5.642,95.854,0,5.989,99.917,0.01,11.099,99.838,0.01
16.007,61.954,0.12,9.58,90.381,0.12,12.758,72.266,0.12,12.894,84.879,0.12
15.36,60.709,0.15,11.404,81.432,0.14,12.779,76.769,0.15,12.525,90.669,0.15
13.109,63.862,0.17,11.514,79.962,0.17,8.964,89.905,0.17,11.77,97.431,0.17
10.461,79.352,0.19,11.829,80.874,0.19,8.313,87.944,0.19,11.206,99.832,0.19
9.634,93.032,0.22,11.347,96.346,0.22,7.89,85.628,0.22,11.472,94.774,0.22
9.37,98.52,0.25,10.548,99.571,0.25,7.629,86.032,0.25,11.375,90.113,0.25
9.223,99.731,0.27,9.638,99.863,0.27,7.251,96.741,0.27,11.368,99.282,0.27
8.261,99.272,0.23,9.373,99.263,0.23,5.333,99.91,0.23,11.519,94.875,0.23
6.613,97.165,0.17,8.624,99.854,0.15,4.182,99.9,0.17,11.331,99.842,0.17
6.419,92.424,0.1,7.822,99.846,0.08,4.406,99.906,0.1,10.96,99.837,0.1
7.041,90.739,0.06,7.201,99.841,0.05,4.873,99.908,0.06,10.953,99.838,0.06
7.687,91.536,0.04,6.02,99.829,0.04,5.858,99.915,0.04,11.006,95.943,0.04
16.366,60.346,0.1,11.328,77.371,0.06,12.78,74.716,0.1,15.897,65.946,0.1
17.522,57.211,0.12,11.124,79.576,0.08,12.903,72.351,0.12,14.456,74.814,0.12
16.441,59.982,0.14,11.089,85.817,0.09,13.113,69,0.14,13.59,79.572,0.14
15.543,65.085,0.15,10.577,91.029,0.1,12.376,73.637,0.15,12.86,85.14,0.15
13.878,70.931,0.16,9.387,99.862,0.11,10.226,83.45,0.16,12.241,96.097,0.16
11.751,80.919,0.16,9.135,99.858,0.11,7.28,96.795,0.16,11.95,99.641,0.16
10.554,85.714,0.18,9.403,99.862,0.11,7.231,94.533,0.18,11.641,99.841,0.18
10.462,88.409,0.16,8.612,99.854,0.09,6.77,97.112,0.16,11.29,99.839,0.16
10.772,91.365,0.16,8.402,99.852,0.08,6.311,99.917,0.16,11.275,99.838,0.16
10.521,95.412,0.15,7.243,99.842,0.07,5.234,99.909,0.15,11.363,99.84,0.15
10.164,98.742,0.13,7.041,99.839,0.05,4.178,99.902,0.13,11.182,99.838,0.13
10.085,99.522,0.1,6.589,99.836,0.03,3.913,99.898,0.1,11.288,99.813,0.1
14.535,66.304,0.97,9.91,87.865,1.01,10.964,81.336,0.97,13.73,71.946,0.97
15.087,65.214,1,12.015,75.064,1.06,11.973,77.009,1,12.487,86.149,1
14,69.823,1.01,13.646,66.012,1.09,11.569,82.279,1.01,12.349,86.106,1.01
14.719,64.2,1.02,14.191,65.113,1.15,10.296,94.788,1.02,11.57,99.835,1.02
13.206,67.691,0.85,14.53,65.26,0.92,8.589,99.927,0.85,11.16,99.832,0.85
11.648,70.907,0.65,13.823,71.109,0.64,7.81,99.924,0.65,11.207,99.836,0.65
10.471,80.26,0.3,11.534,92.038,0.3,7.458,94.122,0.3,11.131,99.837,0.3
9.828,86.869,0.15,10.515,99.342,0.16,6.233,99.538,0.15,10.929,99.835,0.15
9.01,89.467,0.07,9.399,98.18,0.08,4.555,99.904,0.07,10.52,99.65,0.07
7.623,92.413,0.04,9.02,97.915,0.04,4.951,99.908,0.04,10.867,99.835,0.04
7.149,94.589,0.03,8.569,99.851,0.03,5.732,99.912,0.03,10.694,99.781,0.03
7.83,90.257,0.03,7.948,99.847,0.03,5.705,99.913,0.03,10.39,99.814,0.03
14.388,59.724,0.03,11.121,77.68,0.03,11.591,76.02,0.03,15.258,67.733,0.03
15.987,54.126,0.03,12.221,72.227,0.03,11.545,75.998,0.03,14.338,73.558,0.03
16.22,53.212,0.03,12.216,81.753,0.03,11.706,72.401,0.03,13.153,85.079,0.03
15.653,58.753,0.03,10.479,98.286,0.02,11.453,69.415,0.03,12.36,97.777,0.03
14.181,62.367,0.03,10.592,98.833,0.03,8.382,88.512,0.03,12.248,99.843,0.03
11.373,75.399,0.04,10.617,98.747,0.03,6.546,94.455,0.04,12.377,99.847,0.04
9.207,83.488,0.03,10.041,99.868,0.03,6.78,90.904,0.03,12.328,99.847,0.03
8.542,85.765,0.03,9.416,99.86,0.02,6.623,89.428,0.03,12.107,99.845,0.03
8.092,86.497,0.02,8.814,99.855,0.02,6.081,97.454,0.02,11.912,99.844,0.02
7.12,90.822,0.02,8.494,99.851,0.01,5.815,99.781,0.02,11.834,99.76,0.02
7.371,89.452,0.01,8.359,99.85,0.01,6.933,99.921,0.01,11.715,97.56,0.01
8.36,87.813,0.01,8.097,99.848,0.01,6.823,99.92,0.01,11.67,95.976,0.01
16.32,53.227,0.15,9.681,92.384,0.13,12.042,74.123,0.15,16.111,64.097,0.15
17.796,48.671,0.25,10.759,85.784,0.21,11.908,74.63,0.25,14.875,71.602,0.25
16.544,53.827,0.41,10.615,91.451,0.34,11.988,73.779,0.41,13.568,81.328,0.41
16.553,53.182,0.53,11.118,92.937,0.44,12.927,68.834,0.53,13.416,84.195,0.53
14.804,59.905,0.55,9.645,98.411,0.44,10.551,80.825,0.55,12.346,99.843,0.55
12.948,71.417,0.47,9.774,99.24,0.36,8.886,94.868,0.47,12.291,99.843,0.47
11.443,78.366,0.39,9.458,99.865,0.32,7.236,99.919,0.39,11.843,99.842,0.39
9.917,84.739,0.31,9.03,99.859,0.3,7.117,99.919,0.31,11.427,99.737,0.31
10.29,84.402,0.23,8.577,99.854,0.24,7.41,99.921,0.23,11.2,99.427,0.23
9.986,97.621,0.17,7.678,99.847,0.17,7.327,99.922,0.17,11.125,99.641,0.17
9.762,99.736,0.12,7.405,99.843,0.13,7.122,99.921,0.12,11.06,99.74,0.12
9.562,99.734,0.08,7.342,99.843,0.09,6.683,99.919,0.08,10.977,98.527,0.08
13.902,71.991,0.5,11.752,72.387,0.39,12.156,75.905,0.5,16.027,68.412,0.5
15.281,64.253,0.43,12.652,71.976,0.34,11.879,75.507,0.43,14.565,72.214,0.43
15.788,61.857,0.34,12.892,70.423,0.29,12.405,70.693,0.34,13.932,74.936,0.34
14.415,69.188,0.26,11.973,85.87,0.25,12.791,67.862,0.26,12.594,87.522,0.26
12.868,73.777,0.23,10.055,91.291,0.24,10.187,86.473,0.23,11.647,99.838,0.23
11.829,76.938,0.22,9.103,96.479,0.24,8.323,96.933,0.22,11.704,99.84,0.22
10.445,91.388,0.2,9.177,88.113,0.21,7.802,99.923,0.2,11.48,99.839,0.2
9.724,97.714,0.19,9.732,90.28,0.2,7.703,99.922,0.19,11.327,99.838,0.19
9.806,97.046,0.16,8.74,99.551,0.16,6.845,99.918,0.16,11.424,99.839,0.16
9.582,99.736,0.12,7.982,99.848,0.13,6.605,99.918,0.12,11.201,99.838,0.12
9.56,99.735,0.09,7.681,99.846,0.1,6.47,99.917,0.09,11.172,99.503,0.09
9.079,98.818,0.07,7.164,99.84,0.07,6.589,99.917,0.07,11.401,99.837,0.07
10.865,93.909,0.78,10.034,83.614,0.47,9.96,88.846,0.78,12.985,82.209,0.78
11.89,81.184,0.85,11.761,69.875,0.54,7.58,99.92,0.85,12.314,82.485,0.85
11.719,82.406,0.89,13.145,65.328,0.59,7.171,99.918,0.89,12.266,84.052,0.89
10.328,95.444,0.87,11.776,83.337,0.61,7.134,99.919,0.87,11.64,94.495,0.87
9.976,98.467,0.8,10.282,99.401,0.61,6.843,99.919,0.8,11.577,99.839,0.8
9.698,98.108,0.74,9.442,99.866,0.62,6.553,99.917,0.74,11.373,99.806,0.74
9.516,98.89,0.68,8.405,99.856,0.61,6.205,99.915,0.68,11.317,99.838,0.68
9.17,99.732,0.63,8.63,98.845,0.57,5.631,99.912,0.63,11.095,94.018,0.63
9.124,99.734,0.6,8.446,99.854,0.52,4.974,99.907,0.6,11.005,0,0.6
9.224,99.688,0.54,7.712,99.847,0.46,4.731,99.905,0.54,10.544,0,0.54
9.139,99.683,0.49,7.693,99.846,0.41,4.432,99.904,0.49,10.475,0,0.49
8.948,99.732,0.46,7.696,99.847,0.38,4.83,99.906,0.46,10.557,0,0.46
11.673,87.956,0.53,9.179,96.477,0.44,11.408,75.959,0.53,13.259,82.336,0.53
11.873,87.353,0.52,9.565,95.68,0.43,10.684,81.085,0.52,12.749,82.601,0.52
12.7,81.404,0.52,8.953,99.861,0.42,9.723,84.862,0.52,12.449,85.296,0.52
11.066,92.021,0.54,7.822,99.851,0.4,8.574,99.926,0.54,11.981,92.801,0.54
11.211,90.826,0.58,8.257,99.857,0.4,7.295,99.92,0.58,11.798,97.457,0.58
10.496,96.047,0.66,8.241,99.856,0.43,6.909,99.919,0.66,11.583,99.838,0.66
