S7_T,S7_H,S7_P,S8_T,S8_H,S8_P,S9_T,S9_H,S9_P,S4_T,S4_H,S4_P
15.305,53.943,0.02,11.932,63.252,0.01,11.134,85.283,0.02,14.078,63.415,0.02
15.406,55.084,0.01,13.682,59.196,0.01,10.871,79.676,0.01,12.284,78.896,0.01
14.407,57.947,0.01,13.931,58.162,0.01,10.336,81.564,0.01,11.177,88.444,0.01
13.164,61.001,0.01,13.949,59.773,0.01,8.267,94.702,0.01,10.454,98.99,0.01
12.046,64.145,0.01,11.162,83.821,0.01,6.011,99.912,0.01,9.17,99.799,0.01
10.561,70.163,0.01,9.594,95.659,0.01,5.758,99.91,0.01,7.881,99.684,0.01
9.289,78.797,0.01,9.679,89.606,0.01,5.118,99.907,0.01,9.131,98.172,0.01
8.012,82.937,0.01,7.418,99.837,0.01,5.076,99.908,0.01,9.518,99.823,0.01
8.175,79.636,0,7.234,99.834,0,4.986,99.908,0,9.697,99.826,0
7.253,83.623,0,7.07,99.834,0,5.575,99.911,0,9.808,99.827,0
7.476,84.961,0,6.903,99.832,0,5.786,99.913,0,9.801,99.828,0
12.94,66.52,0.67,7.885,98.546,0.66,10.386,88.153,0.67,13.834,73.235,0.67
14.995,58.687,0.64,10.867,74.145,0.6,9.737,88.35,0.64,12.299,87.503,0.64
12.972,64.403,0.52,11.641,69.29,0.43,8.899,95.968,0.52,11.345,96.961,0.52
11.099,84.624,0.41,9.591,92.178,0.31,9,91.632,0.41,11.428,99.521,0.41
11.308,81.809,0.31,12.362,68.158,0.21,7.92,98.486,0.31,10.888,99.831,0.31
10.174,90.571,0.21,13.857,56.826,0.13,6.73,99.918,0.21,10.794,99.515,0.21
9.431,99.126,0.13,9.903,84.294,0.08,6.595,99.918,0.13,10.814,99.141,0.13
9.28,99.73,0.07,8.304,94.086,0.04,6.6,99.917,0.07,10.853,99.725,0.07
9.033,99.728,0.05,7.55,99.653,0.03,6.421,99.916,0.05,10.667,0,0.05
8.82,99.728,0.05,6.82,99.833,0.04,6.287,99.916,0.05,10.532,0,0.05
8.792,99.729,0.07,6.587,99.83,0.06,6.026,99.915,0.07,10.469,0,0.07
8.92,99.006,0.08,6.441,99.83,0.07,6.068,99.916,0.08,10.377,0,0.08
14.597,69.049,0.22,8.386,85.986,0.23,10.618,85.986,0.22,13.313,74.152,0.22
14.638,60.981,0.22,9.923,81.92,0.22,10.443,86.109,0.22,12.241,81.188,0.22
14.938,57.097,0.18,11.732,74.299,0.17,9.991,84.887,0.18,12.81,71.327,0.18
13.632,58.582,0.15,12.079,72.645,0.14,10.126,80.859,0.15,11.908,74.807,0.15
12.346,66.863,0.13,11.147,74.295,0.1,9.197,77.583,0.13,11.159,86.854,0.13
11.216,75.379,0.12,12.353,67.016,0.09,6.932,98.229,0.12,10.443,96.793,0.12
8.654,96.556,0.08,11.587,69.652,0.06,5.984,99.914,0.08,10.062,99.673,0.08
8.409,98.602,0.07,10.855,71.676,0.05,5.062,99.909,0.07,10.03,99.826,0.07
8.428,87.308,0.09,8.968,78.329,0.07,5.162,99.91,0.09,9.696,99.772,0.09
8.101,94.764,0.11,7.347,85.342,0.09,5.352,99.91,0.11,9.624,99.814,0.11
7.913,98.367,0.12,7.25,84.605,0.11,5.109,99.91,0.12,9.703,99.817,0.12
7.579,99.718,0.15,6.976,86.223,0.15,5.516,99.913,0.15,9.752,0,0.15
13.041,74.606,0.27,7.627,82.801,0.22,9.671,94.99,0.27,13.233,73.406,0.27
13.726,69.087,0.29,8.302,81.087,0.23,10.42,86.202,0.29,12.476,78.196,0.29
13.075,70.436,0.28,8.975,78.59,0.21,9.173,95.306,0.28,11.852,82.293,0.28
12.005,76.045,0.24,9.72,75.862,0.18,8.391,81.927,0.24,11.033,90.33,0.24
11.294,76.136,0.2,10.375,72.876,0.15,7.657,90.302,0.2,10.564,99.827,0.2
10.217,83.277,0.16,11.011,73.064,0.12,7.363,84.106,0.16,10.837,99.828,0.16
9.737,84.312,0.13,11.521,68.235,0.1,6.671,98.867,0.13,10.477,99.829,0.13
8.792,90.295,0.12,10.866,70.397,0.1,6.256,99.915,0.12,10.003,99.783,0.12
7.808,99.114,0.13,9.729,75.193,0.11,6.108,99.914,0.13,9.982,99.76,0.13
7.075,99.712,0.14,7.995,81.569,0.12,6.177,99.914,0.14,10.042,99.577,0.14
6.981,99.712,0.14,7.36,81.554,0.11,6.182,99.263,0.14,9.956,0,0.14
7.644,99.718,0.13,7.274,80.992,0.1,5.832,99.915,0.13,9.954,0,0.13
13.115,64.543,0.45,9.295,75.5,0.46,7.173,99.924,0.45,12.292,74.25,0.45
13.37,63.425,0.3,12.195,65.345,0.3,7.301,99.925,0.3,11.232,83.175,0.3
12.299,64.705,0.18,13.555,60.112,0.18,6.56,99.92,0.18,10.639,97.345,0.18
11.584,66.662,0.13,13.458,60.144,0.13,6.349,99.919,0.13,10.423,89.529,0.13
11.111,68.125,0.16,13.987,58.791,0.13,6.044,99.916,0.16,10.095,96.291,0.16
10.034,76.968,0.24,14.092,57.152,0.2,5.79,99.914,0.24,9.933,99.825,0.24
8.934,87.581,0.28,12.307,61.839,0.26,5.633,99.913,0.28,9.866,99.825,0.28
8.695,91.271,0.3,11.45,64.017,0.3,5.654,99.913,0.3,10.028,99.827,0.3
8.72,91.595,0.31,9.49,70.426,0.34,5.844,99.915,0.31,9.931,99.827,0.31
8.305,96.507,0.32,7.358,76.194,0.39,6.006,99.916,0.32,10.023,99.828,0.32
7.833,99.721,0.32,6.903,77.033,0.41,6.425,99.766,0.32,10.008,99.828,0.32
7.66,99.72,0.29,6.663,78.252,0.39,6.428,99.76,0.29,10.043,99.828,0.29
14.114,63.64,0.01,8.035,76.991,0.01,8.271,99.928,0.01,13.544,69.453,0.01
13.891,60.308,0.01,9.835,67.115,0.01,7.896,99.928,0.01,11.729,83.233,0.01
12.947,65.763,0.01,10.899,62.079,0.01,8.183,99.93,0.01,11.084,87.345,0.01
13.148,64.663,0,10.575,64.356,0.01,7.881,99.909,0,10.971,87.506,0
12.055,66.486,0,11.129,63.512,0,6.948,99.923,0,10.761,89.393,0
10.884,70.706,0,10.816,66.82,0,6.274,99.918,0,10.309,89.612,0
10.367,73.53,0,11.17,64.534,0,6.147,99.918,0,9.589,91.985,0
9.1,92.751,0,11.257,62.203,0,6,99.917,0,8.996,98.79,0
8.409,99.704,0,10.015,66.348,0,5.737,99.916,0,8.437,99.051,0
8.238,99.725,0,8.276,75.034,0,5.658,99.915,0,8.453,95.615,0
8.036,99.723,0,8.106,76.13,0,5.365,99.914,0,8.523,94.589,0
7.675,99.72,0,7.628,80.85,0,5.039,99.912,0,8.258,90.802,0
13.288,61.327,0.04,8.026,68.137,0.03,8.349,89.627,0.04,12.298,74.556,0.04
13.239,61.586,0.04,7.998,69.197,0.03,8.222,96.516,0.04,11.46,80.177,0.04
13.552,63.277,0.04,9.045,64.424,0.02,8.278,92.111,0.04,11.252,80.342,0.04
12.431,68.498,0.03,9.914,63.008,0.02,8.047,88.243,0.03,10.963,86.152,0.03
10.817,79.104,0.02,8.413,71.098,0.01,6.579,99.92,0.02,10.439,99.704,0.02
9.848,84.458,0.02,8.484,72.65,0.01,6.471,98.367,0.02,10.313,99.829,0.02
9.278,88.021,0.02,10.297,61.822,0.01,6.725,92.68,0.02,10.101,99.783,0.02
9.168,85.994,0.03,8.567,72.874,0.02,6.291,98.729,0.03,9.846,99.061,0.03
8.82,89.998,0.04,7.547,76.682,0.03,5.87,99.916,0.04,9.728,0,0.04
7.822,99.359,0.04,6.894,74.362,0.03,5.604,99.915,0.04,9.599,0,0.04
7.037,99.713,0.05,6.574,71.287,0.03,5.62,99.915,0.05,9.652,0,0.05
6.709,99.71,0.05,6.141,69.602,0.04,5.968,98.408,0.05,9.508,99.819,0.05
11.856,56.815,0.03,9.733,59.934,0.03,6.072,99.921,0.03,11.761,76.749,0.03
11.708,58.885,0.03,10.615,57.409,0.03,5.676,99.918,0.03,11.118,80.901,0.03
12.051,58.933,0.02,10.97,56.829,0.02,5.325,99.915,0.02,10.89,79.297,0.02
11.603,61.435,0.02,10.195,58.104,0.01,5.149,99.913,0.02,10.389,79.65,0.02
9.978,69.055,0.02,9.421,62.24,0.01,5.024,99.912,0.02,9.914,81.432,0.02
8.998,78.762,0.01,8.368,68.849,0.01,4.785,99.91,0.01,10.36,77.399,0.01
8.898,80.531,0.01,7.52,79.031,0.01,4.678,99.909,0.01,10.364,77.077,0.01
8.687,78.79,0.02,7.351,73.992,0.01,4.871,99.911,0.02,10.169,78.656,0.02
7.99,82.925,0.01,6.867,71.859,0.01,4.886,99.912,0.01,9.839,80.409,0.01
8.43,73.722,0.01,5.325,70.216,0.01,4.699,99.906,0.01,9.462,83.607,0.01
8.332,72.524,0.01,4.401,76.935,0.01,4.95,96.017,0.01,9.349,83.617,0.01
7.983,78.318,0.01,5.058,71.268,0.01,4.758,99.723,0.01,9.169,84.781,0.01
14.514,47.929,0.01,9.235,68.511,0,7.522,86.054,0.01,11.963,74.902,0.01
13.195,52.212,0.02,12.278,58.611,0.01,7.192,93.785,0.02,11.313,77.818,0.02
11.71,63.31,0.01,13.945,49.435,0,6.195,99.64,0.01,11.295,72.527,0.01
10.904,66.519,0.01,13.399,50.325,0,6.127,99.339,0.01,10.78,76.96,0.01
10.959,67.508,0,13.933,49.096,0,6.008,99.764,0,10.002,85.353,0
9.384,80.33,0,14.592,48.599,0,5.19,99.914,0,9.173,94.161,0
8.402,95.266,0,14.191,49.894,0,5.034,99.913,0,9.088,98.504,0
8.093,99.722,0,13.103,52.54,0,4.694,99.91,0,9.181,96.906,0
7.392,98.872,0,11.352,61.781,0,4.207,99.906,0,8.931,98.137,0
6.939,96.826,0.01,9.533,70.285,0,4.467,99.707,0.01,9.007,99.226,0.01
6.891,96.768,0.01,7.961,77.126,0,4.029,99.905,0.01,8.809,99.818,0.01
5.325,99.082,0,6.415,82.601,0,4.133,99.793,0,8.398,99.795,0
16.235,51.198,0.02,11.301,66.406,0.01,10.671,79.48,0.02,13.997,69.195,0.02
16.366,51.925,0.02,11.118,65.498,0.01,10.828,80.076,0.02,12.991,75.051,0.02
15.572,54.428,0.03,11.187,65.045,0.01,11.113,75.615,0.03,12.146,80.582,0.03
14.862,58.002,0.03,8.671,92.791,0.01,10.013,81.52,0.03,11.476,88.509,0.03
13.632,64.077,0.03,8.675,96.236,0.01,9.049,94.635,0.03,10.693,99.829,0.03
11.477,74.44,0.02,8.916,95.821,0.01,7.58,99.12,0.02,10.742,99.831,0.02
9.391,84.635,0.02,8.659,98.694,0.01,5.288,99.911,0.02,10.8,99.834,0.02
8.81,85.874,0.01,8.367,99.698,0,4.328,99.904,0.01,10.68,99.833,0.01
8.288,89.507,0.01,7.452,99.839,0,5.375,99.913,0.01,10.781,99.835,0.01
8.491,90.948,0.01,5.949,99.825,0,5.217,99.913,0.01,10.724,99.835,0.01
7.77,98.414,0.01,5.887,99.824,0,4.728,99.909,0.01,10.386,99.831,0.01
8.232,99.203,0.01,5.433,99.821,0,4.853,99.911,0.01,10.521,99.832,0.01
13.838,66.173,0.04,8.313,89.871,0.05,10.25,86.668,0.04,12.797,77.48,0.04
13.334,67.116,0.03,11.699,67.229,0.04,10.312,89.646,0.03,11.965,82.475,0.03
13.85,67.08,0.03,12.937,60.735,0.03,9.645,95.069,0.03,11.515,91.236,0.03
12.863,72.732,0.02,13.736,60.17,0.02,8.639,99.925,0.02,11.14,95.989,0.02
11.856,78.693,0.02,13.628,59.665,0.02,7.685,99.927,0.02,11.005,99.833,0.02
10.816,84.195,0.01,11.995,62.383,0.01,6.306,99.919,0.01,10.821,99.833,0.01
9.606,90.066,0.01,11.465,62.811,0.01,6.129,99.917,0.01,10.432,99.724,0.01
8.286,95.425,0.01,10.445,78.475,0.01,6.013,99.917,0.01,10.486,99.822,0.01
6.893,97.511,0,10.03,73.085,0,5.184,99.913,0,10.158,0,0
7.034,97.324,0,8.552,75.928,0,5.522,99.914,0,10.138,0,0
7.649,98.02,0,7.09,79.747,0,5.747,99.917,0,10.139,0,0
8.092,97.999,0,6.077,82.623,0,5.601,99.916,0,10.049,0,0
14.653,68.566,0.05,7.518,93.176,0.06,10.834,87.611,0.05,14.179,65.427,0.05
14.794,67.61,0.05,10.712,70.843,0.05,10.69,88.929,0.05,12.775,75.891,0.05
13.94,70.315,0.06,12.033,59.906,0.05,10.073,93.87,0.06,12.043,78.316,0.06
13.477,69.726,0.07,13.114,56.857,0.06,9.333,91.764,0.07,11.504,83.086,0.07
12.121,70.586,0.07,13.36,55.556,0.06,7.716,99.926,0.07,11.066,86.035,0.07
10.966,77.091,0.05,14.161,54.573,0.04,6.998,99.923,0.05,10.83,86.459,0.05
10.168,86.537,0.03,12.552,74.981,0.02,6.234,99.919,0.03,10.312,99.248,0.03
8.962,88.108,0.01,9.574,92.494,0,5.42,99.915,0.01,10.307,99.828,0.01
8.189,93.595,0.01,8.254,98.26,0,5.157,99.913,0.01,10.04,99.826,0.01
8.08,97.417,0.01,8.175,92.063,0,5.214,99.913,0.01,9.703,99.823,0.01
8.708,88.874,0.01,7.586,91.234,0,5.601,99.916,0.01,9.384,99.75,0.01
8.365,94.084,0,7.371,85.9,0,5.337,99.914,0,9.437,99.821,0
15.953,56.378,0.03,10.442,73.374,0.01,11.288,76.055,0.03,15.716,58.859,0.03
16.692,54.542,0.03,13.23,57.355,0.01,10.972,80.433,0.03,14.094,69.016,0.03
15.887,53.913,0.03,14.273,52.129,0.01,11.644,75.838,0.03,12.724,77.787,0.03
15.511,55.879,0.02,14.367,51.57,0,11.467,77.242,0.02,12.189,80.274,0.02
13.354,63.833,0.02,15.366,51.674,0,9.036,96.8,0.02,11.187,91.015,0.02
11.271,73.858,0.01,15.153,51.867,0,7.038,98.945,0.01,10.925,98.084,0.01
9.809,82.118,0.01,15.291,50.251,0,6.589,99.92,0.01,10.898,96.094,0.01
8.557,85.161,0,14.153,53.621,0,6.329,99.919,0,10.008,99.754,0
8.922,84.895,0,11.839,65.27,0,6.155,99.917,0,10.084,99.826,0
9.677,79.399,0,8.785,76.112,0,5.503,99.914,0,9.808,99.825,0
8.838,82.39,0,7.965,76.911,0,4.94,99.911,0,9.878,99.827,0
8.66,84.278,0,7.812,78.91,0,5.57,99.914,0,9.496,99.823,0
15.598,53.971,0.02,10.934,61.65,0.01,9.826,90.814,0.02,14.96,63.091,0.02
16.057,55.741,0.01,12.128,59.107,0.01,10.525,85.192,0.01,12.872,76.071,0.01
15.222,55.711,0.01,13.639,57.169,0,10.395,81.286,0.01,11.741,83.749,0.01
14.872,55.791,0.01,14.258,56.726,0,10.518,78.577,0.01,11.458,84.984,0.01
13.895,60.835,0.01,13.893,57.909,0,8.966,95.471,0.01,11.16,89.188,0.01
12.473,66.576,0.01,14.467,52.005,0,7.595,99.925,0.01,11.072,90.929,0.01
10.697,78.963,0.01,14.374,48.064,0,6.928,99.922,0.01,10.172,97.496,0.01
9.739,87.631,0.01,12.012,58.581,0,6.662,99.921,0.01,9.609,99.729,0.01
8.907,97.924,0.01,10.487,66.03,0,6.228,99.918,0.01,9.411,99.554,0.01
9.114,95.06,0.01,8.257,75.772,0.01,5.948,99.915,0.01,9.173,0,0.01
9.17,92.789,0.01,7.118,81.272,0.01,5.76,99.915,0.01,9.72,99.706,0.01
8.288,99.722,0.01,7.23,80.715,0.01,5.593,99.913,0.01,9.84,99.826,0.01
13.815,66.608,0,13.053,59.034,0,7.915,99.465,0,14.025,65.272,0
13.062,65.505,0,14.397,54.594,0,9.308,88.963,0,11.974,80.131,0
14.056,62.505,0,15.866,50.134,0,10.005,83.406,0,11.279,87.471,0
14.113,64.658,0,14.816,52.573,0,9.154,88.619,0,11.021,93.736,0
12.833,67.494,0,14.729,53.575,0,7.103,99.471,0,10.725,99.832,0
11.124,76.002,0,15.007,53.84,0,6.167,99.918,0,10.657,99.759,0
10.196,79.956,0,14.889,53.256,0,5.752,99.752,0,10.299,99.828,0
8.836,89.044,0,13.438,56.978,0,5.415,99.667,0,10.441,99.831,0
8.61,98.057,0,11.253,63.766,0,5.639,99.915,0,10.478,99.833,0
8.597,98.7,0,8.623,73.393,0,5.665,99.914,0,10.374,99.831,0
8.25,99.722,0,7.589,77.592,0,5.754,99.915,0,10.309,99.831,0
7.917,99.72,0,7.215,77.949,0,5.767,99.916,0,10.174,99.828,0
14.936,61.946,0,11.969,59.38,0,10.379,87.49,0,12.775,76.552,0
15.566,57.214,0,13.761,52.011,0,9.891,91.104,0,11.966,79.763,0
15.689,59.309,0,14.58,51.383,0,10.086,95.635,0,11.04,84.629,0
13.889,64.635,0,15.461,49.38,0,9.011,98.886,0,10.372,95.771,0
12.629,67.321,0,15.195,49.449,0,7.09,99.923,0,9.601,99.825,0
11.146,75.641,0,15.137,48.937,0,6.266,99.918,0,9.271,0,0
9.77,84.483,0,14.854,49.278,0,5.85,99.917,0,9.44,99.765,0
8.216,93.058,0,13.589,52.321,0,5.608,99.914,0,9.839,99.825,0
8.399,98.309,0,11.779,58.874,0,5.3,99.913,0,9.91,99.827,0
7.901,99.683,0,9.083,69.497,0,4.932,99.912,0,9.537,99.824,0
7.251,99.713,0,7.308,78.05,0,5.136,99.914,0,9.289,99.821,0
6.037,98.87,0,6.356,78.088,0,4.935,99.913,0,9.305,99.324,0
16.123,50.175,0,10.773,57.256,0,11.283,75.248,0,14.562,55.312,0
16.401,50.311,0,12.182,52.607,0,11.165,74.258,0,12.145,76.593,0
15.832,51.573,0,12.71,52.507,0,10.675,77.458,0,11.24,85.748,0
14.689,52.66,0,12.852,54.821,0,9.363,79.15,0,11.085,88.792,0
13.627,55.466,0,12.937,52.663,0,7.149,95.289,0,10.605,90.297,0
10.897,65.661,0,12.717,54.597,0,6.313,95.829,0,10.176,95.232,0
8.813,73.915,0,10.457,61.26,0,5.765,99.89,0,10.395,87.797,0
9.153,74.017,0,10.046,63.224,0,5.637,99.914,0,10.073,93.836,0
9.899,71.16,0,7.725,71.229,0,5.348,99.914,0,10.235,82.364,0
8.312,77.654,0,6.609,74.756,0,4.836,99.91,0,9.853,81.456,0
7.383,84.725,0,6.078,77.432,0,4.806,99.911,0,9.635,83.769,0
7.32,86.097,0,6.078,78.756,0,4.769,99.911,0,9.728,86.726,0
14.274,51.106,0.01,9.378,71.392,0.01,8.143,94.696,0.01,13.564,58.443,0.01
15.066,45.369,0.01,10.9,63.823,0.01,8.749,82.77,0.01,12.473,64.629,0.01
12.442,59.013,0.01,11.899,58.866,0.01,6.815,98.883,0.01,10.87,77.553,0.01
12.281,58.22,0.01,10.207,64.355,0.01,6.879,98.759,0.01,10.492,81.502,0.01
11.642,59.453,0.01,11.357,61.464,0.01,6.105,99.92,0.01,9.747,95.761,0.01
10.582,65.272,0,11.973,58.65,0,5.397,99.916,0,9.487,99.798,0
9.613,70.113,0,10.324,61.583,0,4.994,99.913,0,9.367,99.764,0
8.718,76.72,0,8.828,66.608,0,4.706,99.91,0,9.178,99.821,0
8.109,83.114,0,6.921,74.18,0,4.599,99.909,0,9.18,99.816,0
8.273,80.675,0,6.316,74.701,0,4.915,99.911,0,8.987,99.695,0
8.105,85.029,0,6.157,74.093,0.01,4.745,99.912,0,8.825,99.781,0
7.68,92.105,0,6.026,74.183,0.01,4.669,99.911,0,8.829,99.816,0
11.763,71.782,0.02,9.999,48.169,0.03,8.244,93.192,0.02,12.202,68.987,0.02
11.873,67.635,0.01,10.845,49.469,0.02,7.823,97.983,0.01,10.973,73.483,0.01
11.895,63.651,0.01,10.991,53.184,0.02,7.214,98.605,0.01,9.857,79.284,0.01
11.308,64.868,0.01,9.505,60.729,0.02,5.499,99.917,0.01,9.188,84.867,0.01
10.225,71.213,0.01,9.32,65.649,0.02,5.584,99.916,0.01,9.173,86.212,0.01
9.267,81.716,0.01,9.745,65.561,0.01,5.126,99.913,0.01,8.414,99.484,0.01
8.193,89.015,0.01,10.255,61.205,0.01,3.932,99.903,0.01,8.228,99.809,0.01
6.863,89.635,0.01,9.13,62.117,0.02,3.986,97.452,0.01,8.636,99.817,0.01
5.323,97.805,0.01,8.414,64.93,0.02,4.442,96.396,0.01,8.616,99.788,0.01
6.112,97.296,0.01,6.777,69.543,0.01,4.517,98.429,0.01,8.497,0,0.01
6.23,96.179,0.01,5.709,69.757,0.01,4.321,99.904,0.01,8.456,99.657,0.01
5.599,99.201,0.01,5.369,67.977,0.01,4.34,99.909,0.01,8.049,0,0.01
13.936,53.352,0,9.68,44.289,0,7.282,89.578,0,11.631,68.845,0
13.409,55.632,0,9.705,48.64,0,8.015,84.638,0,10.214,76.498,0
12.983,57.261,0,10.564,47.921,0,6.642,94.633,0,8.933,83.563,0
11.156,67.207,0,11.255,47.786,0,5.447,99.916,0,8.255,92.059,0
10.178,72.507,0,11.353,50.762,0,5.597,97.496,0,8.465,94.05,0
9.17,76.445,0,10.561,56.114,0,5.137,96.75,0,8.776,94.486,0
8.072,83.588,0,9.069,62.65,0,4.05,94.417,0,8.71,92.969,0
6.158,92.425,0,8.096,66.594,0,4.459,90.835,0,8.374,98.733,0
5.312,96.371,0,7.228,68.823,0,5.182,83.612,0,8.385,92.914,0
4.931,97.572,0,6.154,66.879,0,4.196,99.907,0,8.247,82.038,0
5.896,95.898,0,5.749,69.65,0,3.92,99.906,0,7.951,82.95,0
4.844,99.694,0,5.132,66.067,0,2.49,99.893,0,6.893,82.018,0
11.964,54.025,0,9.515,46.988,0,5.766,89.18,0,10.718,72.451,0
10.883,59.581,0,12.057,40.795,0,5.206,97.871,0,10.592,73.725,0
10.815,60.204,0,12.973,41.719,0,6.212,83.519,0,10.003,78.384,0
10.465,61.014,0,14.114,40.936,0,5.019,99.424,0,9.306,90.64,0
9.666,66.767,0,14.08,41.973,0,4.253,99.908,0,8.775,98.387,0
8.494,77.662,0,13.48,45.77,0,3.997,99.905,0,8.77,99.064,0
7.687,84.913,0,12.512,49.654,0,3.909,99.903,0,8.569,99.815,0
7.41,87.915,0,11.369,52.711,0,4.075,99.905,0,8.448,99.814,0
6.407,95.724,0,9.159,60.782,0,4.135,99.906,0,7.878,99.809,0
6.344,99.173,0,7.208,69.238,0,3.619,99.901,0,7.338,96.941,0
6.39,99.637,0,6.364,70.848,0,3.757,99.904,0,6.81,99.798,0
6.147,99.704,0,6.343,69.408,0,1.732,99.889,0,6.974,99.681,0
15.401,43.772,0,11.571,57.611,0,9.814,66.279,0,12.37,59.79,0
14.056,47.922,0,12.715,54.656,0,9.063,75.052,0,11.364,67.184,0
13.17,52.816,0,12.984,52.726,0,9.085,72.742,0,9.944,73.941,0
12.174,56.909,0,13.341,51.598,0,8.018,75.237,0,9.73,75.115,0
10.887,61.518,0,13.059,53.003,0,5.716,89.956,0,9.922,75.826,0
9.592,66.658,0,13.133,54.596,0,3.379,99.898,0,9.687,76.518,0
8.783,71.95,0,10.815,63.895,0,3.931,99.902,0,9.413,79.09,0
8.206,72.973,0,9.637,67.41,0,3.718,99.901,0,9.238,81.257,0
7.24,79.652,0,9.032,68.824,0,3.458,99.901,0,9.074,82.632,0
6.909,86.683,0,8.246,73.557,0,4.155,99.906,0,8.938,83.978,0
6.73,90.247,0,7.794,74.877,0,4.315,99.437,0,8.823,85.505,0
6.71,91.189,0,7.207,76.608,0,4.602,96.005,0,8.864,83.064,0
15.832,52.65,0,10.903,56.429,0,9.443,84.033,0,13.399,62.665,0
15.486,52.64,0,13.155,49.529,0,8.847,89.749,0,11.547,75.819,0
14.177,56.305,0,14.937,46.514,0,9.848,84.99,0,11.215,76.402,0
13.187,59.364,0,14.138,49.042,0,7.861,97.473,0,11.16,75.445,0
11.805,65.555,0,14.854,48.108,0,6.167,99.917,0,10.888,78.02,0
10.647,70.04,0,14.748,47.033,0,5.598,99.858,0,10.56,83.048,0
9.399,75.688,0,13.547,50.152,0,6.144,89.196,0,10.418,86.617,0
8.157,84.519,0,12.534,53.186,0,5.601,97.211,0,10.068,95.769,0
8.292,86.057,0,11.369,55.951,0,5.18,99.911,0,9.682,99.822,0
8.315,86.698,0,9.518,65.733,0,4.95,99.911,0,9.645,99.823,0
8.467,86.445,0,8.128,74.064,0,4.623,99.909,0,9.604,99.824,0
8.146,88.803,0,6.229,80.074,0,4.809,99.911,0,9.321,99.82,0
16.338,48.479,0,11.882,51.776,0,10.493,78.332,0,14.663,56.161,0
15.8,50.104,0,14.298,42.458,0,10.265,77.529,0,12.672,70.756,0
15.102,53.702,0,15.324,41.545,0,9.748,84.12,0,11.484,77.101,0
14.036,55.678,0,15.119,43.638,0,10.076,78.301,0,10.703,80.03,0
13.04,57.666,0,14.944,45.615,0,7.442,95.473,0,9.871,89.66,0
11.115,66.92,0,13.871,48.368,0,5.405,99.911,0,9.319,98.503,0
8.705,75.525,0,14.498,44.917,0,3.852,99.646,0,9.373,94.957,0
7.212,82.351,0,13.339,53.561,0,2.64,99.802,0,8.661,77.505,0
4.959,87.495,0,10.631,66.969,0,2.826,99.891,0,8.834,76.339,0
4.088,88.735,0,8.288,77.712,0,3.04,99.184,0,8.893,84.75,0
3.155,92.452,0,6.96,81.335,0,1.794,98.37,0,8.295,83.8,0
3.269,92.492,0,6.816,79.115,0,3.111,92.266,0,7.193,82.345,0
15.974,47.044,0,10.572,65.508,0,10.427,71.094,0,15.084,55.909,0
15.858,50.112,0,11.594,61.436,0,10.595,71.853,0,14.455,58.291,0
15.086,53.901,0,11.293,63.037,0,9.512,82.673,0,12.635,76.433,0
14.381,56.439,0,11.286,64.884,0,10.422,73.391,0,11.531,89.664,0
13.365,61.159,0,12.255,59.235,0,7.932,91.237,0,11.196,99.791,0
11.55,64.835,0,12.232,61.174,0,5.735,99.756,0,11.561,99.835,0
10.829,62.525,0,12.784,60.302,0,5.217,92.313,0,11.404,99.835,0
8.502,72.669,0,12.89,53.797,0,5.298,97.94,0,11.368,99.836,0
8.1,77.352,0,11.289,59.804,0,5.651,99.913,0,11.402,99.826,0
8.427,79.425,0,9.273,63.454,0,5.684,99.913,0,11.189,99.576,0
7.745,87.8,0,8.223,68.788,0,6.144,99.917,0,10.856,99.831,0
8.1,91.471,0,8.243,69.89,0,5.937,99.916,0,10.819,99.832,0
13.564,67.154,0.01,11.803,63.022,0.03,7.169,99.924,0.01,15.264,51.229,0.01
13.623,62.621,0.01,12.302,62.475,0.03,7.97,99.856,0.01,14.264,57.867,0.01
14.452,56.786,0.01,14.013,57.62,0.03,8.847,98.445,0.01,12.94,71.655,0.01
14.353,55.055,0.01,15.022,54.512,0.03,10.172,85.907,0.01,11.732,80.39,0.01
13.654,56.416,0.01,14.519,55.091,0.02,8.56,84.945,0.01,11.583,82.586,0.01
11.178,63.014,0.01,13.914,53.963,0.02,5.942,98.84,0.01,11.457,85.265,0.01
9.806,68.07,0,11.511,66.417,0.01,6.273,98.345,0,11.139,97.629,0
10.031,69.657,0,11.562,63.22,0.01,6.347,99.912,0,10.83,99.83,0
9.252,74.871,0,10.695,66.085,0,6.116,99.917,0,10.643,99.829,0
8.502,85.552,0,8.46,76.895,0,5.866,99.916,0,10.484,99.828,0
8.51,90.345,0,7.213,82.272,0,6.409,99.917,0,10.355,99.826,0
8.276,93.914,0,7.218,84.847,0,6.035,99.916,0,10.318,99.664,0
16.048,55.148,0.2,9.857,67.146,0.21,8.315,99.929,0.2,14.191,62.457,0.2
15.228,55.636,0.18,10.369,64.871,0.16,10.377,85.121,0.18,12.705,73.129,0.18
15.024,55.714,0.14,9.697,73.487,0.11,9.816,90.398,0.14,11.739,81.463,0.14
14.029,56.801,0.11,10.929,66.809,0.08,8.484,91.138,0.11,11.634,81.475,0.11
13.209,57.958,0.11,10.195,68.655,0.07,7.759,87.631,0.11,11.695,77.897,0.11
