Temperatura,Humedad,Radiacion,Precipitacion
1.535868254,-1.604016354,1.692372122,0.095705432
1.834795632,-1.828648842,1.443929918,0.300788499
0.432929307,-0.637628675,-0.048520358,0.451182749
-1.185401673,0.452774857,-0.11860532,0.396493931
-1.329711441,0.487873683,-0.11860532,-0.013672205
-0.711241004,0.520632588,-0.11860532,-0.191410863
-1.267864398,0.607209692,0.021564604,0.041016614
1.041091904,-1.295146684,2.212168922,0.519543772
2.463573911,-2.275573894,4.157326121,1.69535336
1.577099617,-1.938625163,0.489696207,3.459067742
0.577239075,-0.665707736,0.13148418,4.429794263
-0.608162597,0.193043544,-0.11860532,2.419980199
-0.556623394,0.33577877,-0.11860532,0.943382111
-0.443237147,0.522972509,-0.11860532,0.109377636
-0.453544988,0.906719675,-0.016023699,-0.218755272
0.371082263,0.01286957,1.209864116,-0.054688818
1.80387211,-1.67889385,2.306064801,1.025415339
0.360774422,0.031588944,0.384568765,1.886764223
0.515392032,-0.55105157,0.090601286,2.146536109
-0.113386247,0.258561353,-0.11860532,2.474669017
-0.350466581,0.65868797,-0.11860532,2.255913745
-0.618470438,0.756964684,-0.11860532,1.257842815
-0.597854757,0.983937093,-0.027105509,0.751971248
0.123694088,0.153264874,1.014135387,0.505871567
1.587407457,-1.271747467,3.704619199,1.408237065
1.082323266,-1.075194041,0.83203429,3.212968061
0.340158741,0.391936892,0.030549855,5.687637078
-0.298927378,0.733565466,-0.11860532,5.769670305
-0.700933163,0.731225544,-0.11860532,2.939523971
-0.958629179,0.871620849,-0.11860532,0.820332271
-0.721548844,0.607209692,0.049418883,-0.095705432
0.536007713,-0.410656266,1.382231191,0.15039425
1.742025067,-1.484680345,2.327928913,1.476598088
1.865719154,-1.580617137,2.199739324,2.652407676
0.762780207,-1.068174275,0.002096559,2.187552722
-0.474160669,0.115826126,-0.11860532,0.765643453
-0.680317482,0.555731414,-0.11860532,0.437510544
-0.670009641,0.691446875,-0.11860532,0.669938021
-0.81431941,0.623589144,0.000449263,0.164066454
0.711241004,-0.705486405,1.569423931,-0.191410863
1.814179951,-1.503399719,2.442940132,-0.068361023
2.226493576,-1.854387981,2.050284641,0
0.886474294,-0.427035718,-0.004941888,0.054688818
0.3298509,0.331098927,-0.11860532,-0.027344409
0.010307841,0.37555744,-0.11860532,-0.136722045
-0.422621466,0.632948831,-0.11860532,-0.191410863
-0.432929307,1.002656467,-0.048370604,-0.341805113
0.432929307,-0.139225344,1.108929791,-0.341805113
1.494636891,-1.442561754,1.876420024,-0.246099681
1.649254501,-1.599336511,1.150860965,-0.205083068
0.855550772,-0.768664292,0.075476113,-0.191410863
0.010307841,0.258561353,-0.11860532,-0.191410863
-0.185541131,0.480853918,-0.11860532,-0.191410863
-0.474160669,0.565091101,-0.11860532,-0.191410863
-0.804011569,1.129012241,0.053911509,-0.15039425
0.556623394,-0.225802448,1.481218712,-0.259771886
1.824487792,-1.379383867,3.083738319,-0.177738659
1.783256429,-1.501059798,1.047979835,0.232427477
0.762780207,-0.562751179,0.033994202,0.437510544
0.195848972,0.193043544,-0.11860532,0.164066454
-0.123694088,0.583810475,-0.11860532,-0.054688818
-0.453544988,0.871620849,-0.11860532,-0.054688818
-0.48446851,0.756964684,0.124295979,1.736369973
0.463852828,-0.005849804,1.259133245,2.1191917
1.742025067,-1.505739641,2.579216447,1.162137384
1.876026995,-1.777170563,1.526444478,0.792987862
0.927705657,-0.981597171,-0.01752124,0.232427477
0.309235219,0.221122605,-0.11860532,0.136722045
0.226772494,0.160284639,-0.11860532,0.806660066
0.041231363,0.361517909,-0.11860532,2.460996813
-0.051539203,0.326419083,-0.029801084,2.255913745
0.731856685,-0.466814388,1.227684865,0.834004475
1.30909576,-1.187510284,1.239215938,0.560560385
1.762640748,-1.67889385,1.517009964,1.326203838
0.268003856,-0.223462526,-0.023960671,1.763714382
-0.072154884,0.122845891,-0.11860532,0.957054316
-0.298927378,0.544031805,-0.11860532,0.027344409
-0.556623394,1.042435136,-0.11860532,-0.246099681
-0.680317482,1.147731615,-0.040134123,-0.246099681
0.453544988,-0.239841979,1.363511917,-0.109377636
0.886474294,-0.614229457,1.04139065,-0.082033227
0.556623394,-0.129865657,0.709385607,0.492199363
0.020615681,-0.164964483,-0.005690659,0.765643453
-0.762780207,0.382577205,-0.11860532,0.054688818
-0.82462725,0.689106953,-0.11860532,-0.314460704
-0.989552701,0.89969991,-0.11860532,-0.355477317
-0.845242932,1.044775058,-0.009434514,-0.369149522
0.711241004,-0.44341517,2.519464524,-0.396493931
1.721409385,-1.566577606,3.585864124,-0.396493931
2.051260286,-2.167937494,2.534889206,-0.396493931
0.855550772,-1.206229658,0.035641498,-0.396493931
-1.010168382,0.218782683,-0.11860532,-0.396493931
-1.535868254,0.38959697,-0.11860532,-0.396493931
-1.267864398,0.850561553,-0.11860532,-0.396493931
-1.29878792,0.909059597,0.102431867,-0.396493931
0.804011569,-0.782703823,2.472441708,-0.396493931
2.102799489,-2.371510686,2.89085492,-0.369149522
2.308956301,-2.666340825,1.900680203,-0.314460704
1.164785991,-2.268554129,0.081316526,-0.287116295
-0.443237147,-0.656348049,-0.11860532,-0.341805113
-0.989552701,-0.328759005,-0.11860532,-0.355477317
-1.546176095,0.090086987,-0.11860532,-0.369149522
-1.690485863,0.1883637,0.011830581,-0.246099681
1.030784063,-1.419162537,2.941172328,0.218755272
2.752193448,-2.439368416,4.096975181,0.628921408
2.896503217,-2.329392094,2.383038455,0.437510544
0.6597018,-0.064347848,-0.087755956,0.246099681
0.206156813,0.941818501,-0.11860532,0.205083068
-0.237080335,1.00733631,-0.11860532,0.300788499
-0.350466581,0.902039832,-0.11860532,0.751971248
-0.752472366,0.813122805,0.091649565,0.300788499
1.494636891,-1.260047858,2.947462004,-0.054688818
2.597575839,-2.263874286,3.756733657,0.177738659
1.845103473,-1.833328685,1.462499438,0.42383834
0.999860541,-1.522119093,0.140169924,0.970726521
0.237080335,-0.75228484,-0.11860532,0.683610226
-0.505084191,-0.990956858,-0.11860532,-0.054688818
-0.886474294,-0.930118893,-0.11860532,-0.205083068
-1.030784063,-0.256221431,0.04178142,-0.341805113
1.102938948,-2.397249825,2.954051189,-0.355477317
2.803732652,-3.389376644,4.16945621,-0.246099681
2.257417098,-3.354277818,2.654842314,-0.218755272
0.64939396,-2.048601485,-0.002995084,-0.314460704
-0.845242932,-0.937138658,-0.11860532,-0.382821726
-1.731717226,-0.441075248,-0.11860532,-0.396493931
-2.082183807,-0.431715561,-0.11860532,-0.396493931
-2.133723011,-0.602529849,0.045525274,-0.287116295
0.773088047,-2.430008729,2.928892485,-0.136722045
2.803732652,-3.433835157,4.473906482,0.027344409
2.834656174,-2.460427712,2.834098081,0.669938021
1.082323266,-0.726545701,0.048071096,0.683610226
0.237080335,-0.300679944,-0.11860532,0.218755272
-0.051539203,0.628268988,-0.11860532,-0.218755272
-0.298927378,0.869280927,-0.11860532,-0.382821726
-0.381390103,0.930118893,0.000748771,-0.355477317
0.618470438,-0.464474466,1.932128584,-0.232427477
2.164646533,-2.118799138,3.895256285,-0.109377636
2.587267998,-2.60550286,2.464504736,-0.054688818
0.804011569,-0.775684058,0.023361654,-0.027344409
-0.525699872,0.541691883,-0.11860532,-0.232427477
-0.608162597,0.654008127,-0.11860532,-0.314460704
-0.64939396,0.558071336,-0.11860532,-0.355477317
-0.6597018,0.925439049,0.060051431,-0.27344409
0.948321338,-1.072854119,2.823016271,-0.232427477
2.092491648,-2.001803051,3.439704033,1.052759748
1.886334835,-1.84034845,1.5361785,3.117262629
0.587546916,-0.766324371,0.032346905,2.39263579
-0.134001928,0.366197753,-0.11860532,0.724626839
-0.288619538,0.726545701,-0.11860532,-0.082033227
-0.556623394,0.89969991,-0.11860532,-0.300788499
-1.319403601,0.799083275,-0.04822085,0.683610226
0.49477635,-0.923099127,1.380583895,2.201224927
1.63894666,-1.713992676,2.478731384,2.857490743
1.979105401,-1.84034845,1.606712725,2.857490743
0.64939396,-0.981597171,-0.072481029,1.54495911
-0.144309769,0.724205779,-0.11860532,0.191410863
-0.432929307,1.028395606,-0.11860532,-0.15039425
